Date,MSCI Europe
1985-05,35723.476978750565
1985-06,35531.7343184598
1985-07,37001.13841836367
1985-08,37579.65761311757
1985-09,38834.29961855248
1985-10,40512.21580881184
1985-11,42855.32742151532
1985-12,43687.874019558454
1986-01,43622.236341933116
1986-02,46905.99164657507
1986-03,49366.5958536731
1986-04,54262.1369203673
1986-05,48626.76610575459
1986-06,50973.65476472296
1986-07,49080.25151970769
1986-08,52951.490882200516
1986-09,49233.7528396079
1986-10,49008.2024670202
1986-11,52187.44877391528
1986-12,52765.52289300788
1987-01,51815.08042080346
1987-02,52743.23432975005
1987-03,55284.411091586
1987-04,56725.97391040284
1987-05,55753.2400592333
1987-06,58396.8521383214
1987-07,61259.76620765988
1987-08,62276.77944068273
1987-09,61075.84260854103
1987-10,49131.950294371
1987-11,44155.48657411612
1987-12,45329.57951566266
1988-01,43949.95831014055
1988-02,47905.26929357139
1988-03,48581.34407013518
1988-04,49213.77415425069
1988-05,48794.04215936485
1988-06,50119.537927833386
1988-07,52786.8023169654
1988-08,51544.62270909675
1988-09,53975.537600461
1988-10,57543.18541853559
1988-11,55969.454657765215
1988-12,56348.90987660159
1989-01,60730.32835988129
1989-02,60809.59212504057
1989-03,61683.49022150433
1989-04,63772.04948198739
1989-05,63130.431416371895
1989-06,66943.72401209037
1989-07,71587.188916959
1989-08,71811.79047494668
1989-09,74194.2833743719
1989-10,66747.13382201386
1989-11,69470.02976675032
1989-12,73807.86033040144
1990-01,71480.57983215232
1990-02,68871.87329245257
1990-03,71096.33157235899
1990-04,68350.90878633113
1990-05,72738.5672264282
1990-06,75832.39619615897
1990-07,76673.34194828925
1990-08,66057.84157465042
1990-09,58403.38140186189
1990-10,61499.07808086649
1990-11,60914.07468903753
1990-12,60770.85901026656
1991-01,63000.670330629095
1991-02,67400.92382244406
1991-03,68471.28983873354
1991-04,71391.57735455618
1991-05,74511.40788204213
1991-06,70829.90296767886
1991-07,75865.84973952566
1991-08,75578.80455674922
1991-09,75726.63455664662
1991-10,74066.16294440838
1991-11,69649.07602622363
1991-12,72736.77245002854
1992-01,73256.69708033821
1992-02,75195.12793105449
1992-03,74531.58710410428
1992-04,77964.32596226405
1992-05,80857.3827973653
1992-06,77109.96033708351
1992-07,70847.59589196545
1992-08,68866.25575013115
1992-09,69322.30985173062
1992-10,67196.87067109862
1992-11,71593.6792608966
1992-12,73217.85329250625
1993-01,74802.81698185937
1993-02,77572.77539654718
1993-03,81994.2407739523
1993-04,80980.49944558468
1993-05,82081.87402871631
1993-06,83270.66791510234
1993-07,87127.84130429135
1993-08,95526.24014723423
1993-09,91471.7575303948
1993-10,96429.07555025868
1993-11,96909.8624799636
1993-12,104167.75474757515
1994-01,110985.93490460729
1994-02,106673.5571793581
1994-03,101542.13199644184
1994-04,106084.74157799636
1994-05,99423.10918406087
1994-06,96813.47339401707
1994-07,98778.19243627024
1994-08,102059.48481411123
1994-09,96993.87045939318
1994-10,99316.98580641547
1994-11,96964.20345827991
1994-12,99542.06111852181
1995-01,96777.02033013386
1995-02,97920.54825997606
1995-03,98519.13236246035
1995-04,99760.22726559982
1995-05,103411.83755228826
1995-06,103552.68673068707
1995-07,107721.3793394463
1995-08,106729.05755294162
1995-09,111402.39016217546
1995-10,109189.96746368788
1995-11,110242.06442168776
1995-12,115575.90561113018
1996-01,117781.93870770345
1996-02,120657.51885106416
1996-03,122064.30856473249
1996-04,124037.3003532614
1996-05,126554.18972573208
1996-06,126998.10249507887
1996-07,123545.14495384123
1996-08,126101.24514599978
1996-09,129913.26753926628
1996-10,133386.33482646666
1996-11,138389.31893400394
1996-12,144235.8759204052
1997-01,148603.475750219
1997-02,157171.5518541572
1997-03,164178.61355641813
1997-04,164297.9230587512
1997-05,170837.5961691281
1997-06,181447.99088405803
1997-07,195282.5901194959
1997-08,189425.59936364865
1997-09,202394.236734392
1997-10,188998.78567651584
1997-11,188001.3303622925
1997-12,200179.03370515408
1998-01,213358.28148899836
1998-02,229586.1681632062
1998-03,246900.0369861324
1998-04,250043.777578244
1998-05,251283.31919046532
1998-06,255939.67584895066
1998-07,261672.75749315784
1998-08,227885.97101721013
1998-09,208627.72018902464
1998-10,217062.23115097822
1998-11,235284.3873390735
1998-12,244063.7067832149
1999-01,250474.94927368534
1999-02,252289.49657589078
1999-03,261661.14740120707
1999-04,273210.1135780036
1999-05,263661.8267966126
1999-06,271501.65963417606
1999-07,264712.1196862515
1999-08,270528.88471060846
1999-09,266195.48206681776
1999-10,281656.37491225835
1999-11,299519.1115767513
1999-12,331961.7528579534
2000-01,316415.03405883716
2000-02,335624.4770481269
2000-03,349597.243254812
2000-04,351454.97213520174
2000-05,340490.13218957605
2000-06,338671.6712266044
2000-07,344623.97921496216
2000-08,353534.9851836816
2000-09,342483.11448551505
2000-10,354018.9403284668
2000-11,329927.87766707817
2000-12,329213.7495983231
2001-01,329808.847630033
2001-02,302337.741188455
2001-03,293064.9545167899
2001-04,312596.6283645642
2001-05,311607.9843678645
2001-06,299971.9996500077
2001-07,291305.42923033074
2001-08,271306.14626050467
2001-09,244957.6434894164
2001-10,255213.96431835127
2001-11,269759.3901406847
2001-12,279339.5022883737
2002-01,270166.20718626736
2002-02,269684.3872381235
2002-03,282006.1103953183
2002-04,271256.87868596456
2002-05,259824.35985599476
2002-06,236120.74096529817
2002-07,213991.39483009095
2002-08,212916.74780034952
2002-09,184405.53009798602
2002-10,202156.7132832056
2002-11,210741.62266825174
2002-12,192273.7358718169
2003-01,177624.61002784458
2003-02,172374.3758445721
2003-03,168135.01621921215
2003-04,187031.67110273038
2003-05,187730.83754692393
2003-06,196216.473094302
2003-07,202171.06488922823
2003-08,209039.91800951603
2003-09,200024.61121880694
2003-10,213970.96006114176
2003-11,216163.99008611296
2003-12,222139.10490467973
2004-01,229223.30075291547
2004-02,235322.1780837515
2004-03,231681.6550983503
2004-04,235374.47946965898
2004-05,234581.08124497946
2004-06,238671.4570517331
2004-07,234376.84796848902
2004-08,233159.06804914132
2004-09,236691.97872961685
2004-10,238932.008194581
2004-11,245749.3585249938
2004-12,250032.6772394545
2005-01,256457.9857874757
2005-02,264811.8970037201
2005-03,264060.7814137676
2005-04,257924.3296775046
2005-05,272364.67826761503
2005-06,281688.45306457917
2005-07,291949.22279501136
2005-08,293816.5986030314
2005-09,304853.23364686023
2005-10,295747.1154621916
2005-11,307302.2447937317
2005-12,317365.6007654004
2006-01,329177.0934813168
2006-02,336212.3458548862
2006-03,342825.25540887326
2006-04,348253.79801091505
2006-05,330522.1679679455
2006-06,335802.3533512954
2006-07,339535.26063778694
2006-08,348037.785814253
2006-09,356331.38346587
2006-10,370595.72849806584
2006-11,369215.6287350808
2006-12,381947.96786049765
2007-01,390653.44945134956
2007-02,381695.0731359699
2007-03,392517.82950320304
2007-04,409551.4811050262
2007-05,422221.33031852095
2007-06,420662.71746725554
2007-07,405697.0481709477
2007-08,401333.3594875888
2007-09,407571.9345387073
2007-10,418708.8340148454
2007-11,396775.6101532126
2007-12,390892.1959656981
2008-01,346647.9231026158
2008-02,345389.5604202053
2008-03,332796.37872651167
2008-04,354557.97301937715
2008-05,357776.4859306824
2008-06,321408.12153382157
2008-07,315268.8538817246
2008-08,320907.1056527299
2008-09,280789.883196991
2008-10,247952.66614429816
2008-11,231617.2193385968
2008-12,222947.6260552972
2009-01,215383.73310026564
2009-02,196231.9080100309
2009-03,199451.9250847098
2009-04,228314.64473480382
2009-05,241658.34097916825
2009-06,236414.16943560974
2009-07,261213.8122500227
2009-08,275129.9467529041
2009-09,280632.479677137
2009-10,274449.6922088763
2009-11,278321.92828742065
2009-12,294664.1585318323
2010-01,286016.811081042
2010-02,288534.78786819015
2010-03,309520.0051797484
2010-04,305245.4863316329
2010-05,290754.26396800764
2010-06,289533.51018734014
2010-07,304504.58158155845
2010-08,301399.58256152447
2010-09,310824.34355549456
2010-10,319422.3613465317
2010-11,314800.51345909934
2010-12,331946.5228311445
2011-01,336780.140337224
2011-02,344369.80310603126
2011-03,332685.0814983772
2011-04,343998.4203888151
2011-05,344415.8303338444
2011-06,336333.65855263564
2011-07,329414.64734788606
2011-08,292553.48269867426
2011-09,278783.6223240184
2011-10,301428.54506524384
2011-11,300448.09779637255
2011-12,306794.0797332737
2012-01,315480.8600183237
2012-02,328923.7661015507
2012-03,329338.52801274165
2012-04,325844.71829715266
2012-05,305277.5913440788
2012-06,324748.72749844374
2012-07,336646.9952065015
2012-08,342414.77266525617
2012-09,343919.8188744372
2012-10,347266.68799128506
2012-11,356523.1072001726
2012-12,360825.29569701146
2013-01,371976.15985239635
2013-02,373412.2640334366
2013-03,382308.08737868024
2013-04,391443.3685764131
2013-05,394834.0695197769
2013-06,373760.91552227596
2013-07,395433.9886306415
2013-08,391609.21651367244
2013-09,411433.1815129068
2013-10,424789.3154387183
2013-11,430858.4059537127
2013-12,434810.72291555966
2014-01,426566.85145109805
2014-02,448013.4216440859
2014-03,444531.1106186738
2014-04,454123.33780810586
2014-05,467235.38885442994
2014-06,465163.2820528951
2014-07,456942.48749125004
2014-08,465549.6149239463
2014-09,469685.75508218
2014-10,459476.71885161835
2014-11,473314.52802206756
2014-12,465836.21581276215
2015-01,500330.77659907844
2015-02,534870.8853977609
2015-03,544483.9366153149
2015-04,545660.1648818209
2015-05,554500.0675341773
2015-06,527119.8950506841
2015-07,554620.9927594683
2015-08,503792.39902188705
2015-09,480861.48468308407
2015-10,524028.80622831115
2015-11,535804.3702909191
2015-12,507323.70746474696
2016-01,472522.47595556814
2016-02,465643.3812942201
2016-03,473610.89063425956
2016-04,485208.15447017236
2016-05,494083.1865212354
2016-06,474555.12771232077
2016-07,493989.18085326924
2016-08,494669.83453935763
2016-09,497763.35875123565
2016-10,491067.1205295783
2016-11,494528.2359774413
2016-12,525152.8373901295
2017-01,525437.8382419833
2017-02,539745.4730778632
2017-03,557169.6628893537
2017-04,564867.4654614329
2017-05,578057.6335472356
2017-06,562338.4356108442
2017-07,563612.7477849468
2017-08,559357.2892536647
2017-09,578833.2138593433
2017-10,590018.201816135
2017-11,580897.1074984819
2017-12,582669.6427805078
2018-01,591329.9851114422
2018-02,567758.688255284
2018-03,556619.3240247343
2018-04,584447.5862917132
2018-05,584866.0615851533
2018-06,583184.0526549331
2018-07,598650.6367621293
2018-08,586267.4259439146
2018-09,592268.080930487
2018-10,559597.2271999483
2018-11,552493.7321006559
2018-12,522880.9499392744
2019-01,555609.3872865378
2019-02,577972.6120107995
2019-03,591493.8548387887
2019-04,614492.6752215012
2019-05,585691.4534727716
2019-06,612656.635206939
2019-07,613229.7903535514
2019-08,604131.732406848
2019-09,629057.3089600041
2019-10,633914.5378407581
2019-11,653611.1899101061
2019-12,663971.3242309705
2020-01,658024.8976575884
2020-02,601174.6229252486
2020-03,515887.10340201546
2020-04,551194.390918067
2020-05,563381.178756076
2020-06,583304.913852957
2020-07,572680.3295505141
2020-08,591748.7504038707
2020-09,583461.9910502676
2020-10,551118.6851447191
2020-11,629790.2248023342
2020-12,643879.2678883817
2021-01,641694.1121300923
2021-02,658301.7551190292
2021-03,702244.4860888923
2021-04,713373.3635362873
2021-05,736873.0361354613
2021-06,746469.8038985687
2021-07,759931.6544298651
2021-08,775188.1768989237
2021-09,754949.2211949326
2021-10,784769.0693697605
2021-11,762905.0706217297
2021-12,815976.7205203873
2022-01,790597.8386616902
2022-02,765405.7328793295
2022-03,772285.0539830058
2022-04,767683.3921652678
2022-05,762580.0663356526
2022-06,708437.8764528808
2022-07,757390.5041257675
2022-08,724342.5315887342
2022-09,678589.6629160705
2022-10,715138.2348383255
2022-11,760991.3888727938
2022-12,740610.1257502116
2023-01,792578.4342452604
2023-02,803641.7751834634
2023-03,804364.71363242
2023-04,830939.9188769162
2023-05,805633.803379964
2023-06,830248.275088968
