Date,Bloomberg Commodity Index 3 Month Forward
2008-12,47729.84210390475
2009-01,49340.78638451774
2009-02,48127.81648320288
2009-03,47680.361052326305
2009-04,48271.337943149716
2009-05,51156.55892467819
2009-06,50168.19185806022
2009-07,51776.300403219706
2009-08,51239.81784603402
2009-09,50601.370153817596
2009-10,51800.20595361062
2009-11,53258.204346258375
2009-12,56506.80576762977
2010-01,54238.432091205614
2010-02,57995.69593313262
2010-03,57924.149004651365
2010-04,60298.45940780674
2010-05,60778.60235486551
2010-06,60728.9733343767
2010-07,60500.337536636456
2010-08,61370.236160959095
2010-09,60938.09853192991
2010-10,63188.661960712896
2010-11,67149.81319709604
2010-12,72299.58357238639
2011-01,71800.64492256327
2011-02,72850.79321762882
2011-03,72655.33489452275
2011-04,72465.03036903332
2011-05,71182.41048001467
2011-06,67361.39613700908
2011-07,70302.2535228978
2011-08,70232.30623935265
2011-09,64231.80069794396
2011-10,65912.06311311906
2011-11,67431.7650380121
2011-12,67620.28648093929
2012-01,68295.3770765964
2012-02,68766.28293555843
2012-03,66339.75743386448
2012-04,66363.46173052877
2012-05,64778.62939060116
2012-06,66541.60509663101
2012-07,71856.48328710483
2012-08,71319.68270470198
2012-09,70759.16417496951
2012-10,67810.17600524439
2012-11,68067.68359668314
2012-12,65465.82340868605
2013-01,65235.81280091499
2013-02,64569.02881600635
2013-03,66855.4194979107
2013-04,63903.13058227946
2013-05,62831.52494246362
2013-06,59238.39040895985
2013-07,59298.38982269395
2013-08,61511.482543297796
2013-09,59098.58773882246
2013-10,57850.415369341026
2013-11,57557.32552421845
2013-12,57312.07796440301
2014-01,57731.05269956329
2014-02,60196.98314727871
2014-03,60588.512129093106
2014-04,61806.16318763265
2014-05,61298.41352742657
2014-06,61713.533958292384
2014-07,60385.3465621643
2014-08,60772.80491362187
2014-09,59634.52787581214
2014-10,59511.14748266708
2014-11,57462.80981316088
2014-12,55440.20524676565
2015-01,57739.16607859029
2015-02,59539.90486972988
2015-03,59174.805206505174
2015-04,59568.32670930885
2015-05,59136.85183387564
2015-06,59000.19230910442
2015-07,53943.55098390712
2015-08,52239.69261236978
2015-09,50594.65484694538
2015-10,51511.41196291122
2015-11,50225.39196752349
2015-12,47532.90392905808
2016-01,46688.28290519784
2016-02,46372.10881069232
2016-03,46135.86104567822
2016-04,49714.65741515394
2016-05,50664.982066875506
2016-06,53127.32920129563
2016-07,50690.891212391434
2016-08,49678.65298456563
2016-09,51123.99220897505
2016-10,52012.27399121097
2016-11,54192.931351962114
2016-12,55538.789765351044
2017-01,55009.00315879573
2017-02,56138.70647954428
2017-03,54243.88324191625
2017-04,52389.20238700963
2017-05,50284.83125866038
2017-06,49426.829970196944
2017-07,49237.943634909236
2017-08,49067.64070975159
2017-09,49193.57136995875
2017-10,50890.21439351998
2017-11,50097.36795117246
2017-12,50864.14288118905
2018-01,50042.736035442314
2018-02,50470.67099527539
2018-03,49871.801851625445
2018-04,52098.63256642647
2018-05,54746.25772796397
2018-06,52841.32509333226
2018-07,51598.42800507477
2018-08,51146.583832861135
2018-09,52144.4189394675
2018-10,52116.372843375975
2018-11,50002.68682758847
2018-12,48309.733957974924
2019-01,50815.62335020779
2019-02,51839.67930886763
2019-03,52502.96924556223
2019-04,52237.00344169172
2019-05,50758.273463696925
2019-06,51005.8401127582
2019-07,51713.70220213322
2019-08,50909.88230634832
2019-09,52227.21836730364
2019-10,51988.27891111483
2019-11,51852.423188950015
2019-12,53383.60510250325
2020-01,50711.894406820626
2020-02,48568.6762962941
2020-03,43947.07149258274
2020-04,44365.77384172995
2020-05,44745.64179923755
2020-06,45826.082514471265
2020-07,45979.680433354464
2020-08,48285.733071178634
2020-09,48021.255210044015
2020-10,48237.08695734884
2020-11,49065.939248474875
2020-12,50573.51690420875
2021-01,52445.65678762858
2021-02,55658.10565418958
2021-03,56502.22914244268
2021-04,59125.84651278441
2021-05,60634.6677966883
2021-06,63828.388142221804
2021-07,65110.20342352521
2021-08,65522.26224228566
2021-09,70094.82473095827
2021-10,71445.34832481819
2021-11,69453.13074457839
2021-12,72933.93479016739
2022-01,79442.46446771824
2022-02,83815.07796545663
2022-03,92339.22303536857
2022-04,101627.37655332884
2022-05,101710.5237051412
2022-06,93516.82995388974
2022-07,99514.10079026945
2022-08,101841.54548540965
2022-09,96534.00384683591
2022-10,96792.0250302859
2022-11,95867.48591137871
2022-12,92574.59523339462
2023-01,91510.60068973337
2023-02,89404.28289328174
2023-03,87166.75560979685
2023-04,85554.52428429146
