Date,MSCI Japan IMI
2004-03,7432.786948415015
2004-04,7239.315145285986
2004-05,6821.626170908656
2004-06,7262.631654467624
2004-07,6874.215392175284
2004-08,6872.776037917226
2004-09,6542.753356663109
2004-10,6524.545643274975
2004-11,6546.0916091223735
2004-12,6714.891066442173
2005-01,6916.836943760313
2005-02,6936.7509864551
2005-03,6978.875060271669
2005-04,6820.6266702984385
2005-05,7084.640518994696
2005-06,7233.706414132296
2005-07,7314.669062256774
2005-08,7713.849837174945
2005-09,8569.443509357927
2005-10,8541.537632994907
2005-11,9063.472641633221
2005-12,9858.943421585705
2006-01,10035.907685640032
2006-02,10074.141137711344
2006-03,10161.145109302348
2006-04,10064.525915654795
2006-05,9185.632971275783
2006-06,9164.138023676684
2006-07,9019.172926231782
2006-08,9098.965887448176
2006-09,9087.655288648033
2006-10,9195.534651835389
2006-11,8895.185841590706
2006-12,9100.309172276811
2007-01,9339.384719222593
2007-02,9514.749494142136
2007-03,9317.190083128118
2007-04,8950.964538275337
2007-05,9157.584073368545
2007-06,9099.535911635434
2007-07,8948.457969955229
2007-08,8669.471609365262
2007-09,8559.535612740277
2007-10,8395.882188571924
2007-11,8065.341710181941
2007-12,7747.082277042405
2008-01,7321.322203236808
2008-02,7228.3087777473975
2008-03,6694.0479175642595
2008-04,7252.631495339709
2008-05,7459.097227382054
2008-06,6844.278322186756
2008-07,6677.022124797523
2008-08,6788.734595885761
2008-09,6226.102940719246
2008-10,5986.540705828722
2008-11,5968.563039239423
2008-12,5899.671992537285
2009-01,5984.820011124368
2009-02,5308.831013351565
2009-03,5163.266094770567
2009-04,5641.874074960599
2009-05,5873.79040145305
2009-06,5999.14546768122
2009-07,6239.058188156597
2009-08,6438.224722978894
2009-09,6181.580661948708
2009-10,5952.511741718238
2009-11,5783.131706680711
2009-12,6056.141460705149
2010-01,6367.676566531723
2010-02,6633.753295391824
2010-03,7012.201284740172
2010-04,7114.364127628907
2010-05,7086.514036266073
2010-06,6988.414116573009
2010-07,6795.550253500792
2010-08,6824.3061955085695
2010-09,6630.051931940941
2010-10,6638.260748569565
2010-11,7224.415647642722
2010-12,7586.064629409442
2011-01,7423.112832364902
2011-02,7676.897624947617
2011-03,6823.458075727033
2011-04,6545.009440340727
2011-05,6652.516941371654
2011-06,6740.27180522285
2011-07,7079.886727269384
2011-08,6461.34475754482
2011-09,6823.650998386251
2011-10,6529.017503096261
2011-11,6530.045839657682
2011-12,6836.142163573079
2012-01,7012.344716135914
2012-02,7177.720087583104
2012-03,7340.892498017425
2012-04,7202.604040066039
2012-05,6996.193810688034
2012-06,7237.827381819885
2012-07,7250.378872848306
2012-08,7013.044907814328
2012-09,7008.526519559876
2012-10,6840.80308747912
2012-11,6989.33666902434
2012-12,7221.570833783029
2013-01,7290.806281967557
2013-02,7733.512274419475
2013-03,8358.845241581348
2013-04,8879.17342157297
2013-05,8388.856046422885
2013-06,8462.58694668484
2013-07,8401.078057733432
2013-08,8255.277339183986
2013-09,8806.453903008862
2013-10,8713.325543786867
2013-11,8834.348435411224
2013-12,8789.694834141637
2014-01,8671.094824945383
2014-02,8417.422633007647
2014-03,8355.244460163683
2014-04,8112.66780575853
2014-05,8582.846575415917
2014-06,9024.697335639756
2014-07,9265.777446589238
2014-08,9218.82953041152
2014-09,9561.291754747388
2014-10,9459.94224811311
2014-11,9498.770290835557
2014-12,9666.898867541207
2015-01,10641.75609595771
2015-02,11309.942974464411
2015-03,12018.054763870765
2015-04,11906.957766997053
2015-05,12330.377920137033
2015-06,11945.702700624024
2015-07,12227.729798527576
2015-08,11310.262566171246
2015-09,10624.103627272998
2015-10,11831.427646865573
2015-11,12245.039017584175
2015-12,11949.620331523689
2016-01,10971.164773433198
2016-02,10734.736137994245
2016-03,10794.219518148571
2016-04,11272.777428191152
2016-05,11426.260199785625
2016-06,11238.067887035828
2016-07,11932.0259075777
2016-08,11873.623418583573
2016-09,12125.602730649385
2016-10,12527.273395214164
2016-11,12530.007317501766
2016-12,12785.45279098256
2017-01,12998.902098021075
2017-02,13386.58345553774
2017-03,13242.033104324903
2017-04,13103.72883562239
2017-05,13164.46615616884
2017-06,13081.042658622724
2017-07,13002.097967739113
2017-08,12932.567660206027
2017-09,13213.569883519258
2017-10,13993.898003225468
2017-11,14169.284899751683
2017-12,14120.892534797274
2018-01,14209.802770611639
2018-02,14283.022356822674
2018-03,13911.009658182315
2018-04,14270.726351436357
2018-05,14611.315400851068
2018-06,14281.116759005912
2018-07,14209.694445676656
2018-08,14323.248063633611
2018-09,14827.824868955362
2018-10,13856.644927215439
2018-11,13919.284646739081
2018-12,12842.989124753843
2019-01,13567.560564275112
2019-02,13677.53014461013
2019-03,13994.946487307232
2019-04,14198.171733571276
2019-05,13715.985517672572
2019-06,13915.575058764802
2019-07,14249.728610686561
2019-08,14254.468670271726
2019-09,15041.548924616724
2019-10,15411.385342494399
2019-11,15748.571981777846
2019-12,15710.652467398308
2020-01,15696.768703273678
2020-02,14286.18066265684
2020-03,13333.711538980639
2020-04,14171.311287419161
2020-05,14700.886580621467
2020-06,14590.67869932193
2020-07,13546.04225396299
2020-08,14473.282155212943
2020-09,15003.041268167804
2020-10,14752.864508689821
2020-11,16054.39677627128
2020-12,16327.791225041407
2021-01,16351.241826210282
2021-02,16591.891797664
2021-03,17431.516126065424
2021-04,16668.840783666103
2021-05,16702.111543643703
2021-06,17140.686718981466
2021-07,16939.455042579193
2021-08,17536.37261669508
2021-09,18381.682905856043
2021-10,17654.87287152853
2021-11,17532.015324423686
2021-12,17922.658584645105
2022-01,17265.014072293576
2022-02,17090.387815506274
2022-03,17090.076633385965
2022-04,16455.11885969633
2022-05,16432.692173634794
2022-06,15710.550284298623
2022-07,16895.16453635999
2022-08,16811.12705959357
2022-09,15582.130274608795
2022-10,15683.059868669146
2022-11,16417.825872851856
2022-12,16094.79701739243
2023-01,16761.35094382194
2023-02,16471.432550199548
2023-03,16726.569892936117
2023-04,16636.898738853608
2023-05,17302.792490478743
2023-06,17652.678048583555
