Date,ACWI SMALL CAP
2005-11,699.084589295742
2005-12,723.3503309987537
2006-01,776.8433111893652
2006-02,774.7238115547269
2006-03,805.8003551170407
2006-04,829.4270923974863
2006-05,787.9828697614117
2006-06,777.6782708765787
2006-07,762.8723349647512
2006-08,783.2067210919787
2006-09,789.6001265136065
2006-10,825.8483623990658
2006-11,861.891600382353
2006-12,878.035732238157
2007-01,895.8719799968283
2007-02,905.4644082919846
2007-03,929.3635471574646
2007-04,965.2250445309696
2007-05,1000.0
2007-06,993.4917723556953
2007-07,971.6491825828226
2007-08,954.0008319868714
2007-09,984.0547575204232
2007-10,1027.6321543655106
2007-11,954.7734963339145
2007-12,941.2111017534307
2008-01,862.8298861301738
2008-02,873.3150047001936
2008-03,860.1394815155193
2008-04,897.2660149258477
2008-05,924.6469524788318
2008-06,846.3593304868087
2008-07,831.1258825948589
2008-08,824.4891093691339
2008-09,709.3589334833637
2008-10,543.9816103533234
2008-11,499.1047868051367
2008-12,532.5079143709677
2009-01,492.61692690707946
2009-02,444.553435592353
2009-03,484.1709382361617
2009-04,567.5364748545511
2009-05,626.5134241984828
2009-06,632.7536128745381
2009-07,691.4527731264315
2009-08,729.4578238671612
2009-09,774.5351014574019
2009-10,748.3444726539472
2009-11,768.3860866201993
2009-12,805.6830169724179
2010-01,785.082476236379
2010-02,801.4049668232653
2010-03,864.6795331659152
2010-04,896.8160964531629
2010-05,810.1068755418512
2010-06,778.6189306265645
2010-07,838.712495321802
2010-08,805.5090799621211
2010-09,899.1528619942909
2010-10,935.1488896866364
2010-11,936.7092564519604
2010-12,1020.8644596623307
2011-01,1025.080006301177
2011-02,1057.2446907452775
2011-03,1074.0443133126696
2011-04,1115.8761154653537
2011-05,1092.1614918679393
2011-06,1068.823706449413
2011-07,1049.451312127058
2011-08,959.5285308209841
2011-09,846.9354994798489
2011-10,945.2784336134237
2011-11,916.7709046320817
2011-12,909.0038073360676
2012-01,980.8854901424962
2012-02,1030.3160032202559
2012-03,1035.7619178533164
2012-04,1027.3619642102249
2012-05,936.1768806973588
2012-06,969.7918567398046
2012-07,968.628663077338
2012-08,999.7030961778934
2012-09,1038.077449005975
2012-10,1031.2236191069248
2012-11,1042.6615355380811
2012-12,1078.3215364807804
2013-01,1137.432498136007
2013-02,1147.4071056756786
2013-03,1183.3870782845815
2013-04,1199.3807290239906
2013-05,1210.0937500914936
2013-06,1175.5586836031907
2013-07,1244.1932385345167
2013-08,1218.8456980434364
2013-09,1303.0244092456119
2013-10,1344.0143391500467
2013-11,1364.097498074442
2013-12,1392.9267703317068
2014-01,1366.1522948575214
2014-02,1436.983645741737
2014-03,1434.7319657071578
2014-04,1414.0058880495424
2014-05,1433.1411689189083
2014-06,1486.772289212431
2014-07,1434.2654437086985
2014-08,1477.8169765597581
2014-09,1397.4516604613184
2014-10,1416.289351593216
2014-11,1420.096186364933
2014-12,1423.5904644847128
2015-01,1402.7591844884737
2015-02,1483.8492614440684
2015-03,1487.0364686455664
2015-04,1513.6367932120559
2015-05,1534.5127844246672
2015-06,1514.825946705038
2015-07,1496.396798818508
2015-08,1410.848570478791
2015-09,1357.145795972775
2015-10,1435.4883011829627
2015-11,1446.6252914435358
2015-12,1414.6789765694666
2016-01,1304.93616079452
2016-02,1312.838592587962
2016-03,1426.3318212276195
2016-04,1459.0564598750839
2016-05,1470.1261356884947
2016-06,1449.8485210055437
2016-07,1528.1624801652392
2016-08,1533.7213575599171
2016-09,1557.056150962192
2016-10,1503.739007303336
2016-11,1552.2531846538259
2016-12,1585.8855254058758
2017-01,1626.4876568874192
2017-02,1666.6388593307377
2017-03,1683.2857655480962
2017-04,1716.046353
2017-05,1727.987522
2017-06,1754.236729
2017-07,1796.983325
2017-08,1800.439364
2017-09,1864.294594
2017-10,1895.819307
2017-11,1936.864418
2017-12,1971.554362
2018-01,2046.695198
2018-02,1964.996692
2018-03,1964.116357
2018-04,1980.5457050568962
2018-05,2023.60901749438
2018-06,2004.9208922732491
2018-07,2029.8073065987187
2018-08,2066.5467649887282
2018-09,2034.245953995831
2018-10,1831.814109613677
2018-11,1852.055695171963
2018-12,1695.03708
2019-01,1861.3061686321169
2019-02,1927.0938941641264
2019-03,1919.1287607569002
2019-04,1974.2051723002373
2019-05,1849.5536020205634
2019-06,1954.4209173006218
2019-07,1962.0442154994316
2019-08,1892.6186362939047
2019-09,1932.3390959950243
2019-10,1988.175384
2019-11,2045.4295826607906
2019-12,2122.6548202611953
2020-01,2061.380211803867
2020-02,1876.882923690735
2020-03,1483.4929035129173
2020-04,1684.0885824105744
2020-05,1795.7923448035867
2020-06,1854.2744292618322
2020-07,1937.6871224643978
2020-08,2045.4659430218203
2020-09,2003.162635
2020-10,2001.98802646381
2020-11,2307.904819507475
2020-12,2479.8362594995515
2021-01,2525.8330213283953
2021-02,2655.2277981065035
2021-03,2710.9013564284833
2021-04,2823.413091992244
2021-05,2853.918156990842
2021-06,2867.983347932184
2021-07,2846.8528026052013
2021-08,2912.7776127786087
2021-09,2827.184060093779
2021-10,2918.482258809613
2021-11,2784.0588827295783
2021-12,2889.947037635803
2022-01,2682.4764160705063
2022-02,2680.1528035426295
2022-03,2712.077535559164
2022-04,2510.4904005072704
2022-05,2502.349781526226
2022-06,2252.1049607962286
2022-07,2440.5561121025357
2022-08,2378.354533649976
2022-09,2136.115201659301
2022-10,2286.5393633221283
2022-11,2437.03252740914
2022-12,2361.829311943254
2023-01,2571.154888754078
2023-02,2516.899532897061
2023-03,2464.9245737490464
2023-04,2465.855939157778
2023-05,2411.330911921288
2023-06,2558.296052587718
2023-07,2690.2179845768487
