Date,WORLD ex EMU SMALL CAP
2009-08,1746.4707294630314
2009-09,1840.1747117593964
2009-10,1769.398661786441
2009-11,1812.858504854129
2009-12,1908.0366509447651
2010-01,1862.4412464927555
2010-02,1920.5414789691042
2010-03,2070.0683071117055
2010-04,2161.539209059881
2010-05,1967.1818738128143
2010-06,1870.7088252997708
2010-07,2007.5405847178715
2010-08,1917.3080118386376
2010-09,2132.324965482008
2010-10,2208.7997295428027
2010-11,2245.828768847196
2010-12,2449.5627999437506
2011-01,2466.7898022054806
2011-02,2572.4486164359128
2011-03,2597.0649683440774
2011-04,2686.2022046996426
2011-05,2639.195610842381
2011-06,2582.505563725493
2011-07,2537.221558292264
2011-08,2333.4171103524795
2011-09,2079.9771042878724
2011-10,2331.1309769032227
2011-11,2288.279649756202
2011-12,2277.292544496377
2012-01,2444.55579162799
2012-02,2549.742558921115
2012-03,2579.1773852166025
2012-04,2566.359564729626
2012-05,2350.8024732864137
2012-06,2433.2183303930833
2012-07,2432.3157827125247
2012-08,2509.8113264046024
2012-09,2594.2999328534347
2012-10,2571.8769946085113
2012-11,2595.7629470124148
2012-12,2673.205606152053
2013-01,2821.453051255003
2013-02,2853.0925963560744
2013-03,2971.058515521596
2013-04,2999.2826810818974
2013-05,3026.4778382276636
2013-06,2968.7014184018276
2013-07,3154.3144538457736
2013-08,3088.7860851424343
2013-09,3297.0767517298673
2013-10,3387.3077063345218
2013-11,3450.6251312778063
2013-12,3534.144425888525
2014-01,3464.2433813840908
2014-02,3636.6074182483435
2014-03,3618.7743005567745
2014-04,3554.113802577614
2014-05,3597.9564018252195
2014-06,3759.6660358075796
2014-07,3616.6138399718657
2014-08,3743.105617737209
2014-09,3533.603131939393
2014-10,3613.6331307837227
2014-11,3620.5388056950324
2014-12,3652.911340821381
2015-01,3579.063718865932
2015-02,3796.2401601992538
2015-03,3808.9211483457693
2015-04,3833.4432006746483
2015-05,3897.0001004320397
2015-06,3867.231490535037
2015-07,3833.533341144501
2015-08,3626.403149736554
2015-09,3473.927255226862
2015-10,3672.26579593317
2015-11,3725.041491711986
2015-12,3617.991581992061
2016-01,3337.997874952993
2016-02,3368.146873403443
2016-03,3651.5382391354215
2016-04,3741.3537965352084
2016-05,3791.204680131253
2016-06,3744.241308352931
2016-07,3946.682255160349
2016-08,3951.584965271951
2016-09,4010.309760587696
2016-10,3861.2936865700162
2016-11,4060.455938919195
2016-12,4146.153247329053
2017-01,4236.930432126736
2017-02,4332.921245719832
2017-03,4346.674994955032
2017-04,4417.514992
2017-05,4420.185305
2017-06,4503.213375
2017-07,4592.278515
2017-08,4584.126866
2017-09,4765.458489
2017-10,4843.177119
2017-11,4956.727121
2017-12,5028.914757
2018-01,5186.276664
2018-02,4985.284209
2018-03,4998.536886
2018-04,5041.972260160612
2018-05,5218.442822682716
2018-06,5210.029412380908
2018-07,5269.708188219651
2018-08,5406.602763512256
2018-09,5335.41337620919
2018-10,4809.092573140361
2018-11,4855.91720305388
2018-12,4392.91822968836
2019-01,4852.840218806324
2019-02,5042.987032296072
2019-03,5010.693529194491
2019-04,5160.753580593226
2019-05,4827.083524399206
2019-06,5104.830126657955
2019-07,5146.796846026453
2019-08,4969.676025085818
2019-09,5078.119157401999
2019-10,5209.592659841224
2019-11,5383.849795871881
2019-12,5569.711896055284
2020-01,5416.908020657692
2020-02,4912.571440925875
2020-03,3895.761058089246
2020-04,4434.191449943115
2020-05,4748.646120977925
2020-06,4866.991815778691
2020-07,5050.44352189841
2020-08,5339.997997146344
2020-09,5226.326831031302
2020-10,5258.671922414789
2020-11,6043.666187292108
2020-12,6491.984018040346
2021-01,6634.366920245253
2021-02,6974.33753104918
2021-03,7126.159729963372
2021-04,7393.72941787397
2021-05,7437.011116848572
2021-06,7479.774445037701
2021-07,7411.111116493322
2021-08,7589.689420857705
2021-09,7369.334679516515
2021-10,7641.835089588316
2021-11,7282.742876146739
2021-12,7547.193973749938
2022-01,6963.0382913657595
2022-02,6998.691615987005
2022-03,7076.173338187973
2022-04,6515.184442683395
2022-05,6493.849713039584
2022-06,5873.68239999719
2022-07,6439.914525153736
2022-08,6246.662928597409
2022-09,5615.751886055296
2022-10,6064.698982745
2022-11,6422.6032272007715
2022-12,6179.147144796171
2023-01,6742.389853966462
2023-02,6593.268134627464
2023-03,6423.381262659831
2023-04,6406.171429827687
2023-05,6249.680315510342
2023-06,6651.252617172035
2023-07,6983.632022860815
