Date,EM LATIN AMERICA ex BRAZIL SMALL CAP
2005-11,1897.838701281206
2005-12,1924.2387875479658
2006-01,2078.131854407946
2006-02,2093.6121756418947
2006-03,2077.1221605453156
2006-04,2153.6636654192707
2006-05,2024.1255717724198
2006-06,1979.8322889926094
2006-07,2105.5301236188907
2006-08,2169.184386498464
2006-09,2249.5608152508835
2006-10,2428.526579652033
2006-11,2548.540191402357
2006-12,2790.0253826311564
2007-01,2884.708579944364
2007-02,2879.2781315077013
2007-03,3137.0367583157013
2007-04,3302.9566908654274
2007-05,3521.913603089223
2007-06,3638.9778687247167
2007-07,3689.6215766215864
2007-08,3515.1073600728473
2007-09,3590.0910891221547
2007-10,3794.7960117893545
2007-11,3453.854799815511
2007-12,3444.8866429638206
2008-01,3169.7607412445236
2008-02,3326.0414643969784
2008-03,3315.372320670903
2008-04,3353.1928280939997
2008-05,3319.905869660779
2008-06,2993.1485455926086
2008-07,2892.3797336596267
2008-08,2712.541398823794
2008-09,2294.917101062385
2008-10,1558.2671561921013
2008-11,1511.6972890629768
2008-12,1635.0151959821662
2009-01,1550.710211796713
2009-02,1470.1171970248342
2009-03,1536.6393931143148
2009-04,1763.551077878662
2009-05,2202.4988756332987
2009-06,2277.188497305321
2009-07,2397.1973490553196
2009-08,2526.462177098756
2009-09,2716.025751724791
2009-10,2774.3908810367216
2009-11,2963.2769350196445
2009-12,3056.3391924550865
2010-01,3036.8721076162096
2010-02,3173.0841963551834
2010-03,3321.206421241625
2010-04,3404.5577873688785
2010-05,3144.683753920017
2010-06,3144.207785791284
2010-07,3398.4167244162477
2010-08,3375.574044147581
2010-09,3702.0256450170546
2010-10,3932.644599672199
2010-11,4030.04368863144
2010-12,4284.8228066065685
2011-01,4123.152012165931
2011-02,3895.7199066306775
2011-03,3962.6978962026756
2011-04,4148.166460890445
2011-05,4017.8162017227423
2011-06,3708.6393607658156
2011-07,3574.23113600437
2011-08,3216.8110539644117
2011-09,2514.1214222432795
2011-10,2893.9366239959268
2011-11,2783.006642453428
2011-12,2718.8871441878346
2012-01,3069.295751296851
2012-02,3189.750847323773
2012-03,3317.080052430069
2012-04,3308.2318461564737
2012-05,2898.699814613282
2012-06,3113.8469291277192
2012-07,3144.550749484631
2012-08,3111.2743889750805
2012-09,3331.791265738281
2012-10,3457.874730875884
2012-11,3394.807867259609
2012-12,3570.0673455305996
2013-01,3887.92795314689
2013-02,3828.1940179876256
2013-03,3884.9923787346647
2013-04,3615.697891192896
2013-05,3307.95385163036
2013-06,3011.331389000184
2013-07,2896.3626797804777
2013-08,2812.838420238003
2013-09,2883.969251625239
2013-10,2851.463149282829
2013-11,2696.4884782777026
2013-12,2756.7974745402007
2014-01,2580.4659615406
2014-02,2560.061605781623
2014-03,2732.7779765749124
2014-04,2724.217810642572
2014-05,2812.357199399181
2014-06,2834.8372464618997
2014-07,2783.0304806560275
2014-08,2832.363441079158
2014-09,2741.6726977585445
2014-10,2775.4662522573185
2014-11,2666.5992632825605
2014-12,2510.7544861260103
2015-01,2426.0457486026967
2015-02,2588.2930847161447
2015-03,2462.4191459167373
2015-04,2538.5997533274844
2015-05,2474.5187048127395
2015-06,2379.4193384285504
2015-07,2375.33180410452
2015-08,2177.197955661826
2015-09,2180.0821173497498
2015-10,2268.460598824636
2015-11,2224.183320040812
2015-12,2180.8882219105267
2016-01,2068.818156137467
2016-02,2145.7669151043096
2016-03,2400.735342943188
2016-04,2488.0798183004827
2016-05,2336.5976529597538
2016-06,2344.632190525337
2016-07,2394.786942148042
2016-08,2423.338451426835
2016-09,2351.0413580537374
2016-10,2509.7991635328053
2016-11,2209.729549677381
2016-12,2199.9411018209844
2017-01,2229.5363980413185
2017-02,2290.0001658174474
2017-03,2468.228200792136
2017-04,2469.021125
2017-05,2480.38201
2017-06,2579.485283
2017-07,2689.659615
2017-08,2758.79156
2017-09,2729.767
2017-10,2627.175675
2017-11,2547.775062
2017-12,2628.992254
2018-01,2787.111269
2018-02,2713.011961
2018-03,2695.422242
2018-04,2719.6246780908345
2018-05,2456.1097881558844
2018-06,2454.9321952893147
2018-07,2620.382976024917
2018-08,2527.369269115608
2018-09,2607.6740543215947
2018-10,2174.2880156970505
2018-11,2176.9987225879354
2018-12,2154.4674333333164
2019-01,2397.0655152442555
2019-02,2412.6063712016394
2019-03,2377.116102819063
2019-04,2465.113429382727
2019-05,2306.5547182030996
2019-06,2451.5748772067614
2019-07,2395.3920474874426
2019-08,2136.8540113606014
2019-09,2228.220186708668
2019-10,2265.771599771891
2019-11,2172.064663667317
2019-12,2357.350897933519
2020-01,2280.4397904023217
2020-02,2040.5047510541958
2020-03,1359.5635384465024
2020-04,1463.9506076028085
2020-05,1565.595518217796
2020-06,1637.4000431031511
2020-07,1741.687217143087
2020-08,1758.8841993671242
2020-09,1661.1749857068485
2020-10,1647.5767873711857
2020-11,1992.86326158798
2020-12,2165.5495340305106
2021-01,2045.4765780639568
2021-02,2108.425675688595
2021-03,2171.0555673975555
2021-04,2174.6865407219216
2021-05,2254.804682037697
2021-06,2271.5088788468674
2021-07,2231.3519343526737
2021-08,2269.9457775626215
2021-09,2143.8452644235126
2021-10,2121.9285378102722
2021-11,1977.3312392869727
2021-12,2184.3627115575127
2022-01,2275.1369122156475
2022-02,2240.5640336235324
2022-03,2435.6708115925067
2022-04,2242.3045184606885
2022-05,2366.79241998918
2022-06,2054.5809561084793
2022-07,2144.3289858642297
2022-08,2111.4716874301907
2022-09,2034.6612326102952
2022-10,2237.3796275547097
2022-11,2434.6497051698875
2022-12,2487.2233085915154
2023-01,2814.281207558055
2023-02,2785.5559738244324
2023-03,2937.748075224242
2023-04,2936.7155292391644
2023-05,2981.341999920266
2023-06,3127.110053798573
2023-07,3336.1691384692185
