Date,EUROPE ex UK SMALL CAP
2016-03,439.9480391340293
2016-04,446.1087075369522
2016-05,448.9711508826672
2016-06,420.1005916304247
2016-07,447.4381039855229
2016-08,451.29632976456026
2016-09,462.1964708264574
2016-10,445.04961076512836
2016-11,427.03519341191327
2016-12,449.6705988816349
2017-01,467.2551627101505
2017-02,472.62036918117707
2017-03,492.53483795320545
2017-04,523.539248
2017-05,552.925799
2017-06,550.615597
2017-07,575.710861
2017-08,580.695073
2017-09,600.641225
2017-10,600.879042
2017-11,603.969189
2017-12,619.517812
2018-01,661.903009
2018-02,632.767053
2018-03,621.517614
2018-04,633.0432177468056
2018-05,618.5396379311992
2018-06,611.3482275330372
2018-07,626.859072265597
2018-08,621.2494428248931
2018-09,608.7546413736762
2018-10,547.130664838923
2018-11,529.1860943529421
2018-12,499.67769006982786
2019-01,542.4146503050642
2019-02,552.9445587885881
2019-03,554.5984280759067
2019-04,578.8363538733489
2019-05,544.6391746664893
2019-06,581.3178113320964
2019-07,569.4420031277352
2019-08,553.3360992719939
2019-09,561.3395843429764
2019-10,585.1510112551356
2019-11,603.1806436571595
2019-12,634.4647262901709
2020-01,618.4857119736869
2020-02,571.0385522478878
2020-03,460.0240911386094
2020-04,509.715952299735
2020-05,554.8553138511794
2020-06,574.3796114150942
2020-07,616.654599342244
2020-08,657.1697267711935
2020-09,649.19006
2020-10,606.3624266396924
2020-11,720.2826853602731
2020-12,776.6956770385657
2021-01,776.037977740034
2021-02,797.8669211351352
2021-03,812.6109515608312
2021-04,864.2456203364457
2021-05,899.5107969175052
2021-06,873.3656935727774
2021-07,908.2487949921543
2021-08,930.0976789399543
2021-09,874.950568270281
2021-10,912.9481746600651
2021-11,862.407851719022
2021-12,903.652762317405
2022-01,832.0355229980956
2022-02,801.4851867428079
2022-03,809.479381743204
2022-04,752.4841883154215
2022-05,756.2301309197497
2022-06,645.8661942009581
2022-07,687.9365146325619
2022-08,638.2778955374049
2022-09,557.0256377984967
2022-10,602.4119474643517
2022-11,666.1990692641184
2022-12,678.420987263762
2023-01,743.5195074238044
2023-02,749.4180680828084
2023-03,741.333387556823
2023-04,760.0246498858631
2023-05,714.5768493134897
2023-06,743.6226751391681
2023-07,771.9780950637825
