Date,EUROPE ex SWITZERLAND SMALL CAP
2019-12,5910.6951064363475
2020-01,5721.695204960735
2020-02,5208.594264838852
2020-03,4044.516300059447
2020-04,4509.795846169877
2020-05,4816.578707969384
2020-06,4928.7715005129185
2020-07,5258.647177094378
2020-08,5614.691726611866
2020-09,5464.723298
2020-10,5186.796000989097
2020-11,6167.153262610456
2020-12,6704.47156787633
2021-01,6667.150643987557
2021-02,6952.838642823274
2021-03,7091.32022161867
2021-04,7562.5238945848305
2021-05,7840.518813682277
2021-06,7540.061041740172
2021-07,7800.119941373673
2021-08,8042.730706626947
2021-09,7541.206937932179
2021-10,7789.705246075977
2021-11,7323.090910431513
2021-12,7721.911256655898
2022-01,7096.588515743958
2022-02,6830.67359174317
2022-03,6822.148978216301
2022-04,6363.258017261431
2022-05,6385.269129592063
2022-06,5469.0829062650055
2022-07,5850.278217726492
2022-08,5352.936322148837
2022-09,4626.032211580619
2022-10,5015.594107080157
2022-11,5556.6457759185905
2022-12,5605.947680751435
2023-01,6134.650784493564
2023-02,6166.238947257517
2023-03,6037.732431396733
2023-04,6243.926156440831
2023-05,5880.395904491551
2023-06,6067.048974452737
2023-07,6342.393449628977
