Date,SWITZERLAND SMALL CAP
2007-04,297.2570347213196
2007-05,298.3850271596648
2007-06,298.86108903009864
2007-07,298.31380735935994
2007-08,284.74708134230644
2007-09,289.1569345892264
2007-10,306.6231113448752
2007-11,293.61987062720317
2007-12,292.96823264599897
2008-01,264.0242388375162
2008-02,283.60764123857706
2008-03,288.3819682097725
2008-04,290.8578147534773
2008-05,294.0341885650681
2008-06,277.08509709575935
2008-07,258.7523971274848
2008-08,252.52643475284847
2008-09,227.64891090978324
2008-10,171.67250979541421
2008-11,155.9096277397478
2008-12,175.69590060608465
2009-01,154.09598686417942
2009-02,134.4878644447321
2009-03,143.20650913166867
2009-04,168.50841758170105
2009-05,192.75039384942806
2009-06,188.57598542809666
2009-07,203.811934528218
2009-08,224.62951280146194
2009-09,242.3581510048545
2009-10,233.38126085166573
2009-11,235.71065091025463
2009-12,236.26805434993784
2010-01,239.5253395770682
2010-02,236.57261671906406
2010-03,265.9415772388827
2010-04,263.29491154723405
2010-05,230.28079178234287
2010-06,243.30658404761297
2010-07,260.2615934732801
2010-08,262.55972329189666
2010-09,288.6674642802098
2010-10,301.330453567289
2010-11,298.4219500764015
2010-12,341.65370519365666
2011-01,336.9209590502068
2011-02,341.1740535240529
2011-03,351.3097641359692
2011-04,379.46289502375754
2011-05,381.3677656336592
2011-06,360.3127283031767
2011-07,352.7331463107458
2011-08,315.94837588179536
2011-09,264.0005420865287
2011-10,292.30925329302937
2011-11,266.00932744082286
2011-12,258.4480469846607
2012-01,279.6763107860898
2012-02,298.23001444398307
2012-03,300.13638908899753
2012-04,305.04740936629287
2012-05,268.9037517915116
2012-06,275.1984488018418
2012-07,269.52071873821905
2012-08,275.69666738828727
2012-09,286.23986987154325
2012-10,288.3090244412632
2012-11,290.4172321885338
2012-12,301.88626584177155
2013-01,318.62833488110255
2013-02,321.2576278355133
2013-03,315.63022028664943
2013-04,327.455168716929
2013-05,327.6808528391902
2013-06,318.6490657208174
2013-07,343.7868000003047
2013-08,351.4635734097597
2013-09,373.4139313654097
2013-10,392.87392765056944
2013-11,401.7244468840001
2013-12,418.04942896677744
2014-01,417.30519446582866
2014-02,445.0888948820447
2014-03,442.65940363639345
2014-04,445.45405743748114
2014-05,445.4523671863594
2014-06,447.0774664290931
2014-07,429.790441919319
2014-08,433.22836378397704
2014-09,403.9014714480189
2014-10,401.5012342039637
2014-11,415.7646642833514
2014-12,406.43489734361754
2015-01,405.65130713760567
2015-02,438.5873403756408
2015-03,445.60588976825386
2015-04,473.9862015585528
2015-05,474.81080879833684
2015-06,457.6914607368918
2015-07,467.27142688133034
2015-08,446.1053524868578
2015-09,425.5667377375715
2015-10,447.26105731136056
2015-11,443.9860959228765
2015-12,458.7418141200161
2016-01,426.78677516881334
2016-02,439.4149490436962
2016-03,479.9938320305012
2016-04,480.1635016329927
2016-05,481.0101904488059
2016-06,474.2360484953895
2016-07,504.3525781798429
2016-08,502.88744494922327
2016-09,515.1581036578355
2016-10,495.3719560652955
2016-11,487.36553955580536
2016-12,504.220720721864
2017-01,534.3345454469284
2017-02,550.5844806813762
2017-03,570.9686968303836
2017-04,613.665266
2017-05,644.914999
2017-06,647.626805
2017-07,663.301471
2017-08,655.211264
2017-09,669.287634
2017-10,679.047388
2017-11,696.620746
2017-12,718.045605
2018-01,767.99968
2018-02,740.662808
2018-03,703.01287
2018-04,694.110593095445
2018-05,701.925288974807
2018-06,686.0477704917452
2018-07,687.4911293226854
2018-08,705.8639568503397
2018-09,667.7618317183121
2018-10,600.1681531871515
2018-11,567.4593513826444
2018-12,530.4959495433276
2019-01,576.2966014990326
2019-02,580.6005545663068
2019-03,582.2869335330224
2019-04,614.9004922010859
2019-05,590.8586056455678
2019-06,634.2998424341562
2019-07,619.9281065873139
2019-08,612.363994476072
2019-09,625.4810728826494
2019-10,642.3606130523242
2019-11,662.4112938436754
2019-12,700.8207486148409
2020-01,696.8044095304225
2020-02,643.0147825417771
2020-03,567.5596795911442
2020-04,619.9647346111403
2020-05,666.9396833639772
2020-06,684.104901021117
2020-07,715.0035642059495
2020-08,774.4768331700255
2020-09,764.5992560944655
2020-10,731.6346512065819
2020-11,824.539670748592
2020-12,870.1441187296564
2021-01,889.2829576705974
2021-02,881.1938877757111
2021-03,886.2135125759121
2021-04,914.5996885970068
2021-05,958.5452882097917
2021-06,957.083033338009
2021-07,1015.5613253452108
2021-08,1036.9232956180394
2021-09,979.1479291424899
2021-10,1022.8861389513283
2021-11,978.9029539305957
2021-12,1033.958412894772
2022-01,952.6885290475617
2022-02,918.1098879910562
2022-03,911.4273421084388
2022-04,836.1873919815084
2022-05,807.1634324438676
2022-06,735.9792776875969
2022-07,801.5049482372393
2022-08,759.467696070362
2022-09,685.7470919825349
2022-10,712.8761084539058
2022-11,789.6509367001121
2022-12,811.3451145658095
2023-01,881.0487547019012
2023-02,870.0633229201762
2023-03,888.5261840426771
2023-04,915.6991261405137
2023-05,872.6889888712218
2023-06,905.7743959068983
2023-07,940.5409026280101
