Date,HONG KONG SMALL CAP
2010-01,235.31041171955482
2010-02,242.78987529434352
2010-03,265.79540668808943
2010-04,273.4113192042805
2010-05,246.63580299018182
2010-06,252.67456860310213
2010-07,268.8560933487718
2010-08,269.8746500024619
2010-09,305.2107850313144
2010-10,315.9003711888386
2010-11,326.0716425418349
2010-12,337.0301145801818
2011-01,338.2122787617906
2011-02,320.5394754895965
2011-03,329.4335451691233
2011-04,344.74151430676505
2011-05,343.5437087594828
2011-06,328.55804977949896
2011-07,326.5535479872173
2011-08,297.68288254163383
2011-09,235.31532946587583
2011-10,268.7931182378474
2011-11,252.86712180667757
2011-12,248.78852473851677
2012-01,264.6234114633532
2012-02,296.05699916817684
2012-03,284.7457533000586
2012-04,287.43664340931133
2012-05,261.2041378386508
2012-06,254.57578930538452
2012-07,259.08518684576273
2012-08,266.2268644603708
2012-09,282.9349398226195
2012-10,287.8729664455058
2012-11,302.3513750414388
2012-12,306.3842284968942
2013-01,327.22667914668693
2013-02,331.6748924702682
2013-03,335.30510457923924
2013-04,337.7039452751494
2013-05,352.3132466516178
2013-06,327.0138566310071
2013-07,331.649971276031
2013-08,343.93313315956425
2013-09,360.6902199500925
2013-10,371.61798178650054
2013-11,381.73028600941365
2013-12,388.84038686073376
2014-01,368.85572527483055
2014-02,377.61739544503666
2014-03,365.94319940523957
2014-04,364.65566958155034
2014-05,364.1534267671782
2014-06,366.2206311903001
2014-07,373.7533985924189
2014-08,372.41909591674613
2014-09,348.4598171998114
2014-10,354.05949512381153
2014-11,356.9952604775165
2014-12,341.4586807280034
2015-01,343.04352719202785
2015-02,345.61827579661195
2015-03,345.83516941689186
2015-04,389.30993551417475
2015-05,401.5236931586409
2015-06,368.5238240229902
2015-07,328.2171135863777
2015-08,290.34501762423344
2015-09,286.40483791810595
2015-10,306.5542815925694
2015-11,298.89612099541324
2015-12,296.0421933475206
2016-01,251.48886532567536
2016-02,254.82433339205292
2016-03,272.6453361086596
2016-04,275.2437865883557
2016-05,270.6164830002072
2016-06,261.9119234759855
2016-07,267.6319678127686
2016-08,275.04106589109375
2016-09,282.66704671656703
2016-10,280.96647116385606
2016-11,285.5731593270614
2016-12,272.57329165564886
2017-01,278.6645511764068
2017-02,287.2511970038544
2017-03,284.65849460270215
2017-04,288.486497
2017-05,297.621817
2017-06,293.903436
2017-07,294.703506
2017-08,296.061205
2017-09,303.786552
2017-10,311.977746
2017-11,317.346944
2017-12,315.3328
2018-01,333.030156
2018-02,322.385347
2018-03,305.351039
2018-04,308.40270959812693
2018-05,302.2238071807251
2018-06,278.2793770554061
2018-07,275.8132263526402
2018-08,261.05374308169155
2018-09,257.60238035928427
2018-10,230.50123305325303
2018-11,238.922524803564
2018-12,230.8053097386667
2019-01,244.2182291800559
2019-02,255.53137148269315
2019-03,256.11395757060825
2019-04,256.76259370103776
2019-05,233.18972958172498
2019-06,240.02338066013047
2019-07,234.62457091641224
2019-08,214.2690186789013
2019-09,221.71446869331973
2019-10,228.1777185486221
2019-11,226.73077509451068
2019-12,236.19077199811454
2020-01,220.09416565722836
2020-02,217.50557194083996
2020-03,187.4330866448749
2020-04,199.8413784815755
2020-05,193.29379913597782
2020-06,214.9129402841497
2020-07,218.67036264276703
2020-08,234.14881838015606
2020-09,235.2319671767988
2020-10,236.6752346068855
2020-11,263.4309969793505
2020-12,264.9802986931887
2021-01,280.1223488024413
2021-02,313.4326695731804
2021-03,317.78710026150134
2021-04,325.35184760745284
2021-05,324.6539069488072
2021-06,329.0691335119639
2021-07,305.7297818908774
2021-08,308.29142454668494
2021-09,285.0771559996919
2021-10,290.6266027785608
2021-11,277.07785088489806
2021-12,272.201633513119
2022-01,267.7659512491329
2022-02,265.3197227178548
2022-03,252.79379326522812
2022-04,242.32654538586632
2022-05,244.55613965882466
2022-06,240.97032750341486
2022-07,231.01243973515832
2022-08,229.10221108190382
2022-09,200.49158266678273
2022-10,176.55483643547976
2022-11,217.6058862230459
2022-12,243.3059674548339
2023-01,264.48925632813774
2023-02,252.80700748471023
2023-03,251.46721028196393
2023-04,251.44154105744582
2023-05,228.6201041890348
2023-06,234.57284010420315
2023-07,245.72928801763823
