Date,QATAR SMALL CAP
2015-12,2354.3731433882917
2016-01,1970.9222684918816
2016-02,2324.5062234983757
2016-03,2576.6136480709274
2016-04,2465.6176555444613
2016-05,2361.8086551954275
2016-06,2366.695164549517
2016-07,2475.2218495022717
2016-08,2477.8373417475846
2016-09,2403.20219717643
2016-10,2314.8326446665164
2016-11,2183.9327254658942
2016-12,2346.971897453159
2017-01,2383.0780028045797
2017-02,2433.0731506881875
2017-03,2397.337869752409
2017-04,2340.312606
2017-05,2230.562157
2017-06,2055.428903
2017-07,2152.311162
2017-08,1937.226746
2017-09,1920.233263
2017-10,1724.677986
2017-11,1604.140416
2017-12,1805.898538
2018-01,1888.495099
2018-02,1932.878843
2018-03,1898.011402
2018-04,1915.8012273467837
2018-05,1809.410346674692
2018-06,1861.2470728946057
2018-07,1915.9657026274815
2018-08,1921.6879861163875
2018-09,1901.3551439050957
2018-10,1917.3292817595527
2018-11,1929.2744844525205
2018-12,1903.1269623247833
2019-01,2026.6974631567148
2019-02,1951.071689846533
2019-03,2051.9254449968666
2019-04,2066.7973663313132
2019-05,2053.179027366821
2019-06,2162.0626181023576
2019-07,2137.062213657621
2019-08,2026.4739312817005
2019-09,2124.063273694804
2019-10,2105.318444753642
2019-11,2096.923533258256
2019-12,2071.534117777152
2020-01,2082.241208205841
2020-02,1822.6266042141938
2020-03,1625.4251623461207
2020-04,1906.3760500098813
2020-05,1895.2245910653323
2020-06,1940.9721358130553
2020-07,2116.7983858358107
2020-08,2240.709710655237
2020-09,2354.3836688614783
2020-10,2251.1481341496897
2020-11,2346.740974553772
2020-12,2382.8366697651945
2021-01,2408.661532655164
2021-02,2367.712186553261
2021-03,2565.151707080958
2021-04,2717.7750019843647
2021-05,2740.9553177300204
2021-06,2661.778000044835
2021-07,2654.311648019477
2021-08,2716.797331715417
2021-09,2754.175398617408
2021-10,2813.136957092908
2021-11,2783.4655469031754
2021-12,2838.5638713399812
2022-01,2934.0579896722124
2022-02,2969.7644403874706
2022-03,3018.9283136928507
2022-04,2988.841118262728
2022-05,2925.477490838362
2022-06,2792.679342956214
2022-07,2915.8996036315216
2022-08,3016.9830441844665
2022-09,2773.907893071999
2022-10,2764.8625929073437
2022-11,2660.4984106320458
2022-12,2544.7413260554076
2023-01,2577.324626422404
2023-02,2449.7974885527456
2023-03,2420.1984281192026
2023-04,2479.6074585332553
2023-05,2620.0796628972457
2023-06,2524.999962061235
2023-07,2652.9515443270902
