Date,JAPAN SMALL CAP
2010-10,140.4084207452353
2010-11,143.14871674579368
2010-12,157.6018098229595
2011-01,159.4818825437856
2011-02,165.90725820882685
2011-03,155.77538475290402
2011-04,155.9207192955738
2011-05,153.61346628429044
2011-06,159.34338404893555
2011-07,165.96722680209143
2011-08,159.19152750107307
2011-09,159.40956045732491
2011-10,153.53572637880154
2011-11,149.3832620924571
2011-12,151.72340640539338
2012-01,157.9568310498069
2012-02,159.6840046428935
2012-03,164.05502991115688
2012-04,161.6829206474297
2012-05,148.26908198633495
2012-06,154.6036924611398
2012-07,152.1896469655265
2012-08,151.33201245709202
2012-09,155.59644451834913
2012-10,152.23563990803328
2012-11,153.2876443940004
2012-12,158.07412187967444
2013-01,163.9948828719239
2013-02,169.56892095310207
2013-03,183.36938287358163
2013-04,195.435409911703
2013-05,179.95782851887643
2013-06,179.47576108769766
2013-07,182.40196344849653
2013-08,179.94535578203016
2013-09,200.51107327274394
2013-10,199.6920618652472
2013-11,198.38261882229915
2013-12,200.00535138019234
2014-01,199.4391218655365
2014-02,195.04153243218715
2014-03,195.77990327730308
2014-04,192.15910429518718
2014-05,198.47999845202833
2014-06,212.5531961272485
2014-07,213.70926555879308
2014-08,212.20784091569632
2014-09,205.26770317689076
2014-10,199.79030968270163
2014-11,197.54066949994157
2014-12,199.64869600633043
2015-01,206.3582517473245
2015-02,213.83391869724454
2015-03,218.18792613976495
2015-04,222.28270066270468
2015-05,224.93986100481865
2015-06,228.24537761316316
2015-07,227.37801701851816
2015-08,219.61992645468004
2015-09,211.90359574854097
2015-10,226.0579338437145
2015-11,228.95482272726574
2015-12,230.88841928316526
2016-01,216.20585822997342
2016-02,214.00352890921616
2016-03,227.63771735801907
2016-04,237.55939976486175
2016-05,237.6412253685369
2016-06,236.26131342358784
2016-07,248.94851387630436
2016-08,240.16610827941375
2016-09,253.34487985352445
2016-10,256.73482738790955
2016-11,244.66918063193916
2016-12,249.14295111697817
2017-01,258.59036965045556
2017-02,266.61417565653
2017-03,266.4462000130791
2017-04,271.021058
2017-05,281.023187
2017-06,283.699121
2017-07,291.29005
2017-08,296.739985
2017-09,301.68015
2017-10,312.026575
2017-11,323.019744
2017-12,328.069021
2018-01,342.004529
2018-02,337.909596
2018-03,335.384798
2018-04,335.8581336807787
2018-05,335.1351581435566
2018-06,324.9143192720047
2018-07,322.12513912877057
2018-08,320.10355564102275
2018-09,324.81803086810385
2018-10,294.11759860713755
2018-11,302.1236128732567
2018-12,276.4383746946874
2019-01,291.5961780955633
2019-02,294.934523507112
2019-03,296.5680444476309
2019-04,299.18089963072305
2019-05,287.02915831048045
2019-06,294.0979248637783
2019-07,297.9121653162324
2019-08,295.06326934744203
2019-09,306.0711945888119
2019-10,322.65773490964153
2019-11,325.38100333467287
2019-12,331.1160739810348
2020-01,320.0022874400412
2020-02,282.0483989653001
2020-03,264.6324033416189
2020-04,280.7468883568603
2020-05,302.2560159704348
2020-06,298.5827024690695
2020-07,290.57024456015574
2020-08,313.7360712443503
2020-09,327.36175355528553
2020-10,319.1435018835957
2020-11,339.14466151225434
2020-12,353.7557496286567
2021-01,351.1268526294473
2021-02,352.79049439504996
2021-03,366.3265015359592
2021-04,362.0281105964491
2021-05,359.5037740634538
2021-06,363.10300408050364
2021-07,361.4594481108571
2021-08,371.61700148941225
2021-09,375.9702096919982
2021-10,362.41684924950147
2021-11,340.70283725311896
2021-12,346.8823934984738
2022-01,328.45410544917524
2022-02,333.6529385333664
2022-03,322.61861037364184
2022-04,298.2844634212549
2022-05,300.7705111416401
2022-06,286.12420248916675
2022-07,300.70425893734597
2022-08,294.90906165231706
2022-09,273.48518318719107
2022-10,273.29670665763365
2022-11,298.0690561035658
2022-12,306.3676845593012
2023-01,318.5075384823457
2023-02,308.9727523956271
2023-03,319.37855843544014
2023-04,321.6596378935618
2023-05,316.1758150561953
2023-06,323.3933863610045
2023-07,336.58042209282195
