Date,BAHRAIN DOMESTIC SMALL CAP
2012-07,450.99147504033704
2012-08,441.34721069293124
2012-09,454.7372358275753
2012-10,478.3127198368824
2012-11,460.67929474573407
2012-12,505.8295822527804
2013-01,519.4713890224667
2013-02,528.7691293337353
2013-03,611.8467347422974
2013-04,653.3287483626478
2013-05,732.9320800219577
2013-06,690.9697180729331
2013-07,718.4026076065002
2013-08,702.7461344733252
2013-09,738.4242639716585
2013-10,777.2999182789748
2013-11,758.8366231025425
2013-12,907.9110195245696
2014-01,991.5419179551486
2014-02,1155.6906933536898
2014-03,1241.466058336925
2014-04,1320.9093246421512
2014-05,1303.051708138488
2014-06,1279.2153280711657
2014-07,1338.988886954701
2014-08,1379.1465874308594
2014-09,1474.4439837114046
2014-10,1453.132941313552
2014-11,1421.4030386089403
2014-12,1385.7684211416615
2015-01,1427.0561450023351
2015-02,1488.6357369915945
2015-03,1429.8843423008204
2015-04,1487.6412724835413
2015-05,1461.0384504464696
2015-06,1439.9466836451172
2015-07,1380.2389567064727
2015-08,1372.0555975047464
2015-09,1431.8055310894576
2015-10,1462.6980796550552
2015-11,1440.3514238073146
2015-12,1459.0722721454717
2016-01,1372.3792381136775
2016-02,1484.948562333906
2016-03,1495.8635938714103
2016-04,1539.7194195734219
2016-05,1530.5955404220679
2016-06,1540.267123282417
2016-07,1543.8050919088091
2016-08,1489.6144508559003
2016-09,1505.9558008782083
2016-10,1502.5503394687935
2016-11,1540.264744957982
2016-12,1757.6076653048801
2017-01,1963.325433813344
2017-02,1919.6370126691422
2017-03,1794.044440612626
2017-04,1798.609752
2017-05,1712.068707
2017-06,1708.56855
2017-07,1765.251184
2017-08,1686.532033
2017-09,1665.346607
2017-10,1636.735549
2017-11,1581.021446
2017-12,1770.901412
2018-01,1959.59924
2018-02,1885.315343
2018-03,1818.631341
2018-04,1744.0554854589
2018-05,1766.4852661156062
2018-06,1761.6607878580091
2018-07,1708.4401585924911
2018-08,1668.1370637429557
2018-09,1681.209164882811
2018-10,1668.9943392340658
2018-11,1624.1969973508221
2018-12,1662.4250470709458
2019-01,1643.7619901943838
2019-02,1667.6223545238643
2019-03,1615.0498824346387
2019-04,1645.3151263718976
2019-05,1651.6081380776398
2019-06,1663.548088614499
2019-07,1706.786952341239
2019-08,1693.1886332367533
2019-09,1687.8744547802362
2019-10,1714.6712912077771
2019-11,1694.6279650650988
2019-12,1706.5585144009058
2020-01,1699.470320155068
2020-02,1716.5242376233593
2020-03,1471.1492409021728
2020-04,1407.5814584644536
2020-05,1340.1553288061773
2020-06,1370.9540396135137
2020-07,1394.2853475711377
2020-08,1425.014164008791
2020-09,1453.4652051949267
2020-10,1382.027873642397
2020-11,1387.627729720267
2020-12,1432.707994873486
2021-01,1453.7936589146955
2021-02,1439.8081429644376
2021-03,1411.6297380632864
2021-04,1444.4103378879115
2021-05,1491.7729925130782
2021-06,1602.5043757818453
2021-07,1621.4586193928744
2021-08,1659.4870228365496
2021-09,1656.4802568956534
2021-10,1793.176862852195
2021-11,1967.5280234186314
2021-12,2194.2921274466867
2022-01,2223.9216628296713
2022-02,2197.6347631906965
2022-03,2240.579008426133
2022-04,2372.636686743386
2022-05,2194.407033438337
2022-06,1999.4514239830416
2022-07,2085.797903973971
2022-08,2190.624271298214
2022-09,1988.8329121663667
2022-10,1986.0672642415068
2022-11,2039.1504397420163
2022-12,1999.6385426424586
2023-01,2024.1297396699188
2023-02,2039.2470824039099
2023-03,2095.208693477072
2023-04,2351.7546669325166
2023-05,2604.620618550358
2023-06,2697.9301366262343
2023-07,3019.6377533455775
