Date,ITALY SMALL CAP
2009-01,110.17183062874152
2009-02,98.16953575315013
2009-03,105.03622267751409
2009-04,122.7476868059014
2009-05,141.53501879225018
2009-06,138.73217914233564
2009-07,147.76991267236974
2009-08,157.9892161157306
2009-09,168.62380875103997
2009-10,162.7256267647366
2009-11,163.72628323310158
2009-12,161.78198795609833
2010-01,154.63241783306614
2010-02,146.08610544293563
2010-03,156.38586187511584
2010-04,151.709546991343
2010-05,129.12163467228427
2010-06,124.13540377493663
2010-07,136.16704090855623
2010-08,127.62959457366944
2010-09,145.1996177250925
2010-10,155.7032978849932
2010-11,131.35272760822323
2010-12,145.67384712279426
2011-01,154.0248739019411
2011-02,156.02067982281048
2011-03,163.01556021077187
2011-04,175.6437593702224
2011-05,164.23839307670423
2011-06,157.9929151302502
2011-07,145.9673721778636
2011-08,133.82719039628253
2011-09,118.26265871736533
2011-10,123.768517517264
2011-11,107.4524218415335
2011-12,101.26748165745003
2012-01,109.69302517116866
2012-02,120.09983181306038
2012-03,115.57173730657799
2012-04,109.18680573401666
2012-05,91.93514347077526
2012-06,99.77600819011485
2012-07,93.4189979336508
2012-08,102.58447002783556
2012-09,108.2369163789749
2012-10,111.58017245269816
2012-11,111.71658886719672
2012-12,120.25019394187335
2013-01,137.46537786692772
2013-02,128.41588346879766
2013-03,126.41158450177493
2013-04,139.69298627023852
2013-05,144.01141999589316
2013-06,135.67035451701372
2013-07,149.76511639389864
2013-08,150.29371526784698
2013-09,160.74700455678865
2013-10,181.7796414111518
2013-11,184.53123329936105
2013-12,189.86535081238975
2014-01,186.8471826205329
2014-02,210.97460151647718
2014-03,222.0692533741907
2014-04,218.62070388767344
2014-05,210.67769835048367
2014-06,201.01026753592603
2014-07,188.41113450140006
2014-08,186.04866894107715
2014-09,173.01773411699457
2014-10,162.77374355967208
2014-11,167.42103454790333
2014-12,159.70212827570742
2015-01,167.7551265111336
2015-02,182.6115464828075
2015-03,189.93032075013224
2015-04,197.97106751647232
2015-05,198.7002211792371
2015-06,196.50211587636866
2015-07,207.925289488367
2015-08,197.78550465820533
2015-09,189.84939817801657
2015-10,198.83280531860353
2015-11,195.8593039551329
2015-12,198.9146860044286
2016-01,176.46306225996835
2016-02,169.45332363598135
2016-03,184.42908364101456
2016-04,191.38370403976512
2016-05,186.92620407404019
2016-06,161.90749277233203
2016-07,171.88004402581262
2016-08,168.48638323379924
2016-09,167.3474237414863
2016-10,168.69995253025832
2016-11,154.6643674458819
2016-12,172.17690503761233
2017-01,180.4683715715074
2017-02,179.79340833304292
2017-03,199.87616623857488
2017-04,212.332822
2017-05,223.675094
2017-06,223.248291
2017-07,242.5235
2017-08,242.897478
2017-09,253.450406
2017-10,249.904388
2017-11,250.925417
2017-12,249.901749
2018-01,273.953021
2018-02,255.497239
2018-03,256.225527
2018-04,266.39222260038883
2018-05,238.03947850364995
2018-06,244.61869434095618
2018-07,254.7350992859392
2018-08,237.89007779352875
2018-09,243.79133727049376
2018-10,208.69809468774142
2018-11,208.6515866533934
2018-12,202.05488812631341
2019-01,215.74221682415796
2019-02,228.25385179605598
2019-03,228.85178953712102
2019-04,235.43713234250254
2019-05,217.81697504123136
2019-06,233.87464736765045
2019-07,228.9156777904834
2019-08,224.09498580446464
2019-09,230.69583992597006
2019-10,239.87682076373952
2019-11,254.8181645355758
2019-12,253.81235394640052
2020-01,244.66705115701504
2020-02,231.16271194247483
2020-03,178.83758859124922
2020-04,193.09551093081498
2020-05,206.44471749357854
2020-06,215.18746865802763
2020-07,231.44937634188736
2020-08,241.9668496244948
2020-09,235.85839774810626
2020-10,218.0145077794513
2020-11,263.10545633100145
2020-12,273.81748563654276
2021-01,265.56240277135106
2021-02,285.1728276192644
2021-03,299.0354020824839
2021-04,312.6705969742686
2021-05,342.8324212881256
2021-06,331.5451759387642
2021-07,337.98736758682816
2021-08,351.9557503216854
2021-09,335.8199133989201
2021-10,345.141184354876
2021-11,318.84430994049586
2021-12,338.08365124724355
2022-01,315.7640884823134
2022-02,302.07512125488745
2022-03,294.074404583633
2022-04,280.1429541503034
2022-05,293.35851033515786
2022-06,247.9414353598517
2022-07,250.88859895067142
2022-08,232.38624558285196
2022-09,211.43146586599195
2022-10,235.9093991392587
2022-11,263.1405674353664
2022-12,268.3589485403952
2023-01,305.7137605641831
2023-02,309.78082406944986
2023-03,306.9890863352041
2023-04,316.0614928163827
2023-05,297.68537749865175
2023-06,319.17944787680017
2023-07,335.36129211563264
