Date,NORWAY SMALL CAP
2013-10,353.3166373960918
2013-11,357.18707487872075
2013-12,363.9925343170985
2014-01,338.81961653817456
2014-02,376.38325285762784
2014-03,373.8311971551838
2014-04,372.1062079531932
2014-05,378.255795649336
2014-06,375.2774610028746
2014-07,355.21280083336796
2014-08,356.9699684800161
2014-09,340.21512358048955
2014-10,311.73622584316024
2014-11,302.21878220936264
2014-12,288.4961771336673
2015-01,277.82927191488216
2015-02,278.9629172682695
2015-03,260.4973687648916
2015-04,295.3858544671987
2015-05,287.51991238631757
2015-06,280.13727258476376
2015-07,274.30208492075843
2015-08,254.8052061222185
2015-09,251.72221424246916
2015-10,258.8221040583904
2015-11,265.91928923929936
2015-12,249.34948168675712
2016-01,228.80401227445736
2016-02,237.37109053441327
2016-03,260.19018793815746
2016-04,282.92812654571435
2016-05,279.8616083850003
2016-06,271.9732400334902
2016-07,279.99663142323055
2016-08,279.61779904589497
2016-09,298.2323400964953
2016-10,302.1452144313676
2016-11,302.2931450842848
2016-12,315.0330256545276
2017-01,325.4740196240282
2017-02,322.67509372192757
2017-03,308.3967257320897
2017-04,321.85983
2017-05,317.535033
2017-06,312.618757
2017-07,344.728712
2017-08,354.870538
2017-09,364.034134
2017-10,360.120225
2017-11,342.282879
2017-12,355.946553
2018-01,378.673916
2018-02,377.533679
2018-03,369.380257
2018-04,407.83647123429495
2018-05,412.37697837652587
2018-06,414.31827412725465
2018-07,426.00907102452607
2018-08,415.32856019952425
2018-09,435.10192128459863
2018-10,396.9686669162548
2018-11,364.9061700689933
2018-12,325.7068684486179
2019-01,356.49250811931296
2019-02,360.9587236797564
2019-03,363.57662248203803
2019-04,371.7760057352143
2019-05,348.46823475032414
2019-06,359.86687654348805
2019-07,343.3772300543601
2019-08,327.1162658363458
2019-09,335.65578201284393
2019-10,341.44465677405793
2019-11,353.16124872235883
2019-12,387.72824661076214
2020-01,359.996797751906
2020-02,319.0218128171033
2020-03,226.20469858278366
2020-04,259.18807950803733
2020-05,290.58444035934707
2020-06,299.0577498827228
2020-07,331.0093696044933
2020-08,364.32264620009346
2020-09,338.9957159436086
2020-10,315.24633960493
2020-11,402.4612324365778
2020-12,450.9531442869491
2021-01,448.1623710976299
2021-02,455.82403967835097
2021-03,482.0927474019516
2021-04,507.0174139747225
2021-05,515.559868981043
2021-06,496.72169276339315
2021-07,490.9458093368083
2021-08,499.8060855567389
2021-09,486.7178280625297
2021-10,531.957909521251
2021-11,491.12328435470715
2021-12,513.4609730172384
2022-01,471.7939308685696
2022-02,480.79215438870136
2022-03,504.4709568049272
2022-04,465.2898499583164
2022-05,462.3792925723693
2022-06,385.9474031196611
2022-07,440.0818105573925
2022-08,416.0158302655964
2022-09,329.93473083427824
2022-10,364.96502908348464
2022-11,408.08893290522076
2022-12,407.8693432092241
2023-01,423.97331649953105
2023-02,430.90640952136204
2023-03,407.83608147621385
2023-04,404.7626469346942
2023-05,385.87793701270283
2023-06,397.2068195567955
2023-07,430.3672766560131
