Date,UNITED ARAB EMIRATES SMALL CAP
2013-09,989.4150492189307
2013-10,1060.0587434059287
2013-11,1068.228647138579
2013-12,1253.0968603727483
2014-01,1421.960030744104
2014-02,1517.4505841105763
2014-03,1501.8982037580622
2014-04,1580.8158908294247
2014-05,1588.2012636454233
2014-06,1181.5058550949345
2014-07,1438.652168614253
2014-08,1415.6915756849803
2014-09,1399.9839102997062
2014-10,1263.0758158566498
2014-11,1303.0903765170754
2014-12,1185.330687105305
2015-01,1186.2888650347136
2015-02,1190.6998289000974
2015-03,1067.6034095873551
2015-04,1277.804146124634
2015-05,1149.519153801057
2015-06,1192.2378924331008
2015-07,1229.258911056718
2015-08,1083.9654303112861
2015-09,1087.8220663595655
2015-10,1041.7239832305356
2015-11,937.660992529914
2015-12,970.7607742226361
2016-01,863.0181703293305
2016-02,985.6419996399197
2016-03,1026.651714002983
2016-04,1048.3920087211118
2016-05,1042.3660174884164
2016-06,1066.7619471906114
2016-07,1106.5123206790306
2016-08,1082.2567592500427
2016-09,1081.9155612606698
2016-10,1050.0617207654761
2016-11,1058.3247572185346
2016-12,1105.0018852885605
2017-01,1162.30273963452
2017-02,1051.2060497436555
2017-03,997.7825280212345
2017-04,996.779274
2017-05,939.105475
2017-06,983.706815
2017-07,1038.142028
2017-08,1019.930737
2017-09,1027.279033
2017-10,1064.25085
2017-11,1022.973898
2017-12,1081.261327
2018-01,1113.061366
2018-02,1079.30331
2018-03,1067.478429
2018-04,1069.4194131133029
2018-05,1082.1964554133363
2018-06,964.4441981948145
2018-07,989.1818777999426
2018-08,957.4631053920853
2018-09,930.4141409574104
2018-10,948.591738769735
2018-11,877.8521127249875
2018-12,829.0985039419077
2019-01,857.9400141712869
2019-02,815.449254193282
2019-03,799.595106660961
2019-04,838.9465976758287
2019-05,761.4967756458043
2019-06,747.0225832113057
2019-07,840.9181509693384
2019-08,803.2539577527375
2019-09,803.4253955871721
2019-10,816.2642484433484
2019-11,804.6425750101384
2019-12,822.2247437539805
2020-01,781.5664989353531
2020-02,741.0467058067171
2020-03,546.5007816613994
2020-04,684.5943967351664
2020-05,638.1098046767737
2020-06,681.6690954226985
2020-07,702.3341947819894
2020-08,725.9325177764107
2020-09,709.9914234107176
2020-10,709.8678915180517
2020-11,754.582064446789
2020-12,810.743515718203
2021-01,857.9084876975406
2021-02,784.0070510850985
2021-03,824.4897524995561
2021-04,840.393845268789
2021-05,888.8076189096554
2021-06,881.6795447605418
2021-07,889.3678651179133
2021-08,962.1132937308868
2021-09,907.805265558953
2021-10,930.6464651149373
2021-11,1047.8175023000852
2021-12,1071.9888063324775
2022-01,1058.3522093898198
2022-02,1068.6054777374686
2022-03,1109.1035260734523
2022-04,1213.3035991389988
2022-05,1121.2344314577367
2022-06,1117.3638319199529
2022-07,1120.6042759176407
2022-08,1139.6882361488101
2022-09,1117.3938333792362
2022-10,1093.3466118869783
2022-11,1071.114031494255
2022-12,1057.4703371854898
2023-01,1047.5177458650614
2023-02,1083.795576297533
2023-03,1092.413821144728
2023-04,1141.1705713769259
2023-05,1148.7844569568865
2023-06,1194.5107971693913
2023-07,1302.379564986824
