Date,SPAIN SMALL CAP
2021-02,497.57937161620515
2021-03,507.00062639831714
2021-04,533.3214876116502
2021-05,557.0259184080733
2021-06,524.1391527793857
2021-07,530.9248077877235
2021-08,539.8167337005383
2021-09,529.3608463022894
2021-10,540.5561715081094
2021-11,497.0239982853882
2021-12,524.9603231268284
2022-01,511.22085952919076
2022-02,514.5106797576867
2022-03,520.9145075302789
2022-04,501.37408616861387
2022-05,518.7504742884556
2022-06,467.3787776881909
2022-07,447.7134493312175
2022-08,434.02816948175496
2022-09,397.1039435063062
2022-10,428.7003288141917
2022-11,468.7047700589548
2022-12,486.51435464619635
2023-01,547.0476386930892
2023-02,547.0819145154206
2023-03,515.2956808150865
2023-04,516.1646023535058
2023-05,490.9864343856153
2023-06,528.0304565725615
2023-07,559.9491583552064
