Date,MSCI Nordic Countries
1986-09,70380.23259615702
1986-10,71483.71738322201
1986-11,72388.64682074008
1986-12,72180.8151653653
1987-01,67650.92333930194
1987-02,72681.59765148915
1987-03,76493.21231053137
1987-04,80102.51041027649
1987-05,76283.33009875607
1987-06,79826.9180861625
1987-07,85898.51296454672
1987-08,91847.77582148026
1987-09,91195.227357547
1987-10,75627.80788056868
1987-11,65994.84321331258
1987-12,66415.56067054952
1988-01,70259.28126331809
1988-02,75233.66515873457
1988-03,79570.15571749421
1988-04,80939.37588998448
1988-05,84448.1022649086
1988-06,85220.49767434713
1988-07,90411.26439774343
1988-08,86857.42070974382
1988-09,90217.01841575581
1988-10,96464.40272385905
1988-11,96973.09870818701
1988-12,101661.00258135986
1989-01,109765.41730123179
1989-02,113870.99298279235
1989-03,118499.24635607922
1989-04,123301.00677227216
1989-05,125023.73140454016
1989-06,134187.92797388468
1989-07,140237.20685149194
1989-08,137456.95359495553
1989-09,138431.93827727446
1989-10,126975.07144639622
1989-11,126870.80885297565
1989-12,134562.2203767058
1990-01,133735.5679687285
1990-02,129595.09966118503
1990-03,129707.06561944202
1990-04,125766.3036846002
1990-05,135966.57628032827
1990-06,140545.79902416776
1990-07,144817.0486101538
1990-08,124316.32847559243
1990-09,104147.9083098982
1990-10,105090.15559012216
1990-11,98142.1306457823
1990-12,98014.84003380423
1991-01,105542.52459837346
1991-02,112974.23969984241
1991-03,117958.56219936964
1991-04,117602.04579384098
1991-05,126289.7116758025
1991-06,124896.24711737684
1991-07,132025.36626628594
1991-08,128296.88100326524
1991-09,122644.04554193442
1991-10,119282.88575043046
1991-11,108336.37501690924
1991-12,111145.20816283653
1992-01,112861.13433564968
1992-02,110433.79664700209
1992-03,113673.52693741443
1992-04,113071.68434251429
1992-05,119446.59787266521
1992-06,110744.4228468904
1992-07,102904.47943879299
1992-08,92557.72259234263
1992-09,86846.10740065783
1992-10,84664.93026382625
1992-11,97116.46358056326
1992-12,95193.2971730154
1993-01,98349.70701691297
1993-02,101631.0348276634
1993-03,105418.92685861429
1993-04,111454.21251444706
1993-05,118486.00278360822
1993-06,116528.15216084511
1993-07,123720.77661990366
1993-08,135003.25672174306
1993-09,131664.26205640516
1993-10,145150.4695505546
1993-11,136348.19631468036
1993-12,147712.33934062195
1994-01,173054.5597681487
1994-02,168602.46080219655
1994-03,157040.54128628003
1994-04,166448.78551787656
1994-05,158066.22968804938
1994-06,152068.32710552882
1994-07,158705.83418347355
1994-08,158075.38158343534
1994-09,156042.46520758158
1994-10,165038.98293526907
1994-11,160533.86989539096
1994-12,165775.5337195432
1995-01,163325.5326492884
1995-02,163426.51030792412
1995-03,154706.29751654298
1995-04,164872.9334067539
1995-05,171089.79405962615
1995-06,177915.85166968012
1995-07,188943.14073398296
1995-08,188125.979014731
1995-09,206372.26060024672
1995-10,192403.8879309629
1995-11,195771.360354711
1995-12,193243.68933847154
1996-01,193723.665233822
1996-02,205703.26371097425
1996-03,207748.5512699859
1996-04,209553.65547669263
1996-05,220630.37970290493
1996-06,220481.13903574686
1996-07,212076.41683271446
1996-08,223227.59309143486
1996-09,230731.59456567004
1996-10,240390.04534449347
1996-11,252046.68931457252
1996-12,264302.9213842166
1997-01,281497.5059613652
1997-02,290555.1009183017
1997-03,304563.57571745105
1997-04,289111.20336631255
1997-05,307653.22389244667
1997-06,331026.3068706749
1997-07,359383.37776906264
1997-08,350578.923321924
1997-09,385123.77772478905
1997-10,349184.3071268345
1997-11,341744.6173566131
1997-12,347181.7726795391
1998-01,361818.8601124171
1998-02,392860.1211400467
1998-03,424444.7044861637
1998-04,444227.11175880843
1998-05,442091.5793643375
1998-06,445262.7573406788
1998-07,457368.6062489713
1998-08,379865.0844270579
1998-09,344637.83237340406
1998-10,360908.9078394921
1998-11,389906.421717939
1998-12,406633.95581010403
1999-01,445073.8013075228
1999-02,438010.71352436906
1999-03,473460.88228180684
1999-04,499241.41535959044
1999-05,488063.7406803553
1999-06,541097.60897358
1999-07,541701.9091591144
1999-08,542428.5860868044
1999-09,550563.4343251092
1999-10,626603.0990898964
1999-11,733338.0462137568
1999-12,893426.861841084
2000-01,910075.6598183884
2000-02,1039655.782440951
2000-03,1057203.6892291866
2000-04,1107767.287903189
2000-05,1026848.070410154
2000-06,988932.9265190571
2000-07,956537.6943430164
2000-08,987563.0575142893
2000-09,908378.233756102
2000-10,909281.8572248899
2000-11,841563.2989230847
2000-12,822895.1322538041
2001-01,804553.1651676543
2001-02,649631.4980445992
2001-03,602351.6394303616
2001-04,710890.2890208147
2001-05,695523.492683075
2001-06,628034.0415642514
2001-07,609088.7593264017
2001-08,520493.75066772284
2001-09,468280.1201339797
2001-10,526610.8527267273
2001-11,587353.5897088608
2001-12,619752.5665729365
2002-01,581574.1339333847
2002-02,578616.7905972017
2002-03,592932.8018105665
2002-04,515157.411863899
2002-05,483984.6672362834
2002-06,452483.90015052183
2002-07,397711.9261119447
2002-08,401972.5245189095
2002-09,355542.4076531103
2002-10,409653.7434472945
2002-11,455589.4640045662
2002-12,388444.2386712434
2003-01,355734.7268591501
2003-02,345550.2919644652
2003-03,347744.2260780641
2003-04,405231.21144105465
2003-05,402600.0983016508
2003-06,408735.2596159455
2003-07,420197.78816398024
2003-08,454023.45147226687
2003-09,427614.2446407881
2003-10,468520.3842140433
2003-11,470711.4666450964
2003-12,466592.1133799686
2004-01,507063.63892263186
2004-02,536685.8661752457
2004-03,531440.6056331963
2004-04,501899.96954148734
2004-05,497217.0434159854
2004-06,518239.66486395145
2004-07,491734.88959827385
2004-08,496537.61834165273
2004-09,527408.8718298489
2004-10,529930.1317170674
2004-11,563149.271430654
2004-12,555721.2688804264
2005-01,558246.0188794129
2005-02,589945.7558682687
2005-03,587805.3108811551
2005-04,579424.5033694978
2005-05,630077.3374959294
2005-06,650129.8382395267
2005-07,674585.9693024959
2005-08,682810.2098707522
2005-09,717449.478151025
2005-10,682543.5008205085
2005-11,707047.3517417712
2005-12,748637.1642595602
2006-01,769826.5229461713
2006-02,792922.6998879161
2006-03,851256.1255672855
2006-04,873239.0282215194
2006-05,801822.5578901942
2006-06,800303.1313140943
2006-07,792552.3013356724
2006-08,814790.6437130654
2006-09,831419.717336006
2006-10,876737.9009198751
2006-11,885677.7678670696
2006-12,941579.1949739354
2007-01,981783.0069112956
2007-02,948411.7381833334
2007-03,995263.5248581837
2007-04,1067539.1366789732
2007-05,1099826.1979847015
2007-06,1095571.607854486
2007-07,1087273.0320152277
2007-08,1074684.3828083458
2007-09,1134086.2004076098
2007-10,1127503.1153669807
2007-11,1045225.2013400148
2007-12,1029557.507498146
2008-01,896040.2168657064
2008-02,941871.8798314027
2008-03,899842.1194963818
2008-04,949590.1541611322
2008-05,985609.1596111243
2008-06,857883.0093393415
2008-07,845730.0587411282
2008-08,852491.2069620603
2008-09,680648.8748155864
2008-10,570784.8716205268
2008-11,530392.1254665215
2008-12,511708.45662346
2009-01,503872.3187405072
2009-02,463163.4641090211
2009-03,479422.19693281164
2009-04,591831.2396675621
2009-05,619050.643256287
2009-06,603054.040213989
2009-07,667441.0299294756
2009-08,701836.1320618489
2009-09,705239.1048806572
2009-10,700224.6376316228
2009-11,704865.6739922984
2009-12,734263.2697666093
2010-01,747580.3889752877
2010-02,768541.6125556412
2010-03,839258.0987032261
2010-04,865659.8193805864
2010-05,810004.9242048614
2010-06,811180.3561762099
2010-07,858159.6735607969
2010-08,835838.8709850314
2010-09,907371.9533572717
2010-10,912134.2622755035
2010-11,920529.3826212843
2010-12,997749.7165786652
2011-01,999915.7900335708
2011-02,995070.8370078617
2011-03,992570.1602747317
2011-04,1022571.1935227651
2011-05,1009053.3306241579
2011-06,955723.8150719493
2011-07,922129.1383344466
2011-08,820577.4000344345
2011-09,763536.8651977351
2011-10,842367.4631053822
2011-11,844412.1172932035
2011-12,854102.1018187293
2012-01,883938.0017224096
2012-02,968033.9699006728
2012-03,958108.4979080879
2012-04,953064.712390808
2012-05,872939.6467062987
2012-06,926693.7196024724
2012-07,998086.3828250958
2012-08,995853.8397287778
2012-09,1003747.1286474788
2012-10,986458.3312296036
2012-11,1014247.7256734147
2012-12,1033410.1938093414
2013-01,1090025.3233001407
2013-02,1116248.0080998875
2013-03,1133271.4089618535
2013-04,1148321.6978461859
2013-05,1139054.2603276337
2013-06,1063750.2908844491
2013-07,1147739.9985941232
2013-08,1133909.9532629794
2013-09,1190885.2551599871
2013-10,1205913.0968869342
2013-11,1228203.8778363722
2013-12,1250272.440121998
2014-01,1231885.218609219
2014-02,1317925.5376632875
2014-03,1313926.1084145429
2014-04,1328355.4769972223
2014-05,1369813.9307586823
2014-06,1364945.6990018617
2014-07,1355277.5036983488
2014-08,1373676.8690188709
2014-09,1405636.3746963968
2014-10,1373833.290321619
2014-11,1385463.8579908656
2014-12,1352700.4607094768
2015-01,1479514.3211133103
2015-02,1589953.7685726339
2015-03,1642315.605830393
2015-04,1633134.034324423
2015-05,1653936.7292165868
2015-06,1570391.4724023389
2015-07,1641490.1420751477
2015-08,1498855.6457892517
2015-09,1445296.1239333097
2015-10,1535478.0123482116
2015-11,1611808.4638483156
2015-12,1553862.5958649155
2016-01,1455207.113296249
2016-02,1444319.8507778477
2016-03,1474031.1075344714
2016-04,1506512.8852829654
2016-05,1527658.7012761615
2016-06,1480174.266186359
2016-07,1533764.3595706935
2016-08,1511639.4335291623
2016-09,1518173.6046892344
2016-10,1467149.6218076793
2016-11,1473312.4196383718
2016-12,1555511.7522269404
2017-01,1592585.0019332736
2017-02,1617460.5794954505
2017-03,1653046.1109167445
2017-04,1704807.7166809381
2017-05,1743159.532045933
2017-06,1721111.4699171672
2017-07,1727612.353072753
2017-08,1747080.1672809822
2017-09,1782233.8157092899
2017-10,1809073.2515693172
2017-11,1739814.7045315793
2017-12,1733516.2878524703
2018-01,1757737.9051948283
2018-02,1739737.3715231593
2018-03,1694726.8187984868
2018-04,1730685.0061803302
2018-05,1752965.2518987637
2018-06,1743526.3647948066
2018-07,1805088.3657172127
2018-08,1815540.1176927504
2018-09,1844933.4804446918
2018-10,1706672.6070249632
2018-11,1680616.8128142792
2018-12,1613786.2869631948
2019-01,1698548.9821773993
2019-02,1758221.3655357414
2019-03,1799332.0108190356
2019-04,1851758.6793958424
2019-05,1746024.3153629177
2019-06,1835538.731188348
2019-07,1812247.6915233391
2019-08,1793544.0832094417
2019-09,1860408.6202714394
2019-10,1890547.9382074908
2019-11,1941414.9548674652
2019-12,1994730.472937594
2020-01,2004949.2744786572
2020-02,1879378.5191242571
2020-03,1675356.8403477215
2020-04,1834828.3297463171
2020-05,1928043.3216333704
2020-06,1961729.450212423
2020-07,2023844.2245793024
2020-08,2119961.389564384
2020-09,2138442.5992268575
2020-10,2042701.334941296
2020-11,2281931.9861991154
2020-12,2328980.183932108
2021-01,2355421.9507646197
2021-02,2391025.154244008
2021-03,2558326.9353383104
2021-04,2617952.366923939
2021-05,2695700.3866469515
2021-06,2749976.730296259
2021-07,2870926.808346148
2021-08,2911290.023741384
2021-09,2819281.0407385137
2021-10,2953468.613895535
2021-11,2844213.791052095
2021-12,3035652.675942429
2022-01,2796729.619250568
2022-02,2677641.5302523724
2022-03,2796288.074487609
2022-04,2784205.29766266
2022-05,2712005.8666189522
2022-06,2509240.4351149625
2022-07,2776798.66292721
2022-08,2622772.306608112
2022-09,2394896.3252727357
2022-10,2542933.2894544913
2022-11,2698098.5756320585
2022-12,2681434.2411453547
2023-01,2736930.2682239506
2023-02,2836991.839391078
2023-03,2845570.9013878633
2023-04,2919427.7802786715
