Date,AUSTRALIA
1980-09,225.847
1980-10,240.959
1980-11,234.591
1980-12,232.724
1981-01,208.564
1981-02,200.233
1981-03,221.371
1981-04,219.008
1981-05,217.444
1981-06,214.094
1981-07,190.479
1981-08,191.821
1981-09,174.12
1981-10,164.022
1981-11,180.036
1981-12,177.374
1982-01,157.959
1982-02,141.243
1982-03,130.576
1982-04,147.366
1982-05,145.423
1982-06,132.822
1982-07,128.268
1982-08,131.045
1982-09,134.133
1982-10,134.061
1982-11,132.299
1982-12,137.523
1983-01,151.903
1983-02,140.37
1983-03,131.807
1983-04,153.125
1983-05,163.619
1983-06,159.078
1983-07,179.123
1983-08,185.866
1983-09,194.259
1983-10,191.42
1983-11,209.64
1983-12,214.707
1984-01,214.13
1984-02,206.824
1984-03,215.043
1984-04,213.28
1984-05,179.107
1984-06,177.003
1984-07,177.396
1984-08,195.395
1984-09,193.118
1984-10,200.377
1984-11,201.989
1984-12,187.766
1985-01,199.519
1985-02,180.566
1985-03,185.402
1985-04,182.778
1985-05,187.148
1985-06,188.194
1985-07,222.051
1985-08,215.525
1985-09,230.325
1985-10,237.999
1985-11,223.947
1985-12,227.242785
1986-01,256.533904
1986-02,242.210532
1986-03,268.651435
1986-04,297.209246
1986-05,298.490634
1986-06,266.023444
1986-07,224.017899
1986-08,240.007309
1986-09,261.387191
1986-10,295.184891
1986-11,299.686909
1986-12,327.063487
1987-01,331.264632
1987-02,372.070345
1987-03,412.24349
1987-04,426.474502
1987-05,440.973783
1987-06,450.861496
1987-07,502.132422
1987-08,549.691987
1987-09,570.240597
1987-10,316.427112
1987-11,348.052671
1987-12,360.897901
1988-01,339.119626
1988-02,342.811844
1988-03,402.605195
1988-04,428.167169
1988-05,492.530449
1988-06,477.037427
1988-07,506.937001
1988-08,493.688143
1988-09,478.539172
1988-10,512.376857
1988-11,502.090036
1988-12,498.565734
1989-01,545.028074
1989-02,463.80291
1989-03,472.836134
1989-04,480.038609
1989-05,468.071705
1989-06,473.441235
1989-07,515.608078
1989-08,559.613715
1989-09,559.545578
1989-10,536.850184
1989-11,524.877618
1989-12,553.10937
1990-01,549.581987
1990-02,512.360633
1990-03,500.258527
1990-04,467.305706
1990-05,510.985581
1990-06,533.87618
1990-07,560.326721
1990-08,552.404446
1990-09,521.806848
1990-10,474.434852
1990-11,475.975714
1990-12,464.502224
1991-01,492.155896
1991-02,528.944592
1991-03,537.620454
1991-04,580.901978
1991-05,564.443097
1991-06,572.024349
1991-07,608.305435
1991-08,604.608475
1991-09,627.882255
1991-10,660.756696
1991-11,628.017818
1991-12,629.9635675999999
1992-01,613.2167125999999
1992-02,617.9942510999999
1992-03,622.7824204
1992-04,645.2325741
1992-05,656.1186332999999
1992-06,634.4223973
1992-07,620.3983013
1992-08,572.0336687
1992-09,548.2507141
1992-10,515.3057159
1992-11,519.5608751999999
1992-12,568.4778956
1993-01,550.868788
1993-02,593.7136469999999
1993-03,617.6323
1993-04,622.142288
1993-05,611.66976
1993-06,598.292346
1993-07,657.608942
1993-08,685.944522
1993-09,669.242934
1993-10,745.5018177362016
1993-11,699.3770142936129
1993-12,776.2539905568907
1994-01,859.8738892162394
1994-02,816.669114464032
1994-03,757.4067702419874
1994-04,785.4629815871654
1994-05,823.6646032229362
1994-06,781.9724125457527
1994-07,822.4043386937514
1994-08,862.0502628456284
1994-09,816.3874579056177
1994-10,839.5025406141949
1994-11,808.4550277456098
1994-12,826.565463040728
1995-01,777.4467575947162
1995-02,802.9847314539024
1995-03,795.5120850974834
1995-04,849.9015497111134
1995-05,831.3264336515545
1995-06,822.7771801800053
1995-07,900.2064241991637
1995-08,917.7158074334815
1995-09,912.7583301194533
1995-10,890.8930205813512
1995-11,910.130191060639
1995-12,929.5824996826512
1996-01,958.4048762171954
1996-02,989.6837265389543
1996-03,986.2194592643857
1996-04,1035.6268812571823
1996-05,1028.644236903003
1996-06,995.6603721503012
1996-07,949.9364731378763
1996-08,1011.7553251860202
1996-09,1013.6533114600775
1996-10,1053.4897230711745
1996-11,1097.5103213723175
1996-12,1095.3664561520588
1997-01,1051.7827137905795
1997-02,1083.0834286240167
1997-03,1080.1554465708784
1997-04,1110.3897644700057
1997-05,1131.570897066551
1997-06,1169.4536789996953
1997-07,1161.2490638244947
1997-08,1082.2132286424614
1997-09,1134.9233406737885
1997-10,982.5551244257522
1997-11,962.6111732552775
1997-12,991.0871146507867
1998-01,1057.4243893865553
1998-02,1076.738170793565
1998-03,1080.8423338982313
1998-04,1065.600616904375
1998-05,1005.0748169027163
1998-06,1008.0288141134878
1998-07,1002.5280337168549
1998-08,867.4720342486879
1998-09,925.4191067651792
1998-10,1005.389147304303
1998-11,1068.5152627926452
1998-12,1061.0457032292932
1999-01,1125.753733453659
1999-02,1097.9929920711108
1999-03,1144.9298628707722
1999-04,1263.0193640561772
1999-05,1160.0504189256735
1999-06,1218.6189163109889
1999-07,1218.5281081859896
1999-08,1150.7640609139535
1999-09,1156.2383872098449
1999-10,1130.2394400155038
1999-11,1191.0436203995603
1999-12,1259.1398804818095
2000-01,1214.67072490143
2000-02,1186.9136580479378
2000-03,1177.435209865999
2000-04,1146.5465823612988
2000-05,1106.652178055082
2000-06,1268.223025324132
2000-07,1191.9403113989356
2000-08,1205.4369170050609
2000-09,1153.273615297252
2000-10,1079.8380109470895
2000-11,1104.7061184709162
2000-12,1144.739753764634
2001-01,1190.9772922937393
2001-02,1137.8046096848127
2001-03,1018.7860812707104
2001-04,1138.8338669576167
2001-05,1145.561731909895
2001-06,1183.7001118463788
2001-07,1122.6259931045865
2001-08,1129.9131549029719
2001-09,989.5849239070604
2001-10,1077.3685084769804
2001-11,1161.7882113182934
2001-12,1175.192191100948
2002-01,1178.37922106925
2002-02,1186.1317378021315
2002-03,1228.4642256846853
2002-04,1213.4123395439935
2002-05,1289.5788713316217
2002-06,1227.986564426828
2002-07,1135.9631724374678
2002-08,1164.4706202246878
2002-09,1101.3532931011027
2002-10,1161.2619964928144
2002-11,1193.9069822588954
2002-12,1171.921238871309
2003-01,1193.0079947732884
2003-02,1177.5568326004213
2003-03,1221.8160446535612
2003-04,1318.8028765355193
2003-05,1364.0335095972337
2003-06,1419.6808267905367
2003-07,1415.2417858435979
2003-08,1450.7932518587722
2003-09,1509.5555052508344
2003-10,1637.4948263434417
2003-11,1634.5826497378978
2003-12,1773.7769874869718
2004-01,1771.3116344335367
2004-02,1855.5026542622927
2004-03,1884.6038993847217
2004-04,1773.5384678049193
2004-05,1785.286191157677
2004-06,1784.9943007825223
2004-07,1790.7673329847912
2004-08,1827.343000995283
2004-09,1949.2333814737049
2004-10,2066.4372755875133
2004-11,2244.274608113272
2004-12,2340.564966639855
2005-01,2357.643443182512
2005-02,2489.82950628299
2005-03,2391.902294756688
2005-04,2353.513896162075
2005-05,2351.835163228614
2005-06,2487.760946015184
2005-07,2546.4261283335754
2005-08,2572.2114771911743
2005-09,2762.93247747283
2005-10,2591.2311247689604
2005-11,2688.1272244627235
2005-12,2751.090634066683
2006-01,2946.9586099851413
2006-02,2907.755742831164
2006-03,2922.4925291197196
2006-04,3190.8363638024807
2006-05,3014.085660944911
2006-06,3038.8047849994737
2006-07,3075.8750020942402
2006-08,3170.5799393793463
2006-09,3129.3854634482277
2006-10,3387.7231159506523
2006-11,3527.1909475754937
2006-12,3645.393395014793
2007-01,3653.59925979203
2007-02,3784.769665635713
2007-03,3994.48681852634
2007-04,4233.778037494157
2007-05,4300.512512937017
2007-06,4416.606206156267
2007-07,4356.255300620178
2007-08,4283.871048929831
2007-09,4925.4552577023005
2007-10,5297.196435712805
2007-11,4904.1312780346625
2007-12,4731.307987643504
2008-01,4295.4232076191165
2008-02,4433.371151432633
2008-03,4192.779677871208
2008-04,4547.441782647743
2008-05,4659.0768048139635
2008-06,4372.447707466152
2008-07,4065.77391799714
2008-08,3900.298808499147
2008-09,3225.8874599560972
2008-10,2402.969943609519
2008-11,2226.334971160801
2008-12,2367.575265843818
2009-01,2055.406243770329
2009-02,1979.2955296574162
2009-03,2331.5016079870006
2009-04,2593.9083088382176
2009-05,2851.4788586094555
2009-06,2994.111794225921
2009-07,3300.664566287723
2009-08,3571.6378748176853
2009-09,3987.5200732401117
2009-10,3990.1707781777677
2009-11,4114.217216393343
2009-12,4185.204198979353
2010-01,3892.3411558222715
2010-02,4025.4209195630447
2010-03,4361.507727631678
2010-04,4337.051358120754
2010-05,3612.9091753941984
2010-06,3534.7493960896923
2010-07,3965.54926041314
2010-08,3844.4004940823766
2010-09,4371.686484822033
2010-10,4497.087622099587
2010-11,4341.481328635106
2010-12,4801.755460088149
2011-01,4692.2055401352245
2011-02,4908.590487579128
2011-03,5017.227343151929
2011-04,5306.795835383672
2011-05,5040.611687641341
2011-06,4988.903319021485
2011-07,4879.256441471815
2011-08,4665.053251629981
2011-09,3983.9865957252455
2011-10,4661.7955851736915
2011-11,4349.964222862252
2011-12,4283.507152261975
2012-01,4661.378061186013
2012-02,4803.932352614135
2012-03,4669.333950133656
2012-04,4759.950445034563
2012-05,4144.731332611318
2012-06,4434.882380758802
2012-07,4765.15624215348
2012-08,4775.354127844757
2012-09,4901.244700241716
2012-10,5030.960630237809
2012-11,5088.310782149961
2012-12,5238.898337079786
2013-01,5527.470818953038
2013-02,5744.787742219316
2013-03,5715.347472355416
2013-04,5982.278488223141
2013-05,5258.605642314759
2013-06,4921.692520988778
2013-07,5060.790136424861
2013-08,5140.147053416961
2013-09,5511.715540549597
2013-10,5818.515892586906
2013-11,5562.534191625098
2013-12,5466.261070452584
2014-01,5169.844097835948
2014-02,5571.060215936116
2014-03,5792.216360497126
2014-04,5900.517977823923
2014-05,5965.462765951054
2014-06,5957.183715641593
2014-07,6127.651832876679
2014-08,6191.792405224077
2014-09,5485.501303748842
2014-10,5775.168009517252
2014-11,5412.093121778731
2014-12,5289.227911484994
2015-01,5195.288245529241
2015-02,5594.104660860149
2015-03,5454.873151646567
2015-04,5518.300383108427
2015-05,5366.286883837012
2015-06,5120.359593592809
2015-07,5109.508381747715
2015-08,4527.6205603468625
2015-09,4337.43618682487
2015-10,4590.652660033778
2015-11,4628.806394852103
2015-12,4772.239233300723
2016-01,4365.2852165377335
2016-02,4325.918600779128
2016-03,4874.334555097291
2016-04,5013.698715545231
2016-05,4893.695261752357
2016-06,4900.07306884208
2016-07,5300.081598901132
2016-08,5162.587995608797
2016-09,5289.453589681396
2016-10,5177.0676406711245
2016-11,5195.728344517421
2016-12,5329.168252795035
2017-01,5556.529988490272
2017-02,5766.11423238075
2017-03,5915.952362424622
2017-04,5874.54436
2017-05,5643.742351
2017-06,5808.640876
2017-07,6066.937097
2017-08,6055.438024
2017-09,5992.859121
2017-10,6078.006726
2017-11,6109.622109
2017-12,6403.235767
2018-01,6592.425313
2018-02,6365.024593
2018-03,6010.97078
2018-04,6157.982980010425
2018-05,6246.5457500626235
2018-06,6327.369840903635
2018-07,6467.95580405399
2018-08,6354.112764281884
2018-09,6269.897856700995
2018-10,5794.798852866263
2018-11,5831.097427233243
2018-12,5645.901203003736
2019-01,6052.778953669077
2019-02,6256.705133310317
2019-03,6291.3479531028415
2019-04,6367.0550870000725
2019-05,6413.343571327411
2019-06,6754.580123370589
2019-07,6796.868900255029
2019-08,6504.167984406131
2019-09,6662.555902088325
2019-10,6778.92032005799
2019-11,6847.393491690225
2019-12,6952.816522449647
2020-01,6959.086307896387
2020-02,6195.186900820203
2020-03,4642.609263996638
2020-04,5352.4502919885335
2020-05,5596.84941972461
2020-06,5986.966687574871
2020-07,6255.33103621264
2020-08,6606.241081013348
2020-09,6157.075885326748
2020-10,6158.36285923901
2020-11,7137.290251081933
2020-12,7569.630410753619
2021-01,7572.812476801149
2021-02,7774.600501997832
2021-03,7830.377513746957
2021-04,8216.680350130167
2021-05,8483.604801039286
2021-06,8371.378323673485
2021-07,8261.041094806342
2021-08,8383.049719905575
2021-09,8120.207566266473
2021-10,8438.63859219105
2021-11,7888.739600745231
2021-12,8293.932344681089
2022-01,7567.4468192266895
2022-02,8011.129195104362
2022-03,8897.241024929284
2022-04,8374.93534355067
2022-05,8283.998772171462
2022-06,7288.594847386175
2022-07,7766.28917035863
2022-08,7687.17744748221
2022-09,6798.882659097254
2022-10,7155.798324741587
2022-11,8026.984211439401
2022-12,7868.047897262593
2023-01,8709.838152597747
2023-02,8138.430210660632
2023-03,8088.604146393025
2023-04,8105.023766724616
2023-05,7718.363225737382
2023-06,8114.054365764416
