Date,UNITED KINGDOM
1996-01,2365.788908725569
1996-02,2385.1231926072373
1996-03,2372.008462178114
1996-04,2418.212544200607
1996-05,2446.4983954798604
1996-06,2432.221183197896
1996-07,2449.194609175603
1996-08,2576.0785637729978
1996-09,2635.709854124956
1996-10,2760.5989988193814
1996-11,2917.9207708073723
1996-12,3019.033601621507
1997-01,2930.313508298296
1997-02,3022.0285408844234
1997-03,3053.944947395198
1997-04,3110.096845740189
1997-05,3252.2704998763656
1997-06,3297.5247847392384
1997-07,3451.817777269576
1997-08,3395.428822333275
1997-09,3689.8968952072005
1997-10,3549.853159044077
1997-11,3567.331373225756
1997-12,3701.9590234190086
1998-01,3881.810427858693
1998-02,4151.047961995264
1998-03,4370.303948830139
1998-04,4379.813585985236
1998-05,4218.125058758744
1998-06,4283.101838847267
1998-07,4197.389598161119
1998-08,3893.3245129400675
1998-09,3813.9773201135954
1998-10,4046.441302859601
1998-11,4227.302131736557
1998-12,4360.876251020457
1999-01,4315.792313389696
1999-02,4411.59748279603
1999-03,4549.162746100069
1999-04,4725.1912315264135
1999-05,4463.555290616855
1999-06,4475.278062024035
1999-07,4543.1293184236165
1999-08,4525.5435731697125
1999-09,4452.510526645907
1999-10,4582.630501462847
1999-11,4639.187190801378
1999-12,4903.815622045575
2000-01,4454.7192960081775
2000-02,4314.065967660549
2000-03,4631.9747889513155
2000-04,4438.766603077271
2000-05,4288.896953402151
2000-06,4328.872836972148
2000-07,4358.265003495774
2000-08,4404.545512365038
2000-09,4283.912865506357
2000-10,4314.240217139568
2000-11,4060.540457447739
2000-12,4338.290216304669
2001-01,4266.841988265781
2001-02,3984.4915911942508
2001-03,3804.6231990463193
2001-04,4043.3333338059933
2001-05,3908.8273727986425
2001-06,3775.585142219251
2001-07,3779.3218135533803
2001-08,3743.4860380513524
2001-09,3497.203181113262
2001-10,3564.701174009873
2001-11,3642.4068599484967
2001-12,3728.8437759980634
2002-01,3571.6529289912087
2002-02,3554.4231492464432
2002-03,3718.9133001262294
2002-04,3730.7745111384997
2002-05,3669.7787927087934
2002-06,3514.7891371240935
2002-07,3278.1818140753985
2002-08,3243.9894289129734
2002-09,2908.19881669206
2002-10,3136.093847331544
2002-11,3230.4821920180098
2002-12,3160.764173659238
2003-01,2937.8509062639455
2003-02,2890.517493457503
2003-03,2887.7211508133214
2003-04,3188.0990351581822
2003-05,3383.7952529883873
2003-06,3412.7899495214238
2003-07,3434.0618130720222
2003-08,3410.615548463559
2003-09,3531.1941306038343
2003-10,3771.080049504391
2003-11,3883.079100888792
2003-12,4174.041032962873
2004-01,4161.312784577241
2004-02,4351.593163339822
2004-03,4249.5600766511625
2004-04,4219.611105231351
2004-05,4311.659787507116
2004-06,4312.444293536224
2004-07,4269.551034481836
2004-08,4294.033502676296
2004-09,4432.156710919447
2004-10,4540.135507550252
2004-11,4833.762585234878
2004-12,4990.9328771150895
2005-01,4955.198071346401
2005-02,5195.693980126467
2005-03,5058.488246305712
2005-04,5005.291067940778
2005-05,4957.899147281142
2005-06,5036.76267442326
2005-07,5102.93930218214
2005-08,5255.769488736626
2005-09,5348.646833925481
2005-10,5185.766413318116
2005-11,5209.150540579842
2005-12,5359.199577422151
2006-01,5678.61962411711
2006-02,5641.918706249785
2006-03,5803.712981891054
2006-04,6148.039020942847
2006-05,6029.860345375729
2006-06,6090.126062543529
2006-07,6229.628255896173
2006-08,6381.201608209385
2006-09,6349.198256593968
2006-10,6666.198360920786
2006-11,6829.162989212431
2006-12,7002.592555632559
2007-01,6991.664023146002
2007-02,6982.167190145857
2007-03,7213.818586502718
2007-04,7533.506585497528
2007-05,7662.132292016342
2007-06,7761.583835423807
2007-07,7567.209068763335
2007-08,7504.027701780014
2007-09,7775.065798314356
2007-10,8243.386071139545
2007-11,7800.1500907039635
2007-12,7589.993521513004
2008-01,6912.165227849013
2008-02,6940.9888886610315
2008-03,6791.794621159811
2008-04,7231.356929014722
2008-05,7188.592121120229
2008-06,6738.117059971845
2008-07,6461.85105684254
2008-08,6253.980722090407
2008-09,5325.424664152477
2008-10,4315.692284118531
2008-11,4038.324467334928
2008-12,3922.2492403766073
2009-01,3678.2910780657035
2009-02,3377.623554054325
2009-03,3503.353502958092
2009-04,3945.0083206790514
2009-05,4492.221708821955
2009-06,4435.034013539979
2009-07,4846.036829850407
2009-08,5114.242374169676
2009-09,5256.779153112433
2009-10,5324.42468672209
2009-11,5479.247800577034
2009-12,5623.492731985002
2010-01,5352.885324765321
2010-02,5275.539246164701
2010-03,5590.272675576081
2010-04,5527.42955147488
2010-05,4926.280008828939
2010-06,4816.458716759673
2010-07,5400.988411812053
2010-08,5294.325355322204
2010-09,5769.209524943804
2010-10,5996.792347701825
2010-11,5702.252514029045
2010-12,6118.445476547326
2011-01,6239.192791539168
2011-02,6508.573575101481
2011-03,6350.079994341596
2011-04,6799.623330255656
2011-05,6651.90042382613
2011-06,6460.385850672212
2011-07,6464.751110495106
2011-08,5992.635816683282
2011-09,5466.267043640154
2011-10,6125.252452327687
2011-11,5959.914369801825
2011-12,5964.2999059757285
2012-01,6174.87825299824
2012-02,6497.273715069411
2012-03,6419.802433562426
2012-04,6502.208866677395
2012-05,5756.929464025249
2012-06,6165.557203846755
2012-07,6237.718796838923
2012-08,6448.74961077061
2012-09,6600.807039922799
2012-10,6642.806124008643
2012-11,6737.711093882192
2012-12,6876.909783921122
2013-01,7143.172012457233
2013-02,6965.409095187723
2013-03,7048.241528391102
2013-04,7265.401676328937
2013-05,7275.002751349185
2013-06,6896.873118163739
2013-07,7351.317659722717
2013-08,7320.356744756357
2013-09,7728.186586929627
2013-10,7998.8609454446
2013-11,8080.288857885587
2013-12,8301.30603961417
2014-01,7944.727314123224
2014-02,8503.006334366597
2014-03,8233.285177655815
2014-04,8606.557897022485
2014-05,8677.096634147163
2014-06,8732.419648087418
2014-07,8622.079854153146
2014-08,8655.10052176755
2014-09,8204.186519189978
2014-10,8011.824656225387
2014-11,8074.483169920082
2014-12,7857.156442658191
2015-01,7777.692672615585
2015-02,8266.271170224782
2015-03,7782.90175095682
2015-04,8321.682642152553
2015-05,8312.629045618896
2015-06,8016.2903887531675
2015-07,8155.130236874318
2015-08,7549.68774855799
2015-09,7213.58688128156
2015-10,7739.22134191374
2015-11,7563.409559809139
2015-12,7266.840998804332
2016-01,6828.775427573171
2016-02,6770.561874774443
2016-03,7098.466230903666
2016-04,7344.3068413676765
2016-05,7309.667508008063
2016-06,7047.360596803229
2016-07,7242.330230845827
2016-08,7255.052694264249
2016-09,7328.723299393217
2016-10,6951.379949621475
2016-11,6975.63676402229
2016-12,7264.233236993356
2017-01,7357.991939408627
2017-02,7506.415588086121
2017-03,7631.687573034244
2017-04,7790.30736
2017-05,8151.407555
2017-06,7993.433138
2017-07,8199.651654
2017-08,8137.589928
2017-09,8407.499928
2017-10,8458.650545
2017-11,8469.35618
2017-12,8889.679108
2018-01,9160.252386
2018-02,8575.635803
2018-03,8546.429371
2018-04,8959.333176536365
2018-05,8885.13920577232
2018-06,8799.627793360083
2018-07,8876.61398786559
2018-08,8505.502570036377
2018-09,8654.53602041748
2018-10,8070.122408505867
2018-11,7936.724274214889
2018-12,7636.318534469822
2019-01,8177.576297402562
2019-02,8456.44000826408
2019-03,8546.13623375951
2019-04,8738.81514084388
2019-05,8215.278259394563
2019-06,8625.402677788079
2019-07,8469.930757852235
2019-08,8074.957022840923
2019-09,8411.64439559637
2019-10,8647.76254711194
2019-11,8796.91755356149
2019-12,9250.074193804758
2020-01,8899.671779421344
2020-02,7838.3900110381555
2020-03,6586.813438905649
2020-04,6925.46798110935
2020-05,6999.047681466621
2020-06,7100.171028060116
2020-07,7200.057372061488
2020-08,7455.685426391038
2020-09,7084.234030807686
2020-10,6726.633882153376
2020-11,7855.954034535199
2020-12,8285.221483266321
2021-01,8265.408222713053
2021-02,8562.933888925767
2021-03,8798.73745746357
2021-04,9184.443563021598
2021-05,9553.460252590212
2021-06,9324.34431629447
2021-07,9409.197638245685
2021-08,9489.761944663285
2021-09,9297.392698817039
2021-10,9670.417494063468
2021-11,9152.555110731058
2021-12,9820.616462861255
2022-01,9908.641144658968
2022-02,9986.610837641083
2022-03,10000.419631385517
2022-04,9631.106107524323
2022-05,9797.011963993047
2022-06,8953.159020224388
2022-07,9287.538970664309
2022-08,8764.021630297215
2022-09,7989.419882010646
2022-10,8471.149247499052
2022-11,9383.167172237574
2022-12,9346.156717429421
2023-01,9954.647723346607
2023-02,9979.468229378092
2023-03,9917.270910758942
2023-04,10444.349357559347
2023-05,9758.533561201299
2023-06,10134.93862721498
