Date,BAHRAIN DOMESTIC
2014-01,223.51371217453178
2014-02,228.373289588715
2014-03,214.2588453772355
2014-04,213.78073542516523
2014-05,205.03918754727448
2014-06,203.0831410540407
2014-07,198.28528554770293
2014-08,199.1671008450649
2014-09,194.29411715013237
2014-10,185.28396373119713
2014-11,172.65496452439015
2014-12,149.74357016618066
2015-01,142.74558928521986
2015-02,153.91060779455535
2015-03,143.15449478053054
2015-04,163.85242681828078
2015-05,159.33314204501082
2015-06,162.74831161058523
2015-07,159.30158157327975
2015-08,143.22750890832202
2015-09,140.89145282209745
2015-10,136.40875258179955
2015-11,120.79866121901517
2015-12,123.67735089434318
2016-01,116.41453441349954
2016-02,116.59555803392126
2016-03,114.36573603271121
2016-04,114.14176287504016
2016-05,117.21759255637276
2016-06,113.65689005584557
2016-07,120.79713093351093
2016-08,115.87731565308059
2016-09,118.38221552931796
2016-10,115.6612389351235
2016-11,111.93264528615019
2016-12,118.59639130480306
2017-01,113.03562756445862
2017-02,115.31319388709578
2017-03,123.77112582770906
2017-04,127.3132
2017-05,128.448448
2017-06,125.724472
2017-07,125.888465
2017-08,124.243557
2017-09,121.385307
2017-10,118.810469
2017-11,119.08411
2017-12,118.028006
2018-01,124.229814
2018-02,128.813416
2018-03,125.597933
2018-04,120.91730743376111
2018-05,120.5047203069181
2018-06,120.18129535226318
2018-07,132.82642008788977
2018-08,129.6219358938887
2018-09,131.53826201689404
2018-10,127.8137402127706
2018-11,126.0266213252524
2018-12,123.6209199786388
2019-01,133.38565243961816
2019-02,140.6050020099965
2019-03,148.37008209268802
2019-04,160.2748236726381
2019-05,158.45166208834732
2019-06,164.00112607382422
2019-07,179.31097283464155
2019-08,176.18251160042192
2019-09,170.4606432418289
2019-10,171.93576332159162
2019-11,173.13909677761686
2019-12,194.0194063748038
2020-01,203.28844672295273
2020-02,198.31660697383748
2020-03,149.72263854694586
2020-04,146.07602457143776
2020-05,139.37133305155862
2020-06,137.718902872625
2020-07,142.9673604372701
2020-08,165.5075090789977
2020-09,174.68770181146772
2020-10,174.38777164896274
2020-11,180.04602917321753
2020-12,178.76651430469846
2021-01,172.79331405838758
2021-02,174.16528978639886
2021-03,171.5898986110403
2021-04,177.22795909294558
2021-05,184.2612731540094
2021-06,199.9935045247892
2021-07,200.67990118734616
2021-08,213.74014446418198
2021-09,228.64546016012642
2021-10,232.6193054409301
2021-11,220.9056162432519
2021-12,228.41105072855973
2022-01,226.76656029178264
2022-02,252.09637692003778
2022-03,271.7226058047656
2022-04,279.1433090632311
2022-05,253.00578056508496
2022-06,240.65853633580699
2022-07,262.3339772935407
2022-08,260.3791401502006
2022-09,259.509709321642
2022-10,258.72665934343104
2022-11,260.42556643825696
2022-12,269.70803346177127
2023-01,277.6526605794398
2023-02,280.3443794012221
2023-03,276.09226944159457
2023-04,279.32032531283727
2023-05,305.7312009322225
2023-06,300.4574725270728
