Date,COLOMBIA
2010-10,2432.1777147037924
2010-11,2112.792815656933
2010-12,2177.12133810429
2011-01,2131.6583330927556
2011-02,2081.0020471808293
2011-03,2182.237212379378
2011-04,2282.7847500928365
2011-05,2336.102366145171
2011-06,2310.9538438533855
2011-07,2244.5887514171254
2011-08,2249.071700222931
2011-09,2022.730857786629
2011-10,2158.1078503482886
2011-11,1999.0989742091833
2011-12,2067.744055195574
2012-01,2261.4850455414557
2012-02,2429.9914797807673
2012-03,2441.5804478393297
2012-04,2643.6285386014824
2012-05,2444.7973428353807
2012-06,2439.3692105249065
2012-07,2485.403813524845
2012-08,2420.8770358770403
2012-09,2495.3959956261037
2012-10,2645.1242313215826
2012-11,2606.467602168717
2012-12,2809.9217228228567
2013-01,2865.8433074678323
2013-02,2712.2655536204747
2013-03,2625.725943785276
2013-04,2527.624971607508
2013-05,2348.821722396351
2013-06,2277.900950110467
2013-07,2408.484438334914
2013-08,2411.921013525314
2013-09,2492.3389206126226
2013-10,2499.067772903685
2013-11,2266.278619799134
2013-12,2215.9363829931444
2014-01,1938.6727217104108
2014-02,2013.1563361287272
2014-03,2329.490616953984
2014-04,2396.921999792029
2014-05,2397.1612031917875
2014-06,2512.8585878535127
2014-07,2515.7351545125016
2014-08,2568.216225800942
2014-09,2304.6431180464606
2014-10,2217.7852917097034
2014-11,1924.4680765394885
2014-12,1777.1497776456133
2015-01,1614.6575486701204
2015-02,1560.328007659772
2015-03,1437.2773239514604
2015-04,1672.5098142659504
2015-05,1467.9552429251635
2015-06,1487.1066052024971
2015-07,1341.317950513319
2015-08,1177.4458311049618
2015-09,1141.719886927106
2015-10,1232.9552113936381
2015-11,1031.146265687638
2015-12,1034.3659379483686
2016-01,1010.8967851512712
2016-02,1061.3731813733557
2016-03,1266.9544807759094
2016-04,1344.5638040577828
2016-05,1190.4146763843466
2016-06,1303.0656953155512
2016-07,1227.204863281667
2016-08,1344.4297671820377
2016-09,1339.0229071777442
2016-10,1321.8450487533291
2016-11,1211.7959455174223
2016-12,1308.293310593008
2017-01,1354.7745148782203
2017-02,1316.5568101433046
2017-03,1382.9020289922846
2017-04,1366.30629
2017-05,1443.665508
2017-06,1417.266539
2017-07,1461.018515
2017-08,1498.288682
2017-09,1509.369664
2017-10,1374.155038
2017-11,1411.105268
2017-12,1521.426093
2018-01,1693.827335
2018-02,1572.676831
2018-03,1595.358167
2018-04,1758.5916358209622
2018-05,1683.4590367113499
2018-06,1703.5879173050455
2018-07,1672.9135236823513
2018-08,1612.9724670259673
2018-09,1662.125546980497
2018-10,1424.818896283445
2018-11,1399.3486099448762
2018-12,1347.4503872454281
2019-01,1529.3963610606709
2019-02,1615.5980307484645
2019-03,1682.1024707115187
2019-04,1641.6431337812037
2019-05,1490.6330586604768
2019-06,1643.743130081706
2019-07,1613.4507062813877
2019-08,1551.3925586486098
2019-09,1543.6855339925582
2019-10,1656.4608954744392
2019-11,1570.5144740475037
2019-12,1768.1628820840685
2020-01,1638.876736733186
2020-02,1506.1310253452248
2020-03,890.2431656234195
2020-04,959.7003716876682
2020-05,981.8138861605961
2020-06,979.9387419968077
2020-07,1033.116297210833
2020-08,1065.7849403692053
2020-09,967.9666485487484
2020-10,956.9942327161735
2020-11,1154.1039639349226
2020-12,1440.3828011884284
2021-01,1238.8362104965684
2021-02,1260.988057214976
2021-03,1192.419660423262
2021-04,1109.5367976853
2021-05,1096.473488348965
2021-06,1158.1967069567222
2021-07,1119.7429862531355
2021-08,1237.8541232165935
2021-09,1277.3676823176183
2021-10,1312.5422354987847
2021-11,1206.0585890867467
2021-12,1243.335357199835
2022-01,1374.6465862927816
2022-02,1448.9393940111463
2022-03,1665.0874373030701
2022-04,1491.968001621555
2022-05,1691.671469613279
2022-06,1205.1161266329823
2022-07,1191.058285403096
2022-08,1114.2014539648446
2022-09,984.4026081723965
2022-10,1063.6468054478235
2022-11,1097.7453718778158
2022-12,1180.9423567003157
2023-01,1229.2179844658606
2023-02,1028.690946881807
2023-03,1026.3284020105382
2023-04,1081.9567012932605
2023-05,1012.6048479757494
2023-06,1154.9027196115107
