Date,MSCI CZECH REPUBLIC
2021-01,869.5048332394131
2021-02,897.505538484279
2021-03,900.6837990203178
2021-04,952.3396712775874
2021-05,1053.6489049773907
2021-06,1031.8080151965391
2021-07,1072.473480149528
2021-08,1157.107869985803
2021-09,1196.907617784832
2021-10,1184.808123686761
2021-11,1191.6353157556491
2021-12,1349.6917905095245
2022-01,1347.6255741143318
2022-02,1308.5770730314684
2022-03,1391.7332355448252
2022-04,1367.6218062701344
2022-05,1442.3849750683917
2022-06,1351.1838027997783
2022-07,1362.1108321911586
2022-08,1237.5734273708915
2022-09,1104.8347363446387
2022-10,1111.7475338413765
2022-11,1173.4342809893997
2022-12,1185.5154447301575
2023-01,1388.5722888094465
2023-02,1532.844385684299
2023-03,1576.5354404196898
2023-04,1713.510043949734
2023-05,1475.0902839294022
2023-06,1562.2638873191133
