Date,MSCI HUNGARY
2007-09,1500.2429218615132
2007-10,1473.9193011307727
2007-11,1391.5680428910623
2007-12,1407.8045168712401
2008-01,1235.7617912815278
2008-02,1234.6953837646472
2008-03,1215.0441069549072
2008-04,1283.8723530768673
2008-05,1348.3281570407894
2008-06,1255.7381799158854
2008-07,1384.6794510102147
2008-08,1234.315823510615
2008-09,1015.6032434108072
2008-10,575.3478248233422
2008-11,525.430917947711
2008-12,541.6018900131679
2009-01,403.7105294577241
2009-02,339.51780831325874
2009-03,385.5131062437455
2009-04,490.76566513787117
2009-05,624.5589624573377
2009-06,654.147699472095
2009-07,766.8410345913979
2009-08,866.0007508642796
2009-09,929.1695699433052
2009-10,940.903916814465
2009-11,973.9658090749843
2009-12,961.9383689601259
2010-01,968.8064061464985
2010-02,919.7467663640964
2010-03,1083.3046955250775
2010-04,1087.082354851538
2010-05,842.3748997805066
2010-06,755.7092873633165
2010-07,857.148322223348
2010-08,824.6816590852652
2010-09,960.0019969541845
2010-10,1007.3044309015903
2010-11,805.6372034492695
2010-12,869.8295136714071
2011-01,970.2642141581368
2011-02,1010.4709399326432
2011-03,1045.4704032924471
2011-04,1169.3592748540145
2011-05,1085.5130639836864
2011-06,1063.6791465246877
2011-07,985.6996179516449
2011-08,819.1264361450711
2011-09,591.1560233496392
2011-10,667.0806895972898
2011-11,643.0925696492723
2011-12,577.165206733916
2012-01,705.2254140492748
2012-02,750.5908418634473
2012-03,708.481830691215
2012-04,712.3840356369099
2012-05,559.8439536482505
2012-06,656.6699910544703
2012-07,652.7686734834607
2012-08,663.2805963699865
2012-09,719.4848562938367
2012-10,760.2989257256169
2012-11,731.2691896930355
2012-12,708.7101568771329
2013-01,787.5746674599283
2013-02,737.9395461973378
2013-03,661.6717834304754
2013-04,719.4066616632159
2013-05,753.1907647293831
2013-06,748.8743698226135
2013-07,725.4863352567706
2013-08,681.4701980969176
2013-09,712.3706053209954
2013-10,717.1623493707411
2013-11,673.7550222543734
2013-12,667.479983756178
2014-01,638.3475738226125
2014-02,600.1887153977831
2014-03,609.3399759376722
2014-04,606.6000712451333
2014-05,683.4868495423433
2014-06,637.212425266204
2014-07,565.8264262587275
2014-08,564.8508080015804
2014-09,555.4321669513226
2014-10,539.8462218101649
2014-11,539.9727628616193
2014-12,484.3004367194667
2015-01,451.73346447947733
2015-02,513.7602600010106
2015-03,552.1746267470579
2015-04,666.4087922713501
2015-05,625.0960449576555
2015-06,612.7506342079491
2015-07,642.8156090942664
2015-08,602.0666705802549
2015-09,592.511649878343
2015-10,609.5110139033591
2015-11,652.6800952361078
2015-12,660.1302394055955
2016-01,674.3565264520945
2016-02,651.5780825999544
2016-03,774.3402804213097
2016-04,799.984063822926
2016-05,761.3268302014914
2016-06,738.1424414576603
2016-07,798.2974121666817
2016-08,820.3110515974074
2016-09,817.9104201441966
2016-10,870.8603842440447
2016-11,830.3755610146569
2016-12,893.615029871539
2017-01,932.6029048998724
2017-02,906.7680138859807
2017-03,893.05021666805
2017-04,929.649618
2017-05,1030.896908
2017-06,1066.066639
2017-07,1146.210925
2017-08,1232.710551
2017-09,1167.962482
2017-10,1226.295356
2017-11,1193.598718
2017-12,1250.605263
2018-01,1347.908393
2018-02,1244.566048
2018-03,1238.088174
2018-04,1227.7009886290912
2018-05,1056.5081697441249
2018-06,1059.7996728494004
2018-07,1086.442407707351
2018-08,1103.5564489884366
2018-09,1109.078086962404
2018-10,1080.4530874760565
2018-11,1175.6454212255735
2018-12,1174.0283368706619
2019-01,1239.880374553554
2019-02,1228.755397344423
2019-03,1244.601903728813
2019-04,1260.2139592559881
2019-05,1203.5041728470428
2019-06,1193.9922335646352
2019-07,1196.0907821497312
2019-08,1137.1575271285947
2019-09,1147.2382856394904
2019-10,1261.9672199576787
2019-11,1278.1354449042105
2019-12,1401.6832817033542
2020-01,1252.0349903364136
2020-02,1163.7919872094499
2020-03,854.8473582942347
2020-04,911.6585722370226
2020-05,974.1580219573231
2020-06,977.0270486894434
2020-07,1016.7778243361388
2020-08,991.4958478734716
2020-09,889.6408466939389
2020-10,879.6241741835706
2020-11,1114.499003686228
2020-12,1238.2965080463377
2021-01,1291.7798224193314
2021-02,1281.6518979753005
2021-03,1243.026459695924
2021-04,1260.0894311822701
2021-05,1461.6332393412954
2021-06,1427.1082710059604
2021-07,1439.7437312117781
2021-08,1587.164471686345
2021-09,1536.8932624803713
2021-10,1574.153912522395
2021-11,1432.66507429904
2021-12,1388.16629950107
2022-01,1516.934678758217
2022-02,1117.3627243452238
2022-03,1119.2065417040658
2022-04,981.8262377007455
2022-05,847.1515057031022
2022-06,825.3161868036148
2022-07,835.7266899041115
2022-08,830.3385682205748
2022-09,701.8079089757588
2022-10,806.0706887421624
2022-11,952.6388173892982
2022-12,956.7528517190079
2023-01,1032.4289385510604
2023-02,1028.843500043401
2023-03,984.2140353897855
2023-04,1081.5111213644304
2023-05,1117.097791896172
2023-06,1227.957978488938
