Date,MSCI OMAN
2011-09,930.2623236818824
2011-10,950.9347196331348
2011-11,919.1846105350266
2011-12,990.236859186892
2012-01,959.1634875662152
2012-02,997.5729800265213
2012-03,978.958998700159
2012-04,989.9438219307403
2012-05,922.376939894562
2012-06,929.6368880935263
2012-07,856.6188702419346
2012-08,887.9176952993136
2012-09,898.4632203940032
2012-10,920.6489278820085
2012-11,900.6565368693605
2012-12,925.5835338136375
2013-01,926.0642350463485
2013-02,954.2231365494424
2013-03,977.8970609028024
2013-04,1004.4410801102842
2013-05,1048.801294727607
2013-06,1009.8652904959139
2013-07,1034.4840709358134
2013-08,1064.9134206434367
2013-09,1058.174052709197
2013-10,1040.8626276608281
2013-11,1040.7945315034583
2013-12,1072.6971718847685
2014-01,1095.8393088232413
2014-02,1116.7591265011458
2014-03,1104.16840394804
2014-04,1085.9945405799872
2014-05,1130.900794849556
2014-06,1166.4049423658705
2014-07,1202.2520569746835
2014-08,1243.833602109893
2014-09,1279.6303169276905
2014-10,1200.6495404580037
2014-11,1175.1067230789934
2014-12,1079.8136675315461
2015-01,1121.1862988050934
2015-02,1115.4442002359153
2015-03,1094.5889937121783
2015-04,1102.3811465752617
2015-05,1122.4111089016067
2015-06,1139.0205502389535
2015-07,1163.6764904855447
2015-08,1055.287434524637
2015-09,1058.4046032894428
2015-10,1074.199089274165
2015-11,1001.0258495935542
2015-12,978.6292232208383
2016-01,879.1646253550446
2016-02,948.6763372077187
2016-03,971.2291525098987
2016-04,1064.6935846217232
2016-05,1033.0843884289914
2016-06,1030.3731689911804
2016-07,1057.154252598266
2016-08,1031.6621187885069
2016-09,1044.2761485187557
2016-10,1000.4700980637509
2016-11,997.472793165455
2016-12,1064.808780483179
2017-01,1042.6373320419411
2017-02,1022.2773762119194
2017-03,992.3386794447913
2017-04,1010.007068
2017-05,981.620065
2017-06,913.299373
2017-07,904.498705
2017-08,942.03
2017-09,971.983133
2017-10,952.800956
2017-11,966.843974
2017-12,947.813585
2018-01,949.999007
2018-02,948.791075
2018-03,924.314334
2018-04,911.635843833177
2018-05,909.6354947435615
2018-06,876.2115558756099
2018-07,837.4009566901366
2018-08,886.6515966924129
2018-09,958.7522547078037
2018-10,944.2422965193571
2018-11,965.7041150495829
2018-12,937.3261336582189
2019-01,912.1426748337709
2019-02,912.0858240941246
2019-03,953.2896676613925
2019-04,947.8003544785332
2019-05,962.1409518208916
2019-06,936.1089553593935
2019-07,941.042840824033
2019-08,1022.4450657532525
2019-09,1005.4200879108129
2019-10,1007.5962998618417
2019-11,1012.8781636569596
2019-12,995.1056380727958
2020-01,1010.518902457653
2020-02,1034.41260187994
2020-03,884.6721870485129
2020-04,921.1445371392409
2020-05,951.3539957650698
2020-06,943.818698409851
2020-07,941.9220371643703
2020-08,1041.7989363623626
2020-09,977.5970611178927
2020-10,962.3440891437043
2020-11,1039.0610094054578
2020-12,1069.2747118468828
2021-01,1105.091184439652
2021-02,1112.6090105891938
2021-03,1204.7517007006397
2021-04,1237.054380241726
2021-05,1243.167814997449
2021-06,1314.269744137951
2021-07,1359.713513371952
2021-08,1336.6422276811488
2021-09,1337.5384701110054
2021-10,1434.539443334731
2021-11,1398.6922255020163
2021-12,1427.7033560488417
2022-01,1538.4872420158201
2022-02,1533.9298504918954
2022-03,1694.824306184874
2022-04,1729.0961040420748
2022-05,1733.6664473001733
2022-06,1736.6351588861517
2022-07,1914.8844610836222
2022-08,1929.0753390521152
2022-09,1837.7259469341732
2022-10,1803.673468960258
2022-11,1802.8969093100511
2022-12,1827.5337101380317
2023-01,1811.7215182562743
2023-02,1855.6998068817313
2023-03,1955.8895052871217
2023-04,1925.7457543974356
2023-05,1878.3664870560456
2023-06,1959.1570660090822
