Date,MSCI KENYA
2010-12,909.3813710489384
2011-01,898.8768379700562
2011-02,870.5872352856519
2011-03,824.2411513135038
2011-04,895.198268432577
2011-05,874.7901687183983
2011-06,817.9144467216782
2011-07,742.5065419164283
2011-08,646.2399901795566
2011-09,554.3603587919894
2011-10,587.8071659090425
2011-11,603.3560058275391
2011-12,665.3254764574921
2012-01,702.9966335215684
2012-02,756.3532577516202
2012-03,810.5782057927128
2012-04,840.9554479363844
2012-05,841.0830480995785
2012-06,884.9035462658836
2012-07,902.2476436727178
2012-08,934.7488081846653
2012-09,981.730696672351
2012-10,1040.0912700622532
2012-11,1035.7240627845556
2012-12,1082.8817798719006
2013-01,1180.412250067875
2013-02,1243.1261525312116
2013-03,1393.9729250813714
2013-04,1436.2376203919634
2013-05,1573.3875353841543
2013-06,1398.341968415796
2013-07,1471.137934879379
2013-08,1400.7925681898923
2013-09,1581.5537907603295
2013-10,1663.180766670887
2013-11,1695.4971078471033
2013-12,1605.1451684235487
2014-01,1527.008436259444
2014-02,1581.3508836743586
2014-03,1652.8162452757967
2014-04,1796.6944428424838
2014-05,1801.6866129318366
2014-06,1840.1976631400478
2014-07,1863.3118625565107
2014-08,1894.6768666710473
2014-09,1952.8800798798839
2014-10,1887.0191624338936
2014-11,1977.449448928382
2014-12,1986.9849239145997
2015-01,2009.4328388008753
2015-02,2103.3647234395603
2015-03,2130.9678854177087
2015-04,2099.817317911622
2015-05,1918.5330126467602
2015-06,1899.8309069800086
2015-07,1653.0889003419982
2015-08,1558.194747386582
2015-09,1660.2648874796216
2015-10,1586.9222639132752
2015-11,1632.0616760715825
2015-12,1628.2923701249065
2016-01,1553.3502656206342
2016-02,1632.0942884763717
2016-03,1741.9927227812343
2016-04,1760.3932034082563
2016-05,1736.3116974267327
2016-06,1697.4542948771193
2016-07,1744.932728929438
2016-08,1623.0396190985068
2016-09,1761.276060199098
2016-10,1744.0514997043597
2016-11,1717.4687565908846
2016-12,1657.0569377726883
2017-01,1489.3010323161525
2017-02,1505.3406001661442
2017-03,1647.615931830913
2017-04,1705.591987
2017-05,1972.634569
2017-06,1994.834214
2017-07,2122.897317
2017-08,2255.891801
2017-09,2169.76442
2017-10,2150.124034
2017-11,2321.508871
2017-12,2264.756512
2018-01,2486.099542
2018-02,2522.284544
2018-03,2766.598809
2018-04,2597.99181076685
2018-05,2509.24782604915
2018-06,2540.50631155269
2018-07,2524.0887212289595
2018-08,2439.770466471389
2018-09,2211.327710890062
2018-10,2085.92397198742
2018-11,2136.809458712911
2018-12,1989.9645336803922
2019-01,2241.1711336501367
2019-02,2342.5078749088425
2019-03,2443.8108751840323
2019-04,2509.6463839751323
2019-05,2392.827717863727
2019-06,2385.3538655559
2019-07,2345.9552456355227
2019-08,2376.4873774519165
2019-09,2436.2890033746885
2019-10,2765.03761357238
2019-11,2773.8764219595882
2019-12,2978.566132150091
2020-01,2929.1318713310993
2020-02,2648.170067263365
2020-03,2239.063681767639
2020-04,2398.509847636366
2020-05,2360.007844380989
2020-06,2364.812686641413
2020-07,2268.5319780068257
2020-08,2505.96571576566
2020-09,2503.7786026988224
2020-10,2489.236651836232
2020-11,2578.147774731058
2020-12,2710.1453255080746
2021-01,2734.590919738425
2021-02,2954.0885512450704
2021-03,2879.298916302259
2021-04,3156.3598755335097
2021-05,3266.1303661190145
2021-06,3320.3950885910012
2021-07,3380.7703413967556
2021-08,3481.589034428228
2021-09,3391.4557186671927
2021-10,3383.8108342733876
2021-11,3042.5155261806376
2021-12,3097.3082233659306
2022-01,2997.693494708249
2022-02,2921.3184826310976
2022-03,2825.098661398034
2022-04,2736.2563450291536
2022-05,2294.9226014481874
2022-06,2176.635780565497
2022-07,2527.3797850211417
2022-08,2423.9755864672147
2022-09,2225.63074647169
2022-10,2271.384571667025
2022-11,2194.7917538055167
2022-12,2155.2650536070964
2023-01,2105.359266297719
2023-02,2081.68711688804
2023-03,1757.103713359831
2023-04,1617.3773709151242
2023-05,1539.1661333341165
2023-06,1571.4333953545172
