Date,MSCI KOREA
1998-10,59.82510653224128
1998-11,71.03061778670748
1998-12,97.35364244754223
1999-01,100.6130094446227
1999-02,89.29381631533049
1999-03,105.31533253844398
1999-04,133.29710920736875
1999-05,133.56112663153414
1999-06,173.17736769339277
1999-07,180.2320991934144
1999-08,183.6541349863601
1999-09,156.554834137149
1999-10,158.47656895209
1999-11,193.06328024081324
1999-12,187.3242469882294
2000-01,189.8100737148961
2000-02,162.69788623503106
2000-03,182.74586896237147
2000-04,161.85005975217555
2000-05,159.51120838285917
2000-06,181.89002839981262
2000-07,152.71069771770124
2000-08,147.86219820172713
2000-09,129.4694128242949
2000-10,104.98832069036818
2000-11,98.10209703920447
2000-12,94.37100662324222
2001-01,120.34218008444122
2001-02,111.7912020053805
2001-03,96.68562105206635
2001-04,110.21777101855628
2001-05,118.56463022761824
2001-06,111.87309499619377
2001-07,103.89902441969139
2001-08,107.34107062095451
2001-09,89.9024831142685
2001-10,103.99649278179379
2001-11,130.33018340659825
2001-12,140.33860884603297
2002-01,151.2685710587633
2002-02,166.81709889284448
2002-03,181.9135135845536
2002-04,181.90985291195776
2002-05,182.51814949553196
2002-06,175.75923834506787
2002-07,171.13899810487828
2002-08,171.87820876794137
2002-09,147.4980043046204
2002-10,154.7436172487617
2002-11,174.49334365215563
2002-12,152.44111979912176
2003-01,145.82795106896364
2003-02,139.40274889788515
2003-03,126.24722728371006
2003-04,144.17460889116836
2003-05,153.00623024450337
2003-06,165.09398767735456
2003-07,183.14020472386974
2003-08,193.71716746661053
2003-09,181.26554765838318
2003-10,201.9439907979785
2003-11,201.5917751531944
2003-12,207.23122521868342
2004-01,229.05429068035977
2004-02,237.54671635795532
2004-03,246.8269192161416
2004-04,231.17188808374473
2004-05,215.86972694513776
2004-06,210.61390932779483
2004-07,193.49860306512517
2004-08,211.83579230076
2004-09,219.48797136935417
2004-10,223.8559683478531
2004-11,247.7953648891659
2004-12,254.6010399989457
2005-01,273.53220093114396
2005-02,302.31490475347385
2005-03,285.48935508209706
2005-04,271.5939958923071
2005-05,284.92617968377044
2005-06,285.752215091116
2005-07,321.08348551016735
2005-08,310.8651147278547
2005-09,348.6299331314729
2005-10,327.9007624199362
2005-11,366.65975479547626
2005-12,402.2792866301563
2006-01,438.4831066593982
2006-02,426.1660016243474
2006-03,424.40933106544736
2006-04,453.2088401682128
2006-05,418.6861024133151
2006-06,411.81377619716784
2006-07,411.1702941287364
2006-08,421.3606339320465
2006-09,434.34451495645794
2006-10,432.513373215833
2006-11,456.6806044261369
2006-12,455.34743461372955
2007-01,435.3872653940018
2007-02,454.8341209367079
2007-03,469.1930498303567
2007-04,497.6385486019926
2007-05,538.8192514900657
2007-06,554.9621816253281
2007-07,616.1175154542026
2007-08,588.7258013389976
2007-09,632.6089439996074
2007-10,677.4888267509576
2007-11,612.923431131861
2007-12,603.7119778935182
2008-01,521.4570536831501
2008-02,550.3893700460526
2008-03,526.7876745098332
2008-04,564.6870361775398
2008-05,554.7763643120791
2008-06,486.83742543969464
2008-07,479.0016909215887
2008-08,412.8909925375444
2008-09,368.9502869009095
2008-10,272.57235496088134
2008-11,226.38598231271902
2008-12,271.25184664769336
2009-01,260.6602083016666
2009-02,214.49169473291735
2009-03,271.0655002235743
2009-04,329.14149482387097
2009-05,342.5991335512401
2009-06,339.18021218495045
2009-07,402.3163899929339
2009-08,407.0479225118718
2009-09,456.1291656143918
2009-10,427.49576499925877
2009-11,430.85488944163575
2009-12,466.72789241035883
2010-01,446.42183322521515
2010-02,444.0366697248082
2010-03,485.5341050169546
2010-04,512.9646896449643
2010-05,444.678313330659
2010-06,448.77721574219515
2010-07,482.71728796872566
2010-08,470.25830214336315
2010-09,526.0121472460352
2010-10,534.0383337231078
2010-11,534.2695039682396
2010-12,593.4498225447772
2011-01,609.1432018477324
2011-02,571.4652007724078
2011-03,638.3092453928829
2011-04,680.32235851883
2011-05,656.8135475214243
2011-06,644.1356878787979
2011-07,655.6269997583906
2011-08,567.7962287414973
2011-09,494.3892830099621
2011-10,568.9308336260324
2011-11,532.7908252035077
2011-12,523.6393989916182
2012-01,578.9002573430212
2012-02,607.7089372312934
2012-03,604.5714859564052
2012-04,605.4337514083525
2012-05,536.6949350974725
2012-06,552.4269667285984
2012-07,572.4266017190024
2012-08,567.5135421638937
2012-09,606.9678824704843
2012-10,589.3972758805378
2012-11,604.9909658042609
2012-12,636.099118301855
2013-01,612.5419541924222
2013-02,643.1836449365347
2013-03,615.6591210045125
2013-04,600.9092117502473
2013-05,603.7315139524295
2013-06,554.3699022869929
2013-07,574.8488646287474
2013-08,596.6451501614935
2013-09,637.0468779277755
2013-10,665.4968523340582
2013-11,673.8049469086587
2013-12,662.7134420167691
2014-01,626.5095201994407
2014-02,648.351119227968
2014-03,649.6771809997842
2014-04,660.585543319081
2014-05,685.492349705333
2014-06,691.1834689878195
2014-07,703.7153124300128
2014-08,698.2852956923147
2014-09,640.9977655292488
2014-10,620.7772402404336
2014-11,604.9750542801958
2014-12,591.8089376805499
2015-01,606.1832245705639
2015-02,609.8298499374636
2015-03,617.6150045963984
2015-04,658.643455270579
2015-05,621.0709314664908
2015-06,594.7264118948628
2015-07,546.9592405937008
2015-08,515.4780853453004
2015-09,524.5296313036081
2015-10,583.6975015698071
2015-11,563.2185518712483
2015-12,554.5495100417864
2016-01,523.5259666269942
2016-02,511.3543694309048
2016-03,583.4406821944809
2016-04,580.8460707994232
2016-05,553.5979070485868
2016-06,576.3778148524348
2016-07,611.576777470917
2016-08,631.0135470524394
2016-09,639.6287390109947
2016-10,616.2787936421324
2016-11,600.2956287791201
2016-12,605.837664825666
2017-01,652.5873020308854
2017-02,672.7726789949207
2017-03,708.213519349689
2017-04,715.305355
2017-05,773.11046
2017-06,780.895929
2017-07,805.7473
2017-08,785.715079
2017-09,802.09113
2017-10,869.495444
2017-11,869.540827
2017-12,895.435382
2018-01,928.517575
2018-02,869.678916
2018-03,892.07811
2018-04,916.5965476978254
2018-05,868.5788943423814
2018-06,811.0123394064086
2018-07,798.541684412253
2018-08,813.4664957196883
2018-09,817.0131566875236
2018-10,699.8613155094772
2018-11,723.3705698187817
2018-12,712.1900683674556
2019-01,785.6590722366026
2019-02,771.0018158371139
2019-03,747.6106707008822
2019-04,750.6413331993776
2019-05,680.8330807738249
2019-06,741.1353926937294
2019-07,695.3433767897134
2019-08,660.3943772845754
2019-09,708.1486084401766
2019-10,740.5948268826008
2019-11,729.5150543628047
2019-12,805.5145233011807
2020-01,762.7642655000373
2020-02,706.569608809665
2020-03,625.0858529551585
2020-04,676.16014603618
2020-05,691.2770735633462
2020-06,747.7346102710292
2020-07,801.8180850686548
2020-08,818.3731660600989
2020-09,844.0353270818938
2020-10,849.4525255435891
2020-11,1001.3371201345315
2020-12,1169.6691216946786
2021-01,1185.4392876714658
2021-02,1188.0189385845606
2021-03,1191.1257456537328
2021-04,1226.3690123965766
2021-05,1231.6217522811398
2021-06,1249.1943953231405
2021-07,1178.7123847262974
2021-08,1160.4398095560753
2021-09,1084.638492590502
2021-10,1059.6883423936067
2021-11,1011.2596373493532
2021-12,1077.052692040915
2022-01,967.7721370976873
2022-02,975.4585367139289
2022-03,975.2343099391442
2022-04,913.5310175756463
2022-05,930.4751871715939
2022-06,772.1061137248503
2022-07,816.9806270411171
2022-08,789.9097833321136
2022-09,646.0292739736377
2022-10,699.926369739903
2022-11,804.5280974883756
2022-12,765.3412800795172
2023-01,860.1277179240562
2023-02,800.0392658522425
2023-03,839.2313760649245
2023-04,831.4558315250848
2023-05,871.395570909042
2023-06,877.1227038298075
