Date,MAURITIUS
2009-12,914.1963641748005
2010-01,937.9474453715085
2010-02,857.9471798421756
2010-03,859.9202138185182
2010-04,872.8527901670342
2010-05,758.0713259271803
2010-06,816.8343345049246
2010-07,882.7647149307045
2010-08,861.949864979367
2010-09,883.6487132977467
2010-10,948.6652543064275
2010-11,946.9131523873336
2010-12,1009.7026861156104
2011-01,1074.0881241800205
2011-02,1064.4305551748746
2011-03,1081.146598136561
2011-04,1162.5343257812428
2011-05,1154.0598343692102
2011-06,1158.2843800555913
2011-07,1123.878209863399
2011-08,1067.6994956750807
2011-09,1008.0069325295281
2011-10,982.5480407590023
2011-11,968.578021803812
2011-12,991.9793111737692
2012-01,962.4446809362497
2012-02,953.3253720905457
2012-03,971.5619839746128
2012-04,966.6948857294756
2012-05,953.0666295224135
2012-06,918.0010354776665
2012-07,932.0160665667343
2012-08,916.5928857178975
2012-09,926.5279176080732
2012-10,908.6992474765009
2012-11,939.9506766165872
2012-12,1000.585090719091
2013-01,1044.9582520945125
2013-02,1082.3578291605356
2013-03,1104.4340587925856
2013-04,1101.681006468022
2013-05,1119.9977896901148
2013-06,1090.243237608646
2013-07,1115.0572259754745
2013-08,1143.357079764199
2013-09,1163.7365938851985
2013-10,1216.1082845555268
2013-11,1232.0091083163907
2013-12,1263.7035932746091
2014-01,1237.2147337766742
2014-02,1279.7913148366545
2014-03,1289.4746150264857
2014-04,1304.6194780834035
2014-05,1308.6277601363527
2014-06,1295.359695571
2014-07,1302.3636855646118
2014-08,1260.0505203471887
2014-09,1252.9719367941518
2014-10,1237.5448175512843
2014-11,1209.020641964988
2014-12,1192.2575433325044
2015-01,1161.1591747338998
2015-02,1141.8953955250072
2015-03,1014.884781282762
2015-04,1061.6419750709538
2015-05,1053.8915186004497
2015-06,1111.979993355863
2015-07,1134.2910129973834
2015-08,1061.1185576278976
2015-09,1054.138965540316
2015-10,1029.1902731597454
2015-11,1007.5992937726448
2015-12,978.2775244022403
2016-01,955.6393699315029
2016-02,974.7712231940707
2016-03,1016.524270938301
2016-04,1044.1815345330317
2016-05,1027.8899120278472
2016-06,996.9257080835658
2016-07,1042.0349364331894
2016-08,1023.2084526909828
2016-09,1090.9914005633561
2016-10,1084.0532258698847
2016-11,1064.8862828815602
2016-12,1067.743222106204
2017-01,1100.5531190652052
2017-02,1095.1245492239852
2017-03,1074.9694299135679
2017-04,1118.150709
2017-05,1179.083603
2017-06,1267.401067
2017-07,1321.648481
2017-08,1388.445429
2017-09,1429.330115
2017-10,1376.297545
2017-11,1432.700689
2017-12,1517.590898
2018-01,1379.773701
2018-02,1237.386431
2018-03,1128.266557
2018-04,1199.2636526337387
2018-05,1179.7313568721363
2018-06,1148.6271799782562
2018-07,1145.9884248427832
2018-08,1138.0670001932779
2018-09,1166.2284120330285
2018-10,1182.1824155469574
2018-11,1223.0027596877262
2018-12,1194.599523284826
2019-01,1207.7526176449999
2019-02,1262.8955872812182
2019-03,1190.8765278317585
2019-04,1186.6336549981245
2019-05,1187.6307158302914
2019-06,1214.9461584441055
2019-07,1190.356813546363
2019-08,1249.9404395646266
2019-09,1240.5258483779155
2019-10,1262.0867108709317
2019-11,1289.8356044966142
2019-12,1375.4209410762742
2020-01,1418.3351566346805
2020-02,1370.7626590323994
2020-03,854.0360562735997
2020-04,787.0112513345276
2020-05,888.2570298152084
2020-06,893.7449522811668
2020-07,840.815521616014
2020-08,863.3363145025565
2020-09,806.181895758293
2020-10,773.9349777361568
2020-11,906.4693702199938
2020-12,907.6108032607144
2021-01,895.4989254007343
2021-02,859.304727083816
2021-03,817.8613596887302
2021-04,867.9304970471198
2021-05,929.4027691439674
2021-06,993.3277583725643
2021-07,1067.3578121428345
2021-08,1049.6626757216825
2021-09,1116.36115226556
2021-10,1153.9859979811192
2021-11,1078.4398149765368
2021-12,1146.2439664190929
2022-01,1153.1419946207166
2022-02,1133.042962794063
2022-03,1148.0187795216843
2022-04,1198.0590001997284
2022-05,1132.3279518725578
2022-06,1061.0359322031557
2022-07,980.9181900837732
2022-08,1087.8905461598083
2022-09,1084.8630500895847
2022-10,1126.8275830214868
2022-11,1139.4103258480638
2022-12,1123.8113954002536
2023-01,1085.5184975580128
2023-02,1079.0291018228336
2023-03,1085.1639777397504
2023-04,1082.511041348745
2023-05,1132.6851485897546
2023-06,1129.2455071956429
