Date,MSCI Greece Rebased Index
2012-03,23698.533366965443
2012-04,22172.316355564904
2012-05,15463.260446239688
2012-06,17178.63360411535
2012-07,16837.54015718835
2012-08,18708.610344400597
2012-09,17234.05107518692
2012-10,20115.876650571558
2012-11,21530.434296374046
2012-12,22070.258191504807
2013-01,25145.39729914416
2013-02,25989.065260591222
2013-03,25164.92443441412
2013-04,25187.643337770252
2013-05,23211.171627636468
2013-06,22897.45700888607
2013-07,25543.754527452886
2013-08,26782.66976198621
2013-09,30597.941094530812
2013-10,35597.15702318571
2013-11,34484.01744308978
2013-12,33690.46675668094
2014-01,33634.85172673123
2014-02,39376.18366253163
2014-03,39795.0406558344
2014-04,36093.030402500415
2014-05,35798.78490572583
2014-06,35521.40704346323
2014-07,32561.96754814176
2014-08,32508.402178860688
2014-09,28412.325435774223
2014-10,24202.37805248518
2014-11,24844.97565912493
2014-12,20240.166024891645
2015-01,14325.183471981838
2015-02,17162.1838689262
2015-03,14306.222658778679
2015-04,15710.446664781977
2015-05,15572.455392251764
2015-06,15071.105878909413
2015-07,14944.634114443605
2015-08,9687.455792709581
2015-09,9681.417082843893
2015-10,10677.291196069787
2015-11,7985.270806952284
2015-12,7842.729002442755
2016-01,6180.753302184392
2016-02,5556.044420634753
2016-03,6883.692649132013
2016-04,7101.591805310526
2016-05,7913.386552639645
2016-06,5927.278545812061
2016-07,6306.081570392578
2016-08,6322.384949779202
2016-09,5986.0178005526295
2016-10,6198.786927500735
2016-11,6809.703746863472
2016-12,6908.022324060465
2017-01,6364.022699854961
2017-02,6562.893426165559
2017-03,6669.217758373961
2017-04,7423.774706361578
2017-05,8465.280638196124
2017-06,8937.133270566877
2017-07,9030.99985785019
2017-08,9133.067256856195
2017-09,7856.166279719549
2017-10,7688.501894726836
2017-11,7649.328323656863
2017-12,8921.057120162557
2018-01,9971.028062303867
2018-02,9154.753559233515
2018-03,8320.517430372003
2018-04,9630.699453951514
2018-05,7825.443380951234
2018-06,8151.004951962529
2018-07,8132.695655060769
2018-08,7319.337019457033
2018-09,6717.629958162168
2018-10,6169.683691797799
2018-11,5964.39385304822
2018-12,5650.299903663755
2019-01,5964.66104723959
2019-02,6306.426930183888
2019-03,6372.40075895668
2019-04,6769.199477058843
2019-05,6955.8938048539985
2019-06,7419.002250612628
2019-07,7445.13769911692
2019-08,7049.509609872585
2019-09,7197.277780606333
2019-10,7756.851225406945
2019-11,7885.050309580475
2019-12,8111.755812741131
2020-01,7713.694353880846
2020-02,6011.238295508072
2020-03,4451.17032525657
2020-04,4852.648877603026
2020-05,5078.969469852768
2020-06,4939.533209168082
2020-07,5311.578419750337
2020-08,5443.403192913468
2020-09,5107.885797572585
2020-10,4398.511411591132
2020-11,5748.321487510743
2020-12,5945.832562343475
2021-01,5402.77057042716
2021-03,6035.490196802114
2021-04,6472.543468502152
2021-05,6750.4222976488345
2021-06,6534.118831478124
2021-07,6519.996548580239
2021-08,6886.2425139853
2021-09,6672.91397300436
2021-10,6628.516384609334
2021-11,6187.324849591619
2021-12,6434.453472774335
2022-01,6860.858410556517
2022-02,6727.220215210843
2022-03,6505.393753372181
2022-04,6440.569638366184
2022-05,6262.536279880873
2022-06,5401.853056718029
2022-07,5646.283903904639
2022-08,5530.016906155019
2022-09,5001.0751252646905
2022-10,5696.470464755425
2022-11,6167.10908573603
2022-12,6460.269273846378
2023-01,7255.964113532212
2023-02,7910.048525705721
2023-03,7479.736573021
2023-04,7751.951391354557
2023-05,8425.169856411265
2023-06,9269.589950122794
