Date,MSCI POLAND
2002-07,329.58135696642836
2002-08,355.9661540908443
2002-09,330.8186438471052
2002-10,390.7394902824854
2002-11,400.58947662607983
2002-12,401.00049777419696
2003-01,381.5960864704797
2003-02,367.5149004099767
2003-03,346.77429599426165
2003-04,389.2704302760247
2003-05,424.85995382244556
2003-06,424.9503900866588
2003-07,475.43790169974375
2003-08,540.0705113009947
2003-09,485.2756848512421
2003-10,505.90865863259893
2003-11,481.68750717449547
2003-12,543.2792379471855
2004-01,549.9599141346417
2004-02,572.7377495357614
2004-03,589.0678970380002
2004-04,569.1987623624331
2004-05,575.9720564011933
2004-06,606.4763742836496
2004-07,598.0361358481709
2004-08,610.5094750697962
2004-09,666.4034170253174
2004-10,709.8867091236141
2004-11,772.64541220514
2004-12,877.5027462217413
2005-01,821.2460335255689
2005-02,979.059453771055
2005-03,876.8587283281503
2005-04,774.7014886101204
2005-05,800.4868960587784
2005-06,860.3077263256743
2005-07,924.3509251295458
2005-08,976.9942091694295
2005-09,1098.4907071327232
2005-10,985.6867130959419
2005-11,1040.9542491898947
2005-12,1096.5175302508635
2006-01,1178.3135304069772
2006-02,1181.0956671534002
2006-03,1165.9633363337837
2006-04,1350.8868513821064
2006-05,1193.6306249053887
2006-06,1194.3009469990361
2006-07,1393.840459
2006-08,1284.851242
2006-09,1250.046375
2006-10,1364.657938
2006-11,1507.464985
2006-12,1536.718118
2007-01,1594.876773
2007-02,1499.41407751888
2007-03,1674.400967704902
2007-04,1781.9517436806027
2007-05,1796.3807634173359
2007-06,1905.526518897495
2007-07,1916.4987262897307
2007-08,1814.8604065689976
2007-09,1924.3661484276838
2007-10,2163.2242068776654
2007-11,1996.811993698347
2007-12,1957.600872612907
2008-01,1684.9464716609596
2008-02,1744.538373244962
2008-03,1881.6341647656593
2008-04,1851.738116960888
2008-05,1909.5576977779572
2008-06,1728.9769080312155
2008-07,1953.1526164210852
2008-08,1691.2247866314965
2008-09,1462.5345086553843
2008-10,967.4629862610091
2008-11,852.9201161744019
2008-12,890.8180364010854
2009-01,668.858102313421
2009-02,532.6116629858396
2009-03,610.6993277298137
2009-04,771.3974840226442
2009-05,799.7606529628682
2009-06,836.7250287210419
2009-07,1076.0001521389026
2009-08,1144.396379916108
2009-09,1124.7838132963122
2009-10,1199.382996745962
2009-11,1301.4069360388899
2009-12,1269.469536478339
2010-01,1255.2621364316192
2010-02,1191.8864713105693
2010-03,1323.2950415320486
2010-04,1315.0245087857531
2010-05,1122.32077319311
2010-06,1037.7789537760652
2010-07,1242.326411007465
2010-08,1199.1433420493356
2010-09,1407.3453907628204
2010-10,1474.2962595895965
2010-11,1332.9412911310687
2010-12,1470.847828695183
2011-01,1492.2891526609817
2011-02,1501.382594488117
2011-03,1572.512018003008
2011-04,1737.5333049262329
2011-05,1681.192150863195
2011-06,1637.811469613668
2011-07,1591.7210595028318
2011-08,1391.6164436632976
2011-09,1103.6802035603298
2011-10,1252.8532825626455
2011-11,1131.6901038550338
2011-12,1036.703108818034
2012-01,1193.3293729778316
2012-02,1245.595448352896
2012-03,1218.3376239096801
2012-04,1182.3615063936638
2012-05,981.5002300121789
2012-06,1155.4072678307755
2012-07,1142.4029419539431
2012-08,1205.0002010047697
2012-09,1307.8409496887973
2012-10,1277.1989205296709
2012-11,1347.0328887501032
2012-12,1461.4015963001705
2013-01,1416.3394185426316
2013-02,1363.4796698293483
2013-03,1293.0353819048337
2013-04,1305.6898719550475
2013-05,1349.3760294539893
2013-06,1236.1988626366185
2013-07,1348.4692191381714
2013-08,1381.475299102704
2013-09,1457.592425760053
2013-10,1562.3640344544667
2013-11,1587.1052981448374
2013-12,1514.3604340305642
2014-01,1426.9351463668145
2014-02,1598.24739990062
2014-03,1566.484238232007
2014-04,1560.2436328773908
2014-05,1562.319295268572
2014-06,1553.5807955316714
2014-07,1463.599286612723
2014-08,1491.0282120749423
2014-09,1520.4515922013798
2014-10,1464.5786816627453
2014-11,1437.963845326606
2014-12,1308.4658042726078
2015-01,1259.7119327578491
2015-02,1281.5582501081758
2015-03,1269.1788693956366
2015-04,1401.8266236630177
2015-05,1307.7715152746164
2015-06,1260.6574733270859
2015-07,1221.3049180196397
2015-08,1179.7766118726042
2015-09,1128.0465388713071
2015-10,1115.3645015511606
2015-11,994.3477589163199
2015-12,982.5041159595579
2016-01,913.0040177769353
2016-02,952.6301789161673
2016-03,1118.9130982786069
2016-04,1032.3234926307946
2016-05,948.7151005805472
2016-06,925.0765419683763
2016-07,953.3271552039777
2016-08,970.7604910860101
2016-09,956.4698912188196
2016-10,988.7973051603284
2016-11,914.8388628761014
2016-12,989.2689832057154
2017-01,1092.7265305238489
2017-02,1148.8676595615063
2017-03,1164.8257693689357
2017-04,1298.424886
2017-05,1301.470573
2017-06,1325.723431
2017-07,1414.85421
2017-08,1509.641381
2017-09,1452.388778
2017-10,1499.979283
2017-11,1483.807711
2017-12,1536.385564
2018-01,1671.022635
2018-02,1505.419297
2018-03,1410.760542
2018-04,1429.712334560367
2018-05,1275.2159655629412
2018-06,1247.2414272770661
2018-07,1389.2019115424544
2018-08,1400.1681648020399
2018-09,1385.2671895673068
2018-10,1246.9910548215082
2018-11,1342.3429145594503
2018-12,1344.5379964364492
2019-01,1415.9818734290152
2019-02,1364.5960076656336
2019-03,1336.6948803004152
2019-04,1354.6381653511426
2019-05,1298.301762222547
2019-06,1385.1116901319017
2019-07,1326.7281620514682
2019-08,1210.7923877891735
2019-09,1223.1410915356844
2019-10,1296.3895397222996
2019-11,1239.3990021708207
2019-12,1272.8446023222014
2020-01,1198.2608430105638
2020-02,1010.0902565102264
2020-03,808.6874860817074
2020-04,882.9763826581136
2020-05,955.1775331961434
2020-06,976.9876234173153
2020-07,1041.667072648139
2020-08,1084.0579123457348
2020-09,968.5014579335339
2020-10,813.4097798074271
2020-11,1042.53040497319
2020-12,1128.930844721476
2021-01,1111.3767834242642
2021-02,1082.5693231786606
2021-03,1044.3114334604338
2021-04,1142.1521612466638
2021-05,1298.882102398402
2021-06,1239.830571358609
2021-07,1256.9276421576808
2021-08,1327.0180223464372
2021-09,1259.9197200457845
2021-10,1313.1419790020086
2021-11,1160.0265308038893
2021-12,1229.9268351727462
2022-01,1191.920226654927
2022-02,1050.3126939955623
2022-03,1109.350344518561
2022-04,897.9115077333097
2022-05,927.2921624049917
2022-06,809.023929249302
2022-07,808.4087198447708
2022-08,703.2585958137053
2022-09,609.6853294076866
2022-10,707.2855070634104
2022-11,839.2732463403684
2022-12,900.7942408864532
2023-01,959.6778932999067
2023-02,917.5899764741672
2023-03,891.8427791495071
2023-04,1012.1840900230538
2023-05,972.1993066084415
2023-06,1110.3564422942104
