Date,MSCI CHINA
2005-02,34.23602223724882
2005-03,32.47175095034284
2005-04,32.60533416436787
2005-05,32.92228993079554
2005-06,34.295883576174006
2005-07,36.784056516715246
2005-08,36.986480487669105
2005-09,39.160781644295525
2005-10,35.325094969913394
2005-11,37.81196556024351
2005-12,39.02546753319395
2006-01,44.51688574346843
2006-02,45.91921581537098
2006-03,47.386308121894594
2006-04,49.86914923648926
2006-05,47.29759192625755
2006-06,48.2771015796442
2006-07,49.55777203819438
2006-08,50.63870955849786
2006-09,52.523377120761914
2006-10,56.1473969604596
2006-11,62.28415610678346
2006-12,71.36581936418757
2007-01,68.34107428619917
2007-02,67.14048699459515
2007-03,69.72798368057845
2007-04,72.35156906430383
2007-05,77.80291725978459
2007-06,86.77694548310176
2007-07,95.75793295289466
2007-08,102.65748518206081
2007-09,123.12626466734604
2007-10,143.55809635658989
2007-11,124.15629293570363
2007-12,118.63527288461955
2008-01,93.05674697569525
2008-02,103.08839061449274
2008-03,90.53493119402502
2008-04,104.66716934572757
2008-05,99.47907019427562
2008-06,87.40273008559294
2008-07,89.4168300724544
2008-08,82.10025221304208
2008-09,65.36091411464162
2008-10,50.49600678823624
2008-11,52.79378979619558
2008-12,58.33721452732626
2009-01,53.493181583804216
2009-02,51.79572038714382
2009-03,59.11430110241443
2009-04,65.67889879320674
2009-05,77.09855322684543
2009-06,80.28349229349952
2009-07,88.98066772330351
2009-08,82.72566602381373
2009-09,86.59413913639712
2009-10,92.17353025213342
2009-11,94.43822225200157
2009-12,94.87353280833396
2010-01,86.6806159133216
2010-02,88.58229524046351
2010-03,93.37984067350192
2010-04,93.06884838538575
2010-05,88.08069589829557
2010-06,89.19967559972075
2010-07,93.09701700837894
2010-08,90.5352712252696
2010-09,98.77227584800576
2010-10,102.61706086632674
2010-11,100.17631026194641
2010-12,99.46041073208109
2011-01,98.94321361976304
2011-02,97.15859386952427
2011-03,102.32909410887753
2011-04,103.99137991250547
2011-05,104.36930256478881
2011-06,100.54260327100322
2011-07,99.71610172644485
2011-08,90.42442666383808
2011-09,75.2193577353473
2011-10,86.62424972244885
2011-11,79.34683267158898
2011-12,81.31641457010493
2012-01,90.11940656320377
2012-02,95.99248179502989
2012-03,89.38069719168925
2012-04,92.55654828872966
2012-05,82.84854602129866
2012-06,84.68113390934145
2012-07,85.89636960300518
2012-08,83.20417919594475
2012-09,88.68376678576456
2012-10,93.75148556597048
2012-11,95.5041758369015
2012-12,100.1016771379598
2013-01,104.23026756573412
2013-02,100.13131492460667
2013-03,95.5582265496511
2013-04,96.6439992818435
2013-05,95.8242877329771
2013-06,89.30954604885595
2013-07,92.94175311830844
2013-08,95.19684096249675
2013-09,100.24803631613631
2013-10,102.76605679869031
2013-11,107.76146560813565
2013-12,104.0654531530752
2014-01,97.09440776337034
2014-02,99.64266449556874
2014-03,97.9619841622495
2014-04,95.72852091721596
2014-05,100.24084896136438
2014-06,103.54466056919814
2014-07,111.99502320891935
2014-08,112.24726233128095
2014-09,105.12484440336543
2014-10,109.65592670233023
2014-11,111.37409220347924
2014-12,112.6642673623966
2015-01,115.21420736993971
2015-02,118.9471455575633
2015-03,121.8101892022292
2015-04,142.12386333597158
2015-05,136.87988164942774
2015-06,129.37993119731496
2015-07,115.46995355025413
2015-08,101.97871799984217
2015-09,100.04537347872221
2015-10,109.12931973630758
2015-11,105.44878835029456
2015-12,104.07541914509585
2016-01,90.83771450112839
2016-02,88.54172964460655
2016-03,99.07952659203373
2016-04,98.88393201006063
2016-05,98.15317815685599
2016-06,99.36116465500777
2016-07,102.84221906233088
2016-08,110.42161467412939
2016-09,113.23517776726888
2016-10,111.0425859066063
2016-11,109.7145580282835
2016-12,105.22576368595443
2017-01,112.36799046202293
2017-02,116.34411074411271
2017-03,118.82877885724963
2017-04,121.998372
2017-05,128.448427
2017-06,131.492428
2017-07,143.254299
2017-08,149.334976
2017-09,150.904924
2017-10,156.902618
2017-11,159.348953
2017-12,162.399572
2018-01,182.680665
2018-02,170.981966
2018-03,165.354287
2018-04,165.31896239306832
2018-05,168.40207291239503
2018-06,159.66155775377644
2018-07,155.7858983909326
2018-08,149.8867407348074
2018-09,147.81145594829965
2018-10,130.85953613912696
2018-11,140.45149279462137
2018-12,131.95117808225447
2019-01,146.54354591015417
2019-02,151.60218961174724
2019-03,155.29607301939103
2019-04,158.75885855866653
2019-05,138.03640873996076
2019-06,149.20675142972652
2019-07,148.45668693744622
2019-08,142.2550859521519
2019-09,142.2376954014543
2019-10,147.97958950361914
2019-11,150.61879544154993
2019-12,163.17029472312052
2020-01,155.3331062150975
2020-02,156.84349031882326
2020-03,146.50207219077555
2020-04,155.7548180846534
2020-05,155.02119761421548
2020-06,169.01770318251235
2020-07,185.07355003085692
2020-08,195.58979817111424
2020-09,190.25828020218154
2020-10,200.32377762082464
2020-11,205.88058651116864
2020-12,211.579026214266
2021-01,227.15786342617739
2021-02,224.8070056269299
2021-03,210.67871674909495
2021-04,213.61521015427894
2021-05,215.28621282293847
2021-06,215.5674264285822
2021-07,185.79482494128962
2021-08,185.80574720716456
2021-09,176.4889608696361
2021-10,182.06047767205197
2021-11,171.189503
2021-12,165.79533208508084
2022-01,160.9045475115423
2022-02,154.62954968813582
2022-03,142.2666589431452
2022-04,136.45946957361278
2022-05,138.0854504448421
2022-06,147.2424969985776
2022-07,133.33915214625418
2022-08,133.6422763994549
2022-09,114.2049604803338
2022-10,95.0084542231885
2022-11,123.24015518561684
2022-12,129.65452994962476
2023-01,144.92872344722284
2023-02,129.89271406623507
2023-03,135.75982732771953
2023-04,128.76106641924602
2023-05,117.92232878925309
2023-06,122.6630314260833
