Date,CHINA A 50
2020-09,8366.168587917582
2020-10,8807.287395210276
2020-11,9505.7179515136
2020-12,10360.611321986966
2021-01,10853.915211985657
2021-02,10802.098386778678
2021-03,9973.815086815186
2021-04,10357.553580855418
2021-05,10989.689520071517
2021-06,10543.403595211088
2021-07,9320.365460523264
2021-08,9104.020416437676
2021-09,9402.715849540204
2021-10,9757.045291632612
2021-11,9610.580632
2021-12,9691.474217631083
2022-01,9051.48336007073
2022-02,9075.198757650891
2022-03,8310.48592677573
2022-04,7747.4396387636925
2022-05,7732.830730754304
2022-06,8651.73943506412
2022-07,7934.592581072782
2022-08,7614.644629538977
2022-09,6946.902504946515
2022-10,5940.414089205179
2022-11,6790.828316346507
2022-12,7194.032444863421
2023-01,7983.091650069378
2023-02,7462.527581098134
2023-03,7376.854453095177
2023-04,7209.817119483716
2023-05,6544.310603253504
2023-06,6617.80706144291
