Date,MSCI Japan
2000-06,139495.72871307813
2000-07,127625.3457174808
2000-08,141045.3552940036
2000-09,136208.81575325117
2000-10,133631.05264396465
2000-11,124156.5595103929
2000-12,108837.82642707002
2001-01,107683.56347518519
2001-02,103343.01060420275
2001-03,105082.48240736357
2001-04,111670.44623360489
2001-05,116605.84312606069
2001-06,109664.32901681689
2001-07,98306.06523966423
2001-08,91630.01393355776
2001-09,83378.11343954345
2001-10,84023.68572252356
2001-11,86309.0233707605
2001-12,81263.7693554022
2002-01,76429.87153770427
2002-02,79476.37492494426
2002-03,83407.71441100493
2002-04,85480.77456339206
2002-05,87143.7585083143
2002-06,77736.38283130991
2002-07,73756.49550751272
2002-08,72604.23064241908
2002-09,69219.78329397473
2002-10,64377.57136580228
2002-11,66563.72742640245
2002-12,61386.75358152407
2003-01,57107.93680783416
2003-02,57625.825613707726
2003-03,54510.817255931026
2003-04,52939.05310140816
2003-05,52266.80740733688
2003-06,58061.98991489664
2003-07,61000.459640842266
2003-08,69842.23577194671
2003-09,69405.4179828651
2003-10,72769.85807984596
2003-11,68336.91214206936
2003-12,69398.2040048513
2004-01,72057.3836766532
2004-02,71650.16223407626
2004-03,82586.92152257297
2004-04,79921.5739851463
2004-05,75531.12682289562
2004-06,79882.28249144477
2004-07,75871.04433332027
2004-08,75967.09248285148
2004-09,72418.92437085962
2004-10,72401.27713797503
2004-11,72711.0518699376
2004-12,74613.00906443853
2005-01,76156.84286415587
2005-02,76425.60264654196
2005-03,76567.9670446142
2005-04,74638.50084819163
2005-05,77714.0946131785
2005-06,79173.3701927399
2005-07,79955.60520509926
2005-08,84783.22060919327
2005-09,94785.2830579863
2005-10,93797.58983180343
2005-11,99912.74472516775
2005-12,108226.55364152556
2006-01,110672.22667882445
2006-02,111980.81623511732
2006-03,112674.01998046131
2006-04,111949.03494556119
2006-05,102287.81667405994
2006-06,102389.70650901075
2006-07,101392.58391670289
2006-08,102242.41493560887
2006-09,102115.30398098673
2006-10,103598.51945418687
2006-11,100350.79747097536
2006-12,103082.13417000402
2007-01,105687.86674965036
2007-02,107802.02316244511
2007-03,105563.62849169891
2007-04,101328.09382336344
2007-05,104146.8639602128
2007-06,103434.85086438672
2007-07,101748.08375282912
2007-08,98774.69951779595
2007-09,97711.20605418888
2007-10,95534.4442346892
2007-11,91789.54696185696
2007-12,88399.67773413614
2008-01,83514.5279309685
2008-02,82444.83632177848
2008-03,75922.80107594114
2008-04,82865.51387248078
2008-05,85127.45801064058
2008-06,78039.66143440273
2008-07,76118.94250326698
2008-08,77437.11406772432
2008-09,70874.66698286355
2008-10,67717.63061340239
2008-11,67030.750983888
2008-12,66285.50447781086
2009-01,67087.78382076847
2009-02,59582.36583401377
2009-03,57835.39149922627
2009-04,63559.951561116926
2009-05,66017.38027481345
2009-06,67009.07478893598
2009-07,69856.74914075839
2009-08,71925.17998761055
2009-09,68927.88719304756
2009-10,66486.24507668435
2009-11,64827.18593632758
2009-12,68128.86140331732
2010-01,71609.37453392493
2010-02,74525.76064992002
2010-03,78821.38484446546
2010-04,79669.90545980856
2010-05,79225.12823616492
2010-06,77865.56563361642
2010-07,75953.95523536572
2010-08,76257.56738606727
2010-09,74134.2955569199
2010-10,74505.55453953451
2010-11,81100.03218681781
2010-12,84905.84920609137
2011-01,82964.91577165497
2011-02,85859.79081051538
2011-03,75980.14409233921
2011-04,72906.63481918669
2011-05,74089.15418454875
2011-06,74823.41664360378
2011-07,78524.36245028999
2011-08,71195.05454205762
2011-09,74983.7789023462
2011-10,72138.72513191853
2011-11,71953.27224568931
2011-12,75241.26329235703
2012-01,77228.40785472414
2012-02,79516.82222320467
2012-03,81164.08830270842
2012-04,79416.68196016771
2012-05,77058.59544697858
2012-06,79822.56520172207
2012-07,79857.52681108368
2012-08,77224.19676030986
2012-09,77126.55671142285
2012-10,75314.86392896512
2012-11,77145.14910255511
2012-12,79958.54933042973
2013-01,80716.58250567611
2013-02,85528.01185871445
2013-03,92028.86461588599
2013-04,98058.09703289821
2013-05,92976.9771749119
2013-06,94073.48953484044
2013-07,93250.76514830235
2013-08,91522.03546268464
2013-09,97230.4205503602
2013-10,96261.720382959
2013-11,97912.63646110134
2013-12,97416.85148087385
2014-01,95564.66212200341
2014-02,93012.9541563781
2014-03,92107.61532864558
2014-04,89329.39850966014
2014-05,94616.03387142812
2014-06,99205.30979690232
2014-07,101861.2300583497
2014-08,101096.98944516593
2014-09,105321.84395656192
2014-10,104440.19443526593
2014-11,105108.83096266007
2014-12,106538.28135862657
2015-01,117089.82404194665
2015-02,124919.17904764597
2015-03,132658.31303000098
2015-04,131777.84570095755
2015-05,136489.35995579106
2015-06,131542.65393291815
2015-07,134838.70058708955
2015-08,124198.50638297424
2015-09,116010.97442139704
2015-10,129876.56457038093
2015-11,133910.716154849
2015-12,130570.61569583326
2016-01,119469.28812381059
2016-02,116541.48186397176
2016-03,116898.86745860738
2016-04,122141.76099463356
2016-05,123568.31282904837
2016-06,121117.69022239592
2016-07,128843.33365990534
2016-08,129122.0364486502
2016-09,131026.80172737785
2016-10,135362.71261102505
2016-11,135961.2332376708
2016-12,138533.87319532168
2017-01,140830.28242987554
2017-02,144536.47255338632
2017-03,142931.32692464103
2017-04,141273.39713575426
2017-05,141764.0645665953
2017-06,140897.46081000753
2017-07,139888.01789579832
2017-08,138664.44178626148
2017-09,141782.63432400223
2017-10,150462.89024446873
2017-11,152208.66439517686
2017-12,151459.50029162774
2018-01,152502.0900199902
2018-02,153202.66214571864
2018-03,148874.1942613954
2018-04,152870.5173430326
2018-05,156300.39706978336
2018-06,152930.12090118005
2018-07,152522.22777318867
2018-08,153983.6241299297
2018-09,159888.42645509235
2018-10,149711.6359785125
2018-11,149768.4290746591
2018-12,138689.60703717163
2019-01,146664.46771459
2019-02,147551.2546638108
2019-03,151022.1786962097
2019-04,153350.51324377162
2019-05,148171.86828195455
2019-06,150659.51333123958
2019-07,153969.64002886572
2019-08,154006.95749275235
2019-09,162638.25107312918
2019-10,166480.50185919643
2019-11,170040.47485540895
2019-12,169731.6064391995
2020-01,170181.35991947947
2020-02,155686.2023133638
2020-03,145097.14859448132
2020-04,154040.0182120035
2020-05,159354.10403005558
2020-06,158486.7102074546
2020-07,147413.5058576423
2020-08,157417.8857721049
2020-09,162318.621702159
2020-10,159864.47929344515
2020-11,175610.27488169185
2020-12,178554.280097614
2021-01,178734.9301773457
2021-02,181678.14840145173
2021-03,190052.1631209537
2021-04,181628.68917636032
2021-05,182680.6587036716
2021-06,187043.83474946808
2021-07,184569.447551091
2021-08,191164.2874287324
2021-09,200992.8995026573
2021-10,193133.96258608086
2021-11,193057.7535626697
2021-12,197394.56165710307
2022-01,190238.2041361844
2022-02,187402.06029774074
2022-03,188414.36449161643
2022-04,180971.8123430423
2022-05,180984.5510400482
2022-06,171974.7655594126
2022-07,185147.16237058112
2022-08,184000.51775346615
2022-09,169471.9401669169
2022-10,171574.22694029217
2022-11,179809.7930230335
2022-12,175430.38466711584
2023-01,183461.9444504211
2023-02,179984.61595999345
2023-03,183037.96191039565
2023-04,181935.72512516813
2023-05,190503.2298629824
2023-06,195000.45366325232
