Date,PERU SMALL VALUE
2011-03,809.5305013778424
2011-04,634.6836813150583
2011-05,752.2385930778973
2011-06,664.0375954581049
2011-07,772.914246105677
2011-08,710.5100444882413
2011-09,615.7025801313895
2011-10,687.9240137837324
2011-11,666.0062969928492
2011-12,636.1204905998783
2012-01,716.0820737157452
2012-02,774.836761456731
2012-03,833.4650240003018
2012-04,800.4383165028256
2012-05,693.6992761155012
2012-06,697.3751629745716
2012-07,648.8536943398396
2012-08,671.5382092516362
2012-09,714.1786787802918
2012-10,658.6679920868277
2012-11,630.7539575715684
2012-12,653.1383509676158
2013-01,704.9964914395223
2013-02,714.1037656688485
2013-03,690.7818255039664
2013-04,566.2800725874764
2013-05,488.41008349099656
2013-06,509.9889903678355
2013-07,466.6828542453674
2013-08,512.5417963986191
2013-09,502.69986203762073
2013-10,498.5431377834089
2013-11,481.6741930883886
2013-12,509.2105873568089
2014-01,461.51592268432665
2014-02,433.0440517505086
2014-03,397.99405359455835
2014-04,460.2110575511298
2014-05,521.3219122622149
2014-06,524.8493550822797
2014-07,503.66101978143564
2014-08,500.5410602750461
2014-09,475.065166392206
2014-10,438.9571556369367
2014-11,432.9504116629826
2014-12,437.32893085647873
2015-01,436.4906172351191
2015-02,437.8630442170794
2015-03,394.13927442279294
2015-04,402.93919479071184
2015-05,416.19118788131465
2015-06,410.7315710162258
2015-07,394.543313088196
2015-08,366.565445533061
2015-09,359.5413038722687
2015-10,391.7668983178836
2015-11,348.63381310080086
2017-05,1000.0
2017-06,995.019362
2017-07,1021.040013
2017-08,1116.620943
2017-09,1394.029761
2017-10,1935.703349
2017-11,1689.392987
2017-12,1600.503505
2018-01,1674.512334
2018-02,1481.775646
2018-03,1461.112761
2018-04,1416.1153266256306
2018-05,1187.7686968631574
2018-06,971.9294645459931
2018-07,971.9888317062746
2018-08,991.6923667299505
2018-09,933.0159527466388
2018-10,736.118364468541
2018-11,885.9917223944987
2018-12,839.9801193162523
2019-01,900.6318139467593
2019-02,822.1302823354775
2019-03,746.4284560190795
2019-04,664.0544312528757
2020-11,1000.0
2020-12,1078.3333333333328
2021-01,1067.6666666666665
2021-02,1163.3333333333328
2021-03,996.666666666666
2021-04,880.1396107972373
2021-05,965.2037664783421
2021-06,861.6175768989323
2021-07,698.0062774639039
2021-08,775.5244193345881
2021-09,765.9204017576892
2021-10,985.0978028876327
2021-11,994.7018204645316
2021-12,929.5371753732529
2022-01,1111.0048195420263
2022-02,1138.1368750779402
2022-03,1217.4188555400253
2022-04,1022.4779372415367
2022-05,1020.981445566101
2022-06,875.4476301299655
2022-07,900.1397427746564
2022-08,806.6090130599162
2022-09,750.490575231072
2022-10,920.3423803930395
2022-11,920.3423803930392
