Date,OMAN DOMESTIC SMALL CAP
2012-05,1028.918486743501
2012-06,979.804434290838
2012-07,929.9589448414271
2012-08,951.4458579726081
2012-09,983.7450522068245
2012-10,995.8031270262558
2012-11,1002.8755674270492
2012-12,1055.147154424678
2013-01,1078.7691124892497
2013-02,1102.5547101180584
2013-03,1141.7270643719748
2013-04,1176.773844276938
2013-05,1258.2931971134583
2013-06,1262.8429796005064
2013-07,1342.1781201070387
2013-08,1326.5969515833156
2013-09,1330.833034126941
2013-10,1360.3096277591035
2013-11,1372.791664200316
2013-12,1383.8801191546684
2014-01,1436.6997363284956
2014-02,1419.9348968850459
2014-03,1413.8041265100765
2014-04,1431.056028553547
2014-05,1437.1208308947603
2014-06,1463.693170954402
2014-07,1488.2368976812302
2014-08,1512.2762676541922
2014-09,1537.955330252784
2014-10,1430.2393780834518
2014-11,1437.0731446549448
2014-12,1333.036301724758
2015-01,1347.0314021562717
2015-02,1372.9455969202097
2015-03,1310.256943764078
2015-04,1344.4851557536674
2015-05,1349.0215783340857
2015-06,1356.5095223150495
2015-07,1368.1664015449903
2015-08,1265.5632277409356
2015-09,1248.6268005132827
2015-10,1295.476907011785
2015-11,1231.9942283567107
2015-12,1196.867050828688
2016-01,1140.4005560001904
2016-02,1185.1432089238078
2016-03,1265.517115905795
2016-04,1383.6901353611656
2016-05,1398.0133956276
2016-06,1399.3113706509455
2016-07,1371.8201996775322
2016-08,1341.31956288174
2016-09,1333.8188098079938
2016-10,1284.6364253139702
2016-11,1291.423596207504
2016-12,1350.6462097465687
2017-01,1378.3361386936117
2017-02,1418.0016181448113
2017-03,1388.3790130511734
2017-04,1449.928364
2017-05,1443.372213
2017-06,1377.492262
2017-07,1350.938952
2017-08,1317.86305
2017-09,1327.926142
2017-10,1314.719727
2017-11,1347.004923
2017-12,1349.127537
2018-01,1319.031724
2018-02,1311.636236
2018-03,1287.138283
2018-04,1321.6500898289912
2018-05,1286.4450390499944
2018-06,1321.626875064865
2018-07,1274.4406185202233
2018-08,1274.3397244735584
2018-09,1270.9323915776095
2018-10,1235.813355174207
2018-11,1202.2910572100561
2018-12,1190.2301389870547
2019-01,1146.373841327931
2019-02,1132.1130802042148
2019-03,1132.9258245926555
2019-04,1189.1661688647846
2019-05,1187.7438523346104
2019-06,1166.1769804099365
2019-07,1076.5377198402732
2019-08,1129.3525345700787
2019-09,1138.7016251235825
2019-10,1133.0079254658133
2019-11,1149.3810704841464
2019-12,1126.904671287052
2020-01,1157.4510439347484
2020-02,1152.3826379112827
2020-03,1014.73663244523
2020-04,1041.9363413045526
2020-05,1053.2815112956616
2020-06,1057.3479889575349
2020-07,1080.947567268454
2020-08,1112.2272220818181
2020-09,1067.3110808487138
2020-10,1051.9336462715585
2020-11,1062.8569017757889
2020-12,1048.9876507054898
2021-01,1022.1043974116502
2021-02,1005.409910064471
2021-03,1062.1674785889202
2021-04,1085.425679341211
2021-05,1109.0107011555592
2021-06,1168.542392839661
2021-07,1139.3177838663412
2021-08,1129.7871798927474
2021-09,1117.2239201555115
2021-10,1165.9975931692718
2021-11,1153.0683798237428
2021-12,1216.6541956704773
2022-01,1181.7707275604705
2022-02,1145.8676950322595
2022-03,1240.6323385037024
2022-04,1216.7849479029476
2022-05,1209.444657157662
2022-06,1229.4768069006661
2022-07,1396.1892159461754
2022-08,1406.9398381175367
2022-09,1407.4667387727736
2022-10,1342.4182780431836
2022-11,1431.415914074437
2022-12,1517.741003823155
2023-01,1487.3627923144315
2023-02,1476.4903679674844
2023-03,1503.0633729412762
2023-04,1492.8105916775717
2023-05,1451.9477258322781
2023-06,1511.3700423170608
2023-07,1532.6887064739224
