Date,BAHRAIN SMALL CAP
2013-03,616.6962276917493
2013-04,659.1571513928916
2013-05,722.3061024320144
2013-06,684.4864291524367
2013-07,719.2750364504824
2013-08,697.3738492363009
2013-09,728.4008837096973
2013-10,768.4905721084481
2013-11,752.455785152392
2013-12,891.9104108497459
2014-01,972.0527228911704
2014-02,1118.4517379450551
2014-03,1199.318065396606
2014-04,1268.0237703810146
2014-05,1250.1766809021506
2014-06,1229.5082811713546
2014-07,1291.7000684840934
2014-08,1324.7579799955838
2014-09,1400.997763796175
2014-10,1382.3272339962505
2014-11,1356.377544430586
2014-12,1331.0030534493983
2015-01,1374.7261406707541
2015-02,1421.8530071000655
2015-03,1371.8645807773967
2015-04,1433.3424460311464
2015-05,1414.5108833436414
2015-06,1390.7911652944563
2015-07,1341.5568487179528
2015-08,1334.9664784928536
2015-09,1385.2126661729085
2015-10,1424.2011377739204
2015-11,1412.4454772882423
2015-12,1454.1328364966678
2016-01,1351.9381249554467
2016-02,1471.2155201120954
2016-03,1567.8267314322723
2016-04,1629.6422422886712
2016-05,1604.9292601821196
2016-06,1586.5494975494576
2016-07,1605.1051508203714
2016-08,1696.5514058179108
2016-09,1770.9136162666846
2016-10,1837.208670675401
2016-11,2215.0075035624645
2016-12,2517.3504625451674
2017-01,3081.140117355169
2017-02,3168.427302703935
2017-03,3041.982198278429
2017-04,2918.626158
2017-05,2841.881784
2017-06,2818.919541
2017-07,2889.791789
2017-08,2808.514372
2017-09,2736.222194
2017-10,2673.184006
2017-11,2589.463611
2017-12,2875.435387
2018-01,3149.733713
2018-02,3047.73049
2018-03,2954.13169
2018-04,2827.9029829733013
2018-05,2881.8160417791037
2018-06,2886.730484400054
2018-07,2794.434260737686
2018-08,2733.0929172600627
2018-09,2753.1710506555482
2018-10,2745.7185165550604
2018-11,2657.1593235483338
2018-12,2730.1902190887063
2019-01,2699.582369634934
2019-02,2755.9846246890297
2019-03,2697.353702387137
2019-04,2713.9823695884743
2019-05,2762.126744453172
2019-06,2567.2086542255897
2019-07,2602.52403526666
2019-08,2593.7914577167844
2019-09,2602.6828453188477
2019-10,2647.5600974525123
2019-11,2629.083997862012
2019-12,2676.987113117223
2020-01,2688.8070802054212
2020-02,2706.986959793946
2020-03,2358.7390114961704
2020-04,2270.1177746159474
2020-05,2175.529850124118
2020-06,2238.266814982015
2020-07,2267.215218842436
2020-08,2314.8126478226773
2020-09,2365.656533994513
2020-10,2256.182953083936
2020-11,2262.7711296052084
2020-12,2336.2824326145633
2021-01,2370.6663172971084
2021-02,2347.8604731596056
2021-03,2301.910626725286
2021-04,2355.3651616164693
2021-05,2432.5983021857296
2021-06,2613.165302855516
2021-07,2644.073531559758
2021-08,2706.085533463666
2021-09,2701.1824726363125
2021-10,2924.0903367907963
2021-11,3208.400576556921
2021-12,3578.17934130452
2022-01,3626.495511277392
2022-02,3583.630096933235
2022-03,3653.6582436905946
2022-04,3869.0015202329355
2022-05,3578.3667157385685
2022-06,3260.4572972528485
2022-07,3401.2604232511276
2022-08,3572.198256592427
2022-09,3243.1419456902304
2022-10,3238.6320702063463
2022-11,3325.193526436782
2022-12,3260.762427145596
2023-01,3300.69963247543
2023-02,3325.351119298714
2023-03,3416.6063711147563
2023-04,3834.949713293765
2023-05,4247.292132464321
2023-06,4399.449717021982
2023-07,4924.050582005687
