Date,MSCI WORLD ex EMU
2006-11,201.6613595727891
2006-12,205.26370247985355
2007-01,207.9372045632196
2007-02,206.72087178467805
2007-03,209.8051881586262
2007-04,217.92641923001582
2007-05,224.2543249014833
2007-06,222.41191064080553
2007-07,217.58281938345965
2007-08,217.95305857351215
2007-09,227.92114891741937
2007-10,234.11344057965977
2007-11,223.60758306175356
2007-12,220.58425329806389
2008-01,205.77119467495143
2008-02,203.87737774884832
2008-03,200.92455002356468
2008-04,212.06271466512973
2008-05,215.78942642288527
2008-06,199.7913131563241
2008-07,194.9762295631437
2008-08,193.55970868960367
2008-09,171.96904772054666
2008-10,141.00975357542927
2008-11,131.99155129445566
2008-12,134.80113588786836
2009-01,124.36290263644602
2009-02,112.04253753007056
2009-03,120.34308955118762
2009-04,132.99935663368962
2009-05,144.49882209354817
2009-06,144.4852287581869
2009-07,156.1913022230069
2009-08,161.93348031664067
2009-09,167.7520779996787
2009-10,165.3674498825319
2009-11,172.4312405624694
2009-12,175.84493387042647
2010-01,169.77023492984029
2010-02,173.76116820004697
2010-03,184.4089208059954
2010-04,185.83198735133794
2010-05,169.1926662443436
2010-06,162.90398587367693
2010-07,174.90775651625225
2010-08,169.14143821656714
2010-09,183.9767400990102
2010-10,190.31514323127996
2010-11,189.10444358243365
2010-12,202.73785655177286
2011-01,205.93650219841174
2011-02,213.51450553451647
2011-03,211.16224993900101
2011-04,218.822485725632
2011-05,215.6009183284784
2011-06,211.73121551845864
2011-07,209.5790056727108
2011-08,196.78763094750138
2011-09,180.89170217189073
2011-10,199.01781576820431
2011-11,195.22393167396947
2011-12,196.2071758704697
2012-01,205.7796928393169
2012-02,215.509231260629
2012-03,218.94848702916724
2012-04,217.9116252102841
2012-05,200.4729442141766
2012-06,209.82095899130962
2012-07,212.93802413828783
2012-08,217.42367460513978
2012-09,223.32396892463186
2012-10,220.99015072591183
2012-11,223.38620745238515
2012-12,227.1327972387128
2013-01,238.45600912201448
2013-02,240.55216624652914
2013-03,247.6288942386741
2013-04,254.7372367362626
2013-05,254.4940182322456
2013-06,249.25083083460933
2013-07,261.3481126798217
2013-08,255.77844486695204
2013-09,267.34233161611996
2013-10,277.1335646131585
2013-11,282.31276160622974
2013-12,288.4319353207584
2014-01,278.0656344993736
2014-02,291.2203392056715
2014-03,291.84603453374996
2014-04,294.68201778728854
2014-05,301.12132426739856
2014-06,307.65583174446226
2014-07,304.61417632673675
2014-08,312.38643942809335
2014-09,304.29946600900416
2014-10,307.9958935941705
2014-11,313.42357880867064
2014-12,309.973210016948
2015-01,303.6437011942713
2015-02,321.29084434317036
2015-03,316.40105803052086
2015-04,323.75568443641134
2015-05,325.95252437533145
2015-06,318.5160105083397
2015-07,323.4994431272727
2015-08,302.46174576674105
2015-09,291.98270142053946
2015-10,314.96705807543555
2015-11,314.01685162256524
2015-12,309.1649258246294
2016-01,291.0342807438769
2016-02,289.7791420012132
2016-03,309.30322483650644
2016-04,314.29970421533665
2016-05,316.76482354808866
2016-06,315.4232598598954
2016-07,328.2312410240468
2016-08,328.33585444713
2016-09,330.07812905725046
2016-10,323.4575527235362
2016-11,330.35723336451406
2016-12,336.8086029180511
2017-01,345.431613173029
2017-02,355.9988433277655
2017-03,357.83840311460244
2017-04,362.044634
2017-05,368.57451
2017-06,370.903632
2017-07,379.237217
2017-08,379.858578
2017-09,387.690924
2017-10,395.650439
2017-11,405.502741
2017-12,411.987301
2018-01,432.842912
2018-02,416.1004
2018-03,406.807339
2018-04,410.59927502594763
2018-05,416.54361163102686
2018-06,416.93260402621684
2018-07,429.75265149191785
2018-08,437.8383264034264
2018-09,441.03466636742513
2018-10,409.53608658264613
2018-11,415.4483146566755
2018-12,382.7196059986334
2019-01,413.14244314776613
2019-02,425.72091393091245
2019-03,432.35776184031687
2019-04,447.15236883720337
2019-05,421.95520692240126
2019-06,449.5064589998558
2019-07,453.2695150852377
2019-08,444.37409822438417
2019-09,453.76204185212845
2019-10,464.8845906561171
2019-11,478.8218216702168
2019-12,493.3872345045146
2020-01,491.92518546260675
2020-02,450.72888140493626
2020-03,393.53751266619537
2020-04,438.7543615232108
2020-05,459.48142260659284
2020-06,470.1875790359929
2020-07,493.33882315134184
2020-08,527.5929608444513
2020-09,509.7737038591522
2020-10,496.012803881382
2020-11,555.7793350146321
2020-12,579.5120043908857
2021-01,574.5496866391227
2021-02,588.8890214591618
2021-03,608.9123426226922
2021-04,637.5012630177937
2021-05,645.0933665139834
2021-06,657.426949
2021-07,669.7047949158571
2021-08,686.9605814071165
2021-09,659.4046670367561
2021-10,698.1315763863114
2021-11,685.7948692558272
2021-12,714.1371542472529
2022-01,676.1790906897683
2022-02,661.0392767674841
2022-03,682.4814150582398
2022-04,625.1873544689291
2022-05,624.7435526621068
2022-06,572.4954555703425
2022-07,619.8650538769467
2022-08,595.4201477547201
2022-09,540.0238350202169
2022-10,578.1377135928468
2022-11,615.5108977946389
2022-12,587.1167396922385
2023-01,626.1585654411529
2023-02,610.2607357608298
2023-03,629.5369386969732
2023-04,639.9043127232471
2023-05,637.1709049126657
2023-06,675.8210565976733
