Date,ACWI ex PORTUGAL
2011-04,1709.1273842086869
2011-05,1673.956314606301
2011-06,1648.2360533809892
2011-07,1621.9933024247273
2011-08,1504.1559671649545
2011-09,1362.7349599541349
2011-10,1509.1917022761868
2011-11,1464.841645078162
2011-12,1462.4361297353703
2012-01,1547.9912899930955
2012-02,1626.6458324228224
2012-03,1638.2600441133172
2012-04,1620.620378841087
2012-05,1476.8732950162293
2012-06,1550.5483003709705
2012-07,1572.3251422895514
2012-08,1607.236335783568
2012-09,1658.5029270493214
2012-10,1647.8352869805442
2012-11,1669.742308862141
2012-12,1708.2976901905674
2013-01,1787.4190686989743
2013-02,1788.055516243314
2013-03,1821.642228662251
2013-04,1874.816881970074
2013-05,1871.3072268417186
2013-06,1817.3991668287288
2013-07,1904.9883235842592
2013-08,1866.0598246978946
2013-09,1963.1725844981904
2013-10,2042.5652230281542
2013-11,2072.330165751134
2013-12,2108.8560465837418
2014-01,2024.9513013276148
2014-02,2123.7054661864777
2014-03,2134.261849820901
2014-04,2155.7008233991787
2014-05,2203.4654996414174
2014-06,2245.9760253349295
2014-07,2219.6862548535055
2014-08,2269.6902538906775
2014-09,2197.062658899722
2014-10,2213.1648188200693
2014-11,2251.2296192926965
2014-12,2208.8331123595726
2015-01,2174.785768013588
2015-02,2296.8038418543283
2015-03,2262.5916333182745
2015-04,2329.2591090551264
2015-05,2328.076674949506
2015-06,2274.315201945777
2015-07,2294.906356546965
2015-08,2138.5266698747905
2015-09,2062.0036560986878
2015-10,2224.4050524467493
2015-11,2207.0926579926186
2015-12,2168.144062458396
2016-01,2037.8531923903693
2016-02,2025.0434409770999
2016-03,2176.437669598638
2016-04,2209.827484488854
2016-05,2214.523587416293
2016-06,2202.301677790414
2016-07,2297.8612688719545
2016-08,2306.7101557671986
2016-09,2321.8514088895963
2016-10,2282.9938944508385
2016-11,2301.552426443576
2016-12,2352.1465414010213
2017-01,2417.0050059191267
2017-02,2485.9002330091885
2017-03,2517.896055338666
2017-04,2558.318312
2017-05,2616.974476
2017-06,2630.045495
2017-07,2704.469551
2017-08,2716.091997
2017-09,2769.576392
2017-10,2827.782356
2017-11,2883.820084
2017-12,2931.333429
2018-01,3097.335621
2018-02,2968.458294
2018-03,2906.61587
2018-04,2936.0037213534883
2018-05,2942.204306498696
2018-06,2927.4307360650705
2018-07,3016.634842667509
2018-08,3041.7355285727663
2018-09,3056.2722772659104
2018-10,2827.9464946474473
2018-11,2870.70957067655
2018-12,2669.605917
2019-01,2881.2576515998308
2019-02,2959.6256303378645
2019-03,2998.6800835234253
2019-04,3101.544164993494
2019-05,2920.1083732779225
2019-06,3112.713258603191
2019-07,3122.9163768308163
2019-08,3050.249536579857
2019-09,3115.8051388939016
2019-10,3201.857986794867
2019-11,3281.440629903721
2019-12,3398.343151382092
2020-01,3361.568056547009
2020-02,3091.3343211540896
2020-03,2675.828917081
2020-04,2963.9605151319174
2020-05,3094.56905542838
2020-06,3194.835934026171
2020-07,3365.1330590353464
2020-08,3572.464021931296
2020-09,3458.632486435143
2020-10,3375.4058322810934
2020-11,3792.7059708193688
2020-12,3970.099398190475
2021-01,3953.028835286984
2021-02,4045.8847024955066
2021-03,4156.116637094062
2021-04,4339.590970664153
2021-05,4409.390157821933
2021-06,4469.141867
2021-07,4501.262467404665
2021-08,4615.234627797579
2021-09,4426.5174374858325
2021-10,4653.559884403142
2021-11,4542.999465
2021-12,4726.2320509239225
2022-01,4494.978619523914
2022-02,4380.179364360199
2022-03,4477.536771930064
2022-04,4120.770581222513
2022-05,4128.407894439104
2022-06,3782.018213157048
2022-07,4047.513646791811
2022-08,3900.0800033803016
2022-09,3528.415557181844
2022-10,3742.291840998165
2022-11,4034.255031739807
2022-12,3876.9357612694034
2023-01,4155.960938364968
2023-02,4038.315440855146
2023-03,4165.552348178225
2023-04,4227.329917259356
2023-05,4185.272905878647
2023-06,4430.137761919158
