Date,ACWI ex EM LATIN AMERICA
2007-02,1554.9059638876527
2007-03,1585.4556564434395
2007-04,1656.4590904535557
2007-05,1705.0819534580921
2007-06,1699.739516237313
2007-07,1673.2177351047037
2007-08,1670.185366658677
2007-09,1758.0782809698703
2007-10,1824.0770859765785
2007-11,1744.7295925398741
2007-12,1724.9009765386118
2008-01,1583.2126512972527
2008-02,1585.1652894614444
2008-03,1563.4487214476576
2008-04,1650.0788213561566
2008-05,1674.2633562585092
2008-06,1537.0794919405482
2008-07,1500.4625753924474
2008-08,1471.4127412422924
2008-09,1290.9174977811936
2008-10,1039.18904390955
2008-11,971.5732342051358
2008-12,1007.3701125814207
2009-01,919.9174644944757
2009-02,829.5004735662252
2009-03,897.764030066307
2009-04,1003.3580105479584
2009-05,1101.848275304462
2009-06,1096.6251676164118
2009-07,1193.4753026388473
2009-08,1237.1381546104515
2009-09,1291.849331890222
2009-10,1270.9716694802614
2009-11,1322.1712427497266
2009-12,1349.959136790523
2010-01,1293.854011636337
2010-02,1309.6763605792823
2010-03,1394.3359785569935
2010-04,1397.6531141239059
2010-05,1266.0308666652186
2010-06,1227.589458698479
2010-07,1326.4325561404441
2010-08,1280.049810747036
2010-09,1402.5585718359232
2010-10,1453.7284710605165
2010-11,1422.5847800307067
2010-12,1527.6617342801335
2011-01,1555.090541502344
2011-02,1601.4944030211398
2011-03,1598.7105508997759
2011-04,1666.95633075863
2011-05,1632.9991448232668
2011-06,1607.2742144397364
2011-07,1582.5512482497547
2011-08,1466.6439640918345
2011-09,1332.516944565606
2011-10,1472.9802504718934
2011-11,1430.991158514472
2011-12,1429.194379069316
2012-01,1509.8024200309987
2012-02,1586.4899887076763
2012-03,1599.7967852761462
2012-04,1583.832262146691
2012-05,1445.244879989982
2012-06,1517.7975796754151
2012-07,1539.1044142776782
2012-08,1574.5419240970934
2012-09,1624.4990374293147
2012-10,1613.976776063102
2012-11,1636.725285461586
2012-12,1672.6790709840145
2013-01,1750.6444648805993
2013-02,1752.5612758508933
2013-03,1786.3525981124424
2013-04,1840.1426383499477
2013-05,1839.9128310065614
2013-06,1789.6998566798004
2013-07,1878.4015291167336
2013-08,1840.5085266856356
2013-09,1934.9101191801544
2013-10,2012.7769645319179
2013-11,2044.855267003815
2013-12,2082.6864650109105
2014-01,2002.200427283625
2014-02,2101.1065179867833
2014-03,2108.222919782518
2014-04,2128.6414944190633
2014-05,2176.774746698634
2014-06,2217.7103412075876
2014-07,2190.43469979165
2014-08,2237.018616315649
2014-09,2170.5278275936535
2014-10,2186.672389688035
2014-11,2226.958721704505
2014-12,2187.9320703221138
2015-01,2155.968293660457
2015-02,2277.4720262503356
2015-03,2245.7515395580813
2015-04,2309.4831390807467
2015-05,2310.9001829231975
2015-06,2256.3837976000245
2015-07,2280.0088129444875
2015-08,2125.808622804312
2015-09,2050.8990816447963
2015-10,2212.86794133387
2015-11,2196.5202448674713
2015-12,2158.47462219893
2016-01,2028.4488874497852
2016-02,2014.5737154628114
2016-03,2162.0766057110072
2016-04,2193.9406822384944
2016-05,2202.033729873622
2016-06,2186.4968059489725
2016-07,2281.0149610153435
2016-08,2289.687622749102
2016-09,2305.2095412000626
2016-10,2262.7667642553024
2016-11,2285.2438040955867
2016-12,2335.9362240008063
2017-01,2398.7014123646363
2017-02,2466.794329573223
2017-03,2498.880377266189
2017-04,2539.5576
2017-05,2599.598982
2017-06,2612.432187
2017-07,2684.387377
2017-08,2694.312821
2017-09,2747.535035
2017-10,2807.632492
2017-11,2865.301683
2017-12,2911.325783
2018-01,3073.086612
2018-02,2944.93831
2018-03,2883.145497
2018-04,2913.3072542252903
2018-05,2925.68245308643
2018-06,2911.9665653130123
2018-07,2998.448385067004
2018-08,3027.027943395701
2018-09,3039.8798110920743
2018-10,2808.5214631126787
2018-11,2852.3973317970754
2018-12,2650.192416
2019-01,2857.5333478449757
2019-02,2938.105681410814
2019-03,2978.5249441551227
2019-04,3081.9172381910607
2019-05,2899.9751039454327
2019-06,3091.3972025667904
2019-07,3101.6047146937826
2019-08,3032.101871017235
2019-09,3097.0929964169827
2019-10,3181.92297343336
2019-11,3263.933333393493
2019-12,3377.275193357943
2020-01,3342.9726876614113
2020-02,3076.060727966336
2020-03,2671.0480133985798
2020-04,2959.694823016115
2020-05,3089.616051653621
2020-06,3189.0819493530194
2020-07,3357.2493203923973
2020-08,3568.31649411892
2020-09,3455.2122024329606
2020-10,3371.6611777730327
2020-11,3785.548385679289
2020-12,3959.965956774869
2021-01,3945.556888533521
2021-02,4040.2092186602144
2021-03,4149.5337248389715
2021-04,4332.944423196603
2021-05,4400.071999337491
2021-06,4458.893313
2021-07,4493.090565478684
2021-08,4607.6899437767615
2021-09,4422.053898475674
2021-10,4652.924303556564
2021-11,4542.494507
2021-12,4724.9584739474585
2022-01,4489.369789258431
2022-02,4371.902422202042
2022-03,4464.771805251119
2022-04,4111.323969258474
2022-05,4115.88176162936
2022-06,3774.2139737839793
2022-07,4040.0762197983927
2022-08,3890.5653640901196
2022-09,3517.4495288017597
2022-10,3729.3283300003936
2022-11,4023.1375452448506
2022-12,3866.4355172138244
2023-01,4143.534173125501
2023-02,4027.607986767336
2023-03,4155.446974084606
2023-04,4216.671245303818
2023-05,4174.406414529876
2023-06,4416.185042883793
