Date,ACWI ex GREECE
2007-03,1608.6141010588553
2007-04,1680.911915440454
2007-05,1732.38895408242
2007-06,1728.022123821137
2007-07,1701.8344390489394
2007-08,1697.826799487396
2007-09,1789.340315284904
2007-10,1859.3704661786855
2007-11,1777.8184956756934
2007-12,1758.379152277492
2008-01,1615.1087419970302
2008-02,1620.6755722453727
2008-03,1597.4310021842348
2008-04,1687.7687057190408
2008-05,1716.1250253855656
2008-06,1576.2770909606866
2008-07,1535.6965328526128
2008-08,1503.5454092806958
2008-09,1316.3283918046086
2008-10,1056.4129875414974
2008-11,987.7542401388739
2008-12,1024.0554374816643
2009-01,936.8474714673272
2009-02,845.875240432898
2009-03,915.8851365099504
2009-04,1024.6058129122953
2009-05,1127.714176805386
2009-06,1122.0083478326192
2009-07,1221.1443624485423
2009-08,1265.1821693992395
2009-09,1323.400962986553
2009-10,1303.0938369977027
2009-11,1358.0473603460114
2009-12,1386.9299484876617
2010-01,1327.4399309893815
2010-02,1345.1264619848682
2010-03,1432.3015740018402
2010-04,1435.7524337249083
2010-05,1301.2564065826318
2010-06,1261.7205665730044
2010-07,1364.4760735439004
2010-08,1317.4266014786217
2010-09,1444.0788046788093
2010-10,1496.4818714637147
2010-11,1464.0581015234395
2010-12,1571.8436215294782
2011-01,1596.623543238337
2011-02,1643.8455885842097
2011-03,1642.9040903663622
2011-04,1711.2165976450874
2011-05,1676.1886360107587
2011-06,1650.4176753815968
2011-07,1624.1600897921808
2011-08,1506.456535674628
2011-09,1364.8823664359722
2011-10,1511.5925720363268
2011-11,1467.2269773731396
2011-12,1464.7865321503975
2012-01,1550.2812556947395
2012-02,1629.1367627254192
2012-03,1640.7625842449484
2012-04,1623.0865388695208
2012-05,1479.1231063547086
2012-06,1552.8959101563407
2012-07,1574.677433658066
2012-08,1609.6809488324884
2012-09,1661.0870838484147
2012-10,1650.393621203579
2012-11,1672.2763595323372
2012-12,1710.9657855525322
2013-01,1790.2440957817885
2013-02,1790.7609131688125
2013-03,1824.3805517228673
2013-04,1877.7383196777268
2013-05,1874.1861020693489
2013-06,1820.1645948039245
2013-07,1907.8691514704603
2013-08,1868.9021002684044
2013-09,1966.134635706823
2013-10,2045.5633073071194
2013-11,2075.3925390735294
2013-12,2111.955456183365
2014-01,2027.9070605595161
2014-02,2126.754659734874
2014-03,2137.337026733498
2014-04,2158.9504157953515
2014-05,2206.7860819726475
2014-06,2249.345332046743
2014-07,2222.881480894407
2014-08,2272.9398958886627
2014-09,2200.2761644788125
2014-10,2216.5081112737557
2014-11,2254.5193613354613
2014-12,2212.178469893895
2015-01,2178.387885296448
2015-02,2300.5488783372243
2015-03,2266.418180415024
2015-04,2333.2392756666673
2015-05,2332.0137762747836
2015-06,2278.153674583014
2015-07,2298.7814341280096
2015-08,2142.353908086322
2015-09,2065.6685092136327
2015-10,2228.3283866088777
2015-11,2211.057969049564
2015-12,2172.0889651102884
2016-01,2041.7599170943922
2016-02,2028.9308739795463
2016-03,2180.5657022982437
2016-04,2214.0253481241625
2016-05,2218.583141155918
2016-06,2206.5767339980816
2016-07,2302.3212231418715
2016-08,2311.1864682731216
2016-09,2326.404459349469
2016-10,2287.433652214024
2016-11,2305.86428117286
2016-12,2356.59954169853
2017-01,2421.638565714034
2017-02,2490.648096019142
2017-03,2522.7740624729317
2017-04,2563.170134
2017-05,2621.923184
2017-06,2634.876012
2017-07,2709.490924
2017-08,2721.189444
2017-09,2774.971705
2017-10,2833.276817
2017-11,2889.445753
2017-12,2936.85193
2018-01,3103.078806
2018-02,2974.01007
2018-03,2912.213272
2018-04,2941.507807215637
2018-05,2947.9561237718353
2018-06,2933.1195773602167
2018-07,3022.560903028228
2018-08,3047.7788450049643
2018-09,3062.3818285488487
2018-10,2833.5711131776343
2018-11,2876.39877101072
2018-12,2674.951422
2019-01,2887.0048754653812
2019-02,2965.5124529890218
2019-03,3004.654034946484
2019-04,3107.676004483055
2019-05,2925.8152856957477
2019-06,3118.763747428977
2019-07,3128.974699170853
2019-08,3056.2106618392804
2019-09,3121.9220057465664
2019-10,3208.1148761067393
2019-11,3287.8122150288973
2019-12,3404.968716661297
2020-01,3368.261032654741
2020-02,3097.673384717166
2020-03,2681.4673028462917
2020-04,2970.0879023592584
2020-05,3101.05557308608
2020-06,3201.5251407975206
2020-07,3372.115161753777
2020-08,3579.799489453344
2020-09,3465.7177196996786
2020-10,3382.3778541761144
2020-11,3800.4648346389363
2020-12,3978.3250637898363
2021-01,3961.2405837100855
2021-02,4054.152401182067
2021-03,4164.581953799599
2021-04,4348.3704883696355
2021-05,4418.360968167503
2021-06,4478.074643
2021-07,4510.2327842161
2021-08,4624.496474289951
2021-09,4435.430561853182
2021-10,4663.022726290859
2021-11,4552.195934
2021-12,4735.745220482807
2022-01,4503.91979577094
2022-02,4388.9378592934145
2022-03,4486.6523885534825
2022-04,4129.132835483839
2022-05,4136.932195015459
2022-06,3789.9776647743342
2022-07,4056.009846038385
2022-08,3908.2513984943253
2022-09,3535.758251335563
2022-10,3749.954769614744
2022-11,4042.5293728889624
2022-12,3884.9430637161327
2023-01,4164.308182649841
2023-02,4046.23561711131
2023-03,4173.958047809349
2023-04,4235.895569727228
2023-05,4193.372397789208
2023-06,4438.617126775541
