Date,MSCI EU
2007-04,930.9647117017199
2007-05,951.9123714736444
2007-06,954.4805540553127
2007-07,933.9253619618403
2007-08,923.280093030819
2007-09,970.2693843588434
2007-10,1019.0632926801865
2007-11,983.3384511980091
2007-12,968.0901207693539
2008-01,863.7136079053425
2008-02,875.6378819040127
2008-03,879.0600004958247
2008-04,922.9379339696707
2008-05,929.6035949148339
2008-06,845.4630791136087
2008-07,821.4317819851514
2008-08,787.3575759951264
2008-09,666.0528228046736
2008-10,516.6066496899097
2008-11,483.483620377589
2008-12,506.51474183600175
2009-01,449.9609997093306
2009-02,404.28334950764724
2009-03,431.95962771926855
2009-04,497.75262928578746
2009-05,560.7317852690654
2009-06,550.0538107990888
2009-07,608.2451320598329
2009-08,646.8585235977674
2009-09,677.0733934800002
2009-10,667.7363265066454
2009-11,688.4896145985134
2009-12,698.2192940410664
2010-01,655.3303954425589
2010-02,638.9727686358154
2010-03,681.683454668192
2010-04,665.9495476465908
2010-05,585.2035765275303
2010-06,576.7008046860354
2010-07,649.6410787994204
2010-08,620.5492543710654
2010-09,693.7782881948787
2010-10,725.8671114466966
2010-11,666.8409651910682
2010-12,721.4901635966077
2011-01,755.2201986557311
2011-02,779.0280011364168
2011-03,774.011450167805
2011-04,835.8233154258434
2011-05,804.0771795652511
2011-06,792.0982689285098
2011-07,761.5321515921278
2011-08,680.8327626039014
2011-09,606.1784663775694
2011-10,682.5815219988032
2011-11,652.8194596851142
2011-12,639.2216690592589
2012-01,672.3715799292876
2012-02,715.082000823026
2012-03,708.5530081533412
2012-04,692.1949894816104
2012-05,606.8372340290238
2012-06,657.417035693682
2012-07,663.3901022761106
2012-08,694.8320072522688
2012-09,715.7747404969624
2012-10,725.0946932639338
2012-11,742.7289534670385
2012-12,766.028923847525
2013-01,806.8832053866713
2013-02,780.068350540317
2013-03,776.1746761487998
2013-04,810.9804621181357
2013-05,818.0911605170105
2013-06,775.214522450522
2013-07,836.8286199491992
2013-08,826.6234005045379
2013-09,887.1145738699752
2013-10,927.5426595205287
2013-11,940.0144625530346
2013-12,962.2361993463962
2014-01,922.6386216812367
2014-02,991.1092708234871
2014-03,979.5712773375815
2014-04,1005.4868749057273
2014-05,1015.5876358864869
2014-06,1015.4501263721928
2014-07,977.0151036307926
2014-08,978.4226979337336
2014-09,940.5749528944849
2014-10,913.369713239865
2014-11,938.0747402363377
2014-12,897.9265093372935
2015-01,895.8104882388866
2015-02,954.5635327085067
2015-03,926.6794711511375
2015-04,968.235121985153
2015-05,959.042193534905
2015-06,931.6891741090988
2015-07,958.9592489278452
2015-08,890.5665051369231
2015-09,848.9044362500489
2015-10,913.0946432747793
2015-11,897.7432408455919
2015-12,870.0888008494483
2016-01,813.936166043556
2016-02,799.6033575569431
2016-03,854.1225736882927
2016-04,874.5809247743703
2016-05,870.4745868627256
2016-06,826.2569047525949
2016-07,863.9031563906037
2016-08,867.7560453480464
2016-09,874.939535046039
2016-10,850.1531961353454
2016-11,831.8019461579031
2016-12,877.194464591085
2017-01,892.659840658389
2017-02,903.6655116767394
2017-03,943.0832450193014
2017-04,978.312909
2017-05,1026.907562
2017-06,1015.057486
2017-07,1048.112031
2017-08,1050.829698
2017-09,1086.33966
2017-10,1095.238506
2017-11,1094.996231
2017-12,1112.354266
2018-01,1174.884453
2018-02,1105.784821
2018-03,1093.822884
2018-04,1130.3606084389085
2018-05,1094.156101446015
2018-06,1084.5187829252825
2018-07,1116.815513048954
2018-08,1080.2124843356269
2018-09,1083.4557491700045
2018-10,994.7492004245312
2018-11,985.3188528310706
2018-12,942.0059472412033
2019-01,1004.8286486590662
2019-02,1036.7859214598009
2019-03,1041.0965571033603
2019-04,1082.964913117098
2019-05,1017.3187315124804
2019-06,1085.5397202829083
2019-07,1062.4339077208497
2019-08,1030.1594748596626
2019-09,1061.8651196896424
2019-10,1099.6624645863462
2019-11,1116.7933735945023
2019-12,1159.2558403667413
2020-01,1123.6045651507939
2020-02,1027.975860945858
2020-03,859.5776803638045
2020-04,916.9617613916972
2020-05,978.1714162196338
2020-06,1031.7664394091175
2020-07,1080.1346583894233
2020-08,1130.9972280055003
2020-09,1094.4165012493966
2020-10,1029.8629999009777
2020-11,1228.5282372266763
2020-12,1283.1851935959469
2021-01,1260.9559557754148
2021-02,1300.727079084192
2021-03,1343.6550148408921
2021-04,1409.0642751397008
2021-05,1470.7822080885858
2021-06,1444.9146004513505
2021-07,1472.1839358262957
2021-08,1499.819020260976
2021-09,1423.744686597905
2021-10,1485.149006679194
2021-11,1396.4757509173432
2021-12,1481.0409314829922
2022-01,1396.5923953243284
2022-02,1326.3644747271615
2022-03,1316.821556434479
2022-04,1227.6110544662115
2022-05,1248.8435922772815
2022-06,1108.825469848789
2022-07,1169.6166608846966
2022-08,1089.8703202294398
2022-09,991.5902271280987
2022-10,1079.1740076957408
2022-11,1216.4416267306742
2022-12,1222.7067424887362
2023-01,1350.313659885606
2023-02,1347.3841232513173
2023-03,1390.6099231718601
2023-04,1439.4556889740622
2023-05,1359.5612210216727
2023-06,1438.7324572651935
