Date,Price
2005-11,145.5760960984105
2005-12,155.88239368863938
2006-01,165.02758730130782
2006-02,163.92338796873804
2006-03,167.39024963921705
2006-04,175.27628422748975
2006-05,163.92852060038683
2006-06,162.8219672869877
2006-07,162.63180987733202
2006-08,166.33473839756718
2006-09,166.12100136579951
2006-10,171.0538992847078
2006-11,176.53095460335433
2006-12,182.12626986979313
2007-01,182.4179847824304
2007-02,187.28367115813106
2007-03,188.66776655031202
2007-04,190.87898578574305
2007-05,196.46386835677842
2007-06,200.23936938798883
2007-07,204.58102970808832
2007-08,200.0582755867766
2007-09,215.49043820553877
2007-10,226.1899334754903
2007-11,214.08739313535412
2007-12,208.78512600045988
2008-01,190.04315442963352
2008-02,195.78335978192655
2008-03,185.91476690414893
2008-04,200.36180619366402
2008-05,200.78850689064038
2008-06,183.3592231208288
2008-07,177.882675158361
2008-08,168.8525233349491
2008-09,145.12540258393074
2008-10,116.60683735791031
2008-11,112.3631487088774
2008-12,121.89732287242548
2009-01,113.18330600118314
2009-02,102.6013057129989
2009-03,111.0882956299794
2009-04,124.96874107234373
2009-05,140.5574015968981
2009-06,142.4105161915006
2009-07,154.65453795053756
2009-08,157.1835813292079
2009-09,164.24465822765222
2009-10,162.16119886304543
2009-11,164.06285264168102
2009-12,168.04453821337785
2010-01,163.07153248559152
2010-02,165.08719330573467
2010-03,175.7812621234129
2010-04,177.02961432023397
2010-05,160.04668215169133
2010-06,159.34143727286576
2010-07,168.63359058125022
2010-08,165.4426946776324
2010-09,180.25929980834093
2010-10,184.66643781109534
2010-11,183.9280669600938
2010-12,197.0273049844565
2011-01,195.57864630632008
2011-02,197.1716133811916
2011-03,195.754151017832
2011-04,201.30777706896464
2011-05,197.20533505505404
2011-06,195.81917315783008
2011-07,198.86687479291265
2011-08,182.29770350342952
2011-09,166.01374058305032
2011-10,178.75919719372314
2011-11,167.04591300022787
2011-12,167.63665398766514
2012-01,181.05540230536906
2012-02,190.4297045910224
2012-03,187.88750159065034
2012-04,186.1496992784766
2012-05,167.837578639042
2012-06,175.3060769393487
2012-07,177.89393845565456
2012-08,177.08987270994797
2012-09,185.249537729724
2012-10,184.55081124384108
2012-11,188.89670954129429
2012-12,196.2168420558317
2013-01,202.1698995878722
2013-02,205.34491979403913
2013-03,207.0373202702987
2013-04,217.23684129770876
2013-05,206.7908851619119
2013-06,200.8574178071577
2013-07,203.85869642798266
2013-08,201.20462315523673
2013-09,215.18047892432784
2013-10,221.09696411084062
2013-11,221.0589184489232
2013-12,220.14417453843456
2014-01,210.0860792336369
2014-02,215.22742675043557
2014-03,216.52484811750156
2014-04,215.68723121933488
2014-05,223.35601353483878
2014-06,230.25293166193475
2014-07,235.74026642730328
2014-08,234.88274964745438
2014-09,223.8611670441352
2014-10,226.37769141680943
2014-11,224.87117906276916
2014-12,220.78276994747208
2015-01,224.82241270213413
2015-02,234.56978408613017
2015-03,235.7706566006941
2015-04,247.35781264787332
2015-05,244.72614769540476
2015-06,237.43371403314245
2015-07,230.93942064690373
2015-08,211.80745278879505
2015-09,202.89672688178044
2015-10,220.40286288271113
2015-11,216.3185294732243
2015-12,217.07162332257548
2016-01,199.7057204385793
2016-02,196.36705129101307
2016-03,213.59328780544502
2016-04,217.52137387025357
2016-05,214.608845408676
2016-06,215.2364830761533
2016-07,228.06955612072767
2016-08,231.29330078658245
2016-09,235.40833954476798
2016-10,234.2982637019517
2016-11,228.90846244619578
2016-12,228.38853361521143
2017-01,239.69244284658836
2017-02,245.70609034309555
2017-03,250.05176501457595
2017-04,253.480873
2017-05,260.600662
2017-06,264.734097
2017-07,275.273497
2017-08,277.019469
2017-09,278.735095
2017-10,290.646895
2017-11,295.107431
2017-12,301.561578
2018-01,319.343337
2018-02,308.194695
2018-03,301.675058
2018-04,304.30954168041836
2018-05,301.6445447245552
2018-06,291.856627569729
2018-07,294.3694175571552
2018-08,292.61034918608107
2018-09,293.66526892034517
2018-10,265.6055100757307
2018-11,273.20463689479107
2018-12,261.60370348286943
2019-01,279.48121880859287
2019-02,283.4933373479575
2019-03,287.05353143334577
2019-04,291.7581389407643
2019-05,274.7026559462771
2019-06,289.62856130954964
2019-07,287.46028416732327
2019-08,278.48752003248643
2019-09,286.03490364816565
2019-10,298.48385816960814
2019-11,299.9076953839667
2019-12,313.24807034113934
2020-01,304.3325096220266
2020-02,285.93799507086374
2020-03,253.07952300259683
2020-04,273.7536345512327
2020-05,279.0828307549427
2020-06,293.55232524707037
2020-07,307.02759173753304
2020-08,322.67836334288756
2020-09,319.07106501921317
2020-10,322.3378775747551
2020-11,355.36030902669955
2020-12,376.10402235011907
2021-01,383.75825464869996
2021-02,389.20316825329087
2021-03,385.19503593121493
2021-04,390.62407856812985
2021-05,396.4996210483972
2021-06,395.44446566738765
2021-07,375.95905529094216
2021-08,385.304926701614
2021-09,378.43470298564364
2021-10,378.53592077716576
2021-11,364.606128
2021-12,371.6264428388804
2022-01,355.50300233226733
2022-02,351.5535760790443
2022-03,349.6817440962485
2022-04,327.25886660915495
2022-05,329.39127882522035
2022-06,308.49746318704206
2022-07,314.04229466576663
2022-08,311.16142133741965
2022-09,274.41631078855534
2022-10,269.0772036240148
2022-11,309.41386365224747
2022-12,308.7613428094135
2023-01,333.0560612377299
2023-02,313.5924259862815
2023-03,323.7432798465539
2023-04,320.411007524586
2023-05,317.3013265525488
2023-06,328.3573386835879
