Date,ACWI WITH USA GROSS
2011-10,1794.9101847605402
2011-11,1742.0739329872004
2011-12,1739.1535197376063
2012-01,1840.764855625579
2012-02,1934.3068515478262
2012-03,1948.1022301412575
2012-04,1927.0821027546963
2012-05,1756.0296552361447
2012-06,1843.6310568982838
2012-07,1869.4789679600983
2012-08,1911.0649914581013
2012-09,1972.055438754492
2012-10,1959.4187566142846
2012-11,1985.421435918721
2012-12,2031.3565552032844
2013-01,2125.520678528787
2013-02,2126.1507488064067
2013-03,2166.0410761499516
2013-04,2229.3773075648437
2013-05,2225.1366849540173
2013-06,2161.0036388457156
2013-07,2265.14927531939
2013-08,2218.9089975184197
2013-09,2334.375210794094
2013-10,2428.7237315097186
2013-11,2464.146138433002
2013-12,2507.505646199549
2014-01,2407.763658154074
2014-02,2525.2801807657574
2014-03,2537.853832605062
2014-04,2563.3537824127657
2014-05,2620.097978941528
2014-06,2670.566256788213
2014-07,2638.983886863929
2014-08,2698.362404451701
2014-09,2611.901851059389
2014-10,2630.886286943667
2014-11,2676.0184368802406
2014-12,2625.4962973082543
2015-01,2585.0342385677855
2015-02,2730.1293360491627
2015-03,2689.4586263819883
2015-04,2768.813620755804
2015-05,2767.3510068408314
2015-06,2703.4273568193066
2015-07,2727.8893405349095
2015-08,2541.99622891829
2015-09,2451.0272793118943
2015-10,2644.046597399623
2015-11,2623.390644657064
2015-12,2577.183202522135
2016-01,2422.3573925971345
2016-02,2407.043356895916
2016-03,2587.083715912671
2016-04,2626.79940568943
2016-05,2632.3354154365616
2016-06,2617.7856597527843
2016-07,2731.3917468463455
2016-08,2741.907995718058
2016-09,2759.902741983851
2016-10,2713.7193915022262
2016-11,2735.6728383000423
2016-12,2795.857003283684
2017-01,2872.9035261059394
2017-02,2954.775566459612
2017-03,2992.891539229594
2017-04,3040.9178576329145
2017-05,3110.7590443403483
2017-06,3126.193585030058
2017-07,3214.696993585117
2017-08,3228.5864819669864
2017-09,3292.1697193665727
2017-10,3361.2898665171733
2017-11,3427.8966815666195
2017-12,3484.3137449595265
2018-01,3681.6111412743307
2018-02,3528.417070153053
2018-03,3455.0006309071778
2018-04,3489.9452855898203
2018-05,3497.312718630188
2018-06,3479.7680940443825
2018-07,3585.8373306537383
2018-08,3615.6179377767307
2018-09,3632.8326901705746
2018-10,3361.3919166117676
2018-11,3412.1461723661805
2018-12,3173.1930432629183
2019-01,3424.72469377706
2019-02,3517.880696612601
2019-03,3564.310455631873
2019-04,3686.547592045762
2019-05,3470.9349347901634
2019-06,3699.832889233336
2019-07,3711.946726287349
2019-08,3625.584933397278
2019-09,3703.5376696788144
2019-10,3805.8548004574986
2019-11,3900.3887999271856
2019-12,4039.3637390824783
2020-01,3995.7609040399725
2020-02,3674.570132884785
2020-03,3180.7169460397304
2020-04,3523.060503917314
2020-05,3678.4141050269745
2020-06,3797.549697951179
2020-07,3999.9121394936387
2020-08,4246.236997200531
2020-09,4110.896750785546
2020-10,4011.9687858892376
2020-11,4507.979017006562
2020-12,4718.942695316605
2021-01,4698.619201126577
2021-02,4808.8557199066245
2021-03,4939.852482819024
2021-04,5157.874082917379
2021-05,5240.916372369589
2021-06,5311.703768
2021-07,5349.843049885623
2021-08,5485.412824979647
2021-09,5261.161475061042
2021-10,5531.0563820725265
2021-11,5399.547078
2021-12,5617.261951163381
2022-01,5342.435152735751
2022-02,5206.054846140219
2022-03,5321.885901541545
2022-04,4897.903309874243
2022-05,4907.1159199133845
2022-06,4495.485492602571
2022-07,4811.006699349346
2022-08,4635.765519954388
2022-09,4193.933036668432
2022-10,4448.096535569128
2022-11,4795.146997626855
2022-12,4608.359232263001
2023-01,4939.830189659392
2023-02,4799.990361982403
2023-03,4951.31859682899
2023-04,5024.835580751363
2023-05,4974.599384789861
2023-06,5265.628860148418
