Date,MSCI ZHONG HUA
2002-06,172.3862864194774
2002-07,165.16198215308663
2002-08,158.46493378232185
2002-09,146.78644037495482
2002-10,150.8147639560423
2002-11,159.36509900695373
2002-12,149.08479755082166
2003-01,151.7506326033019
2003-02,149.33128833091854
2003-03,142.19947304414626
2003-04,142.11538431021117
2003-05,156.05393827719425
2003-06,160.58026867861435
2003-07,172.60681462275645
2003-08,190.69049598900935
2003-09,198.51200998130778
2003-10,213.52673024476059
2003-11,213.42865098459066
2003-12,227.1849791449514
2004-01,240.45008229011938
2004-02,250.74371916137008
2004-03,233.54088626790892
2004-04,215.3051456275682
2004-05,220.879963357037
2004-06,220.3432466342238
2004-07,222.5014877830449
2004-08,232.62953115927905
2004-09,241.47345566126106
2004-10,238.73666634357454
2004-11,261.329086074302
2004-12,263.3982619710389
2005-01,254.35302705902734
2005-02,266.65440092644127
2005-03,255.96348734291124
2005-04,263.1108597762939
2005-05,264.2922182355531
2005-06,274.2868336675982
2005-07,291.6562188317606
2005-08,290.43128558686783
2005-09,302.765928211399
2005-10,278.96858172959713
2005-11,291.5890611158375
2005-12,297.1983591769498
2006-01,324.36898695467374
2006-02,329.2623772834009
2006-03,336.56079716248837
2006-04,354.8747964316497
2006-05,335.63964781752014
2006-06,339.7106337820835
2006-07,347.1281016603863
2006-08,357.1028266342221
2006-09,365.32681644018817
2006-10,381.2478666405837
2006-11,413.3782387541401
2006-12,457.7489207421527
2007-01,450.154695742722
2007-02,440.5703361923462
2007-03,452.9520213132358
2007-04,467.0412565153231
2007-05,490.6475986832593
2007-06,526.485267979483
2007-07,573.9654821434984
2007-08,600.3774784564638
2007-09,710.0023218823726
2007-10,813.7613435761881
2007-11,731.1867319547633
2007-12,710.8203980127108
2008-01,583.549317248703
2008-02,616.3282567614051
2008-03,554.8249907698751
2008-04,625.9003386221844
2008-05,604.8148898818773
2008-06,534.5102501251109
2008-07,539.5726601591379
2008-08,500.805468422056
2008-09,404.0796187578386
2008-10,314.41970226087585
2008-11,322.8340441694282
2008-12,349.32496824349585
2009-01,330.39461991752637
2009-02,317.9829576708086
2009-03,352.19595040850305
2009-04,397.64656135235555
2009-05,467.67451331054093
2009-06,478.6041770746242
2009-07,534.6754969465507
2009-08,496.999239825087
2009-09,525.5722814270204
2009-10,553.4103030640362
2009-11,560.8629690475582
2009-12,566.0725679883508
2010-01,520.5560736486285
2010-02,534.603216486776
2010-03,563.7374519367559
2010-04,558.3949454388853
2010-05,526.8919763146464
2010-06,536.2423610003168
2010-07,561.862486966868
2010-08,552.4909570664433
2010-09,610.6634164462251
2010-10,631.3386552986033
2010-11,624.6389254951529
2010-12,622.8595493603107
2011-01,624.01515867528
2011-02,609.7323811832086
2011-03,634.2837120860167
2011-04,646.2873935790833
2011-05,649.0313718963549
2011-06,624.7598589005995
2011-07,625.1633153515967
2011-08,573.3076167515418
2011-09,477.69393683830555
2011-10,546.0526405031009
2011-11,501.9832377364416
2011-12,513.59957654326
2012-01,566.9809232457735
2012-02,607.599742390039
2012-03,570.168146005783
2012-04,585.4349041799428
2012-05,525.4321868553883
2012-06,540.8696105003229
2012-07,552.2569938725377
2012-08,542.0123781583337
2012-09,580.1057632493781
2012-10,604.8965324329848
2012-11,618.8932847222804
2012-12,640.5557075933551
2013-01,670.5695277521119
2013-02,651.5077462521378
2013-03,628.2294779997266
2013-04,638.5072449774442
2013-05,631.1787477543428
2013-06,591.292989470977
2013-07,615.5192486562362
2013-08,622.5073600239053
2013-09,656.7865685017107
2013-10,672.2961416379627
2013-11,696.4451463237413
2013-12,680.668386438077
2014-01,637.5657190033398
2014-02,658.7491526405562
2014-03,646.4515111990198
2014-04,642.359368812284
2014-05,672.7811137169405
2014-06,688.94601511272
2014-07,740.3778188927394
2014-08,739.130244203475
2014-09,689.8032643944783
2014-10,725.2172864122275
2014-11,734.4597942016078
2014-12,730.1258536689334
2015-01,754.2134530937336
2015-02,769.58175281079
2015-03,784.4918015938098
2015-04,896.8504363219377
2015-05,872.1955633175593
2015-06,831.3212567335078
2015-07,764.546950181047
2015-08,672.3634703964167
2015-09,659.0536866982778
2015-10,717.833592759293
2015-11,694.1733213656892
2015-12,689.3577864008128
2016-01,608.6134987617212
2016-02,597.6405631739627
2016-03,664.7616127747533
2016-04,665.8159030110265
2016-05,660.6155304102862
2016-06,668.09006980371
2016-07,697.9060810965991
2016-08,736.3805976191562
2016-09,757.411094381659
2016-10,744.4456317084791
2016-11,734.6263100556674
2016-12,699.8393192451699
2017-01,749.1423675808597
2017-02,772.5059043258474
2017-03,791.2557951328332
2017-04,813.278402
2017-05,851.826483
2017-06,868.0094
2017-07,933.424291
2017-08,966.91857
2017-09,973.622769
2017-10,1003.534467
2017-11,1023.600193
2017-12,1045.235126
2018-01,1155.270758
2018-02,1090.015541
2018-03,1055.881154
2018-04,1064.2047201752275
2018-05,1080.6578505318987
2018-06,1025.2812373350926
2018-07,1010.0623435875112
2018-08,975.4843860316383
2018-09,964.602382498162
2018-10,854.8219636210472
2018-11,917.5329271835184
2018-12,875.3482838367482
2019-01,964.9305326353153
2019-02,1003.8975791436926
2019-03,1025.6224434052763
2019-04,1045.775044708468
2019-05,925.4998962939683
2019-06,997.9713777175915
2019-07,986.0953881356585
2019-08,935.3795856371929
2019-09,933.8721035827509
2019-10,973.0302281637053
2019-11,983.3319436079194
2019-12,1056.6593376928872
2020-01,1006.6218927685832
2020-02,1011.723487840081
2020-03,934.1645186854694
2020-04,994.7765185630703
2020-05,975.9110652809502
2020-06,1067.1649038555022
2020-07,1151.1282612850816
2020-08,1220.2386632777195
2020-09,1182.5877153044505
2020-10,1234.0862308156734
2020-11,1282.528312792985
2020-12,1322.198138945123
2021-01,1409.2184334341339
2021-02,1405.9085493803464
2021-03,1331.2113156535393
2021-04,1353.1898867022585
2021-05,1365.0522055604342
2021-06,1362.8366508814654
2021-07,1196.3932038505693
2021-08,1195.1429236606605
2021-09,1133.174910852646
2021-10,1165.6843956245648
2021-11,1097.267037
2021-12,1068.8754787447015
2022-01,1044.0125003753667
2022-02,1005.175609343578
2022-03,937.9433809782724
2022-04,898.1665042801674
2022-05,911.4036867148749
2022-06,963.4400844616245
2022-07,881.749223015708
2022-08,878.0124510544915
2022-09,755.8597229080914
2022-10,634.7950586733493
2022-11,817.500406398627
2022-12,864.1196450840711
2023-01,953.894982140606
2023-02,860.0744650100121
2023-03,894.1565809367758
2023-04,856.4229328658015
2023-05,783.8964731688646
2023-06,814.6204836507494
