Date,MSCI NORDIC COUNTRIES
1994-12,2888.0654833066296
1995-01,2904.7491831749717
1995-02,2938.7119028326338
1995-03,2894.374408307366
1995-04,3144.7461402589192
1995-05,3213.672182542348
1995-06,3370.0067950366833
1995-07,3620.9566329601284
1995-08,3499.345904262753
1995-09,3790.120706946617
1995-10,3589.424289399473
1995-11,3644.3708535275105
1995-12,3541.2352001570544
1996-01,3507.4468917026416
1996-02,3703.0637376271766
1996-03,3742.2710004371374
1996-04,3742.87388380207
1996-05,3893.486955462712
1996-06,3921.262877644192
1996-07,3829.9812845107726
1996-08,4068.2467865588533
1996-09,4168.871779175314
1996-10,4329.912111042216
1996-11,4598.897222833807
1996-12,4718.102078291838
1997-01,4891.986568078239
1997-02,4838.585341591583
1997-03,5013.669510392922
1997-04,4733.54302356817
1997-05,5052.5974094812545
1997-06,5376.053668058532
1997-07,5678.592347940882
1997-08,5385.851212977263
1997-09,6075.908006533262
1997-10,5610.74853127303
1997-11,5606.588950574057
1997-12,5546.149602062665
1998-01,5650.017151188542
1998-02,6148.291398229482
1998-03,6618.20028427953
1998-04,6973.887529402837
1998-05,7047.703914124982
1998-06,7047.081318435994
1998-07,7221.592843217855
1998-08,6022.414865176545
1998-09,5731.29721840167
1998-10,6232.10663623348
1998-11,6543.489215146729
1998-12,6868.029854153095
1999-01,7279.405398722316
1999-02,6933.56341490117
1999-03,7306.984942198988
1999-04,7600.855569456675
1999-05,7331.807641272726
1999-06,8028.987931194538
1999-07,8322.801100655506
1999-08,8239.669406896955
1999-09,8436.011745129481
1999-10,9410.278442496934
1999-11,10638.136164202966
1999-12,12894.993978793917
2000-01,12801.872971998913
2000-02,14509.64001021204
2000-03,14510.00027784622
2000-04,14459.139171317025
2000-05,13724.551719917645
2000-06,13577.254432364134
2000-07,12702.347767493655
2000-08,12636.200173185782
2000-09,11438.987995431835
2000-10,10995.74885971007
2000-11,10499.667687939203
2000-12,11000.940555671186
2001-01,10741.864089344
2001-02,8631.45180646317
2001-03,7643.250955573
2001-04,9065.439436501933
2001-05,8473.768517637027
2001-06,7651.524756138734
2001-07,7661.356999922517
2001-08,6848.3368329488885
2001-09,6143.177063064382
2001-10,6841.058468382975
2001-11,7508.635113701985
2001-12,7847.134341944304
2002-01,7216.672228499157
2002-02,7191.6132329595885
2002-03,7431.732653870529
2002-04,6667.105031957672
2002-05,6527.207205881534
2002-06,6484.626999035564
2002-07,5589.971760449596
2002-08,5678.731950823003
2002-09,5036.597750568234
2002-10,5805.491071932852
2002-11,6497.714673899768
2002-12,5852.600550270287
2003-01,5527.922034225102
2003-02,5352.78203630726
2003-03,5443.222696321811
2003-04,6480.462875841379
2003-05,6838.074488742305
2003-06,6710.32135464043
2003-07,6832.7012907713515
2003-08,7127.679989228669
2003-09,7158.4926533118205
2003-10,7823.089943416204
2003-11,8111.249874253684
2003-12,8466.613146669963
2004-01,9021.783389049659
2004-02,9575.044013037885
2004-03,9333.339105414047
2004-04,8614.7964144565
2004-05,8713.719838724395
2004-06,9050.125063956126
2004-07,8505.315097469094
2004-08,8639.74945688317
2004-09,9402.712772233703
2004-10,9697.387108637475
2004-11,10756.74384598106
2004-12,10875.143345125753
2005-01,10454.556654952365
2005-02,11236.377276709354
2005-03,10948.168504224777
2005-04,10786.245331121125
2005-05,11162.490547364212
2005-06,11294.505086027013
2005-07,11720.343199232115
2005-08,11966.237090826757
2005-09,12412.489712176774
2005-10,11789.95497897281
2005-11,11955.204506772097
2005-12,12688.547576349294
2006-01,13402.714960417406
2006-02,13527.995242111618
2006-03,14803.285557122545
2006-04,15728.805097513328
2006-05,14823.757380673882
2006-06,14617.44698959833
2006-07,14537.367243888766
2006-08,15043.605236155823
2006-09,15122.479288159013
2006-10,15992.10638857936
2006-11,16796.493757193555
2006-12,17816.05672183596
2007-01,18272.096310655794
2007-02,18001.20522153731
2007-03,19043.468824453346
2007-04,20866.58178415938
2007-05,21257.498773263553
2007-06,21257.115181721667
2007-07,21411.64329082891
2007-08,21160.646670107475
2007-09,23102.588037906367
2007-10,23402.614591937276
2007-11,22166.37173326754
2007-12,21774.935701673403
2008-01,19142.887202474038
2008-02,20523.927822511712
2008-03,20441.938501324985
2008-04,21200.991654656962
2008-05,21959.855763204338
2008-06,19429.582316355998
2008-07,18968.432809575446
2008-08,18047.166246671062
2008-09,13986.828102461785
2008-10,10461.40385507166
2008-11,9698.220938809107
2008-12,10231.450283643328
2009-01,9277.735335798932
2009-02,8413.714016062007
2009-03,9166.422997923293
2009-04,11287.593813126128
2009-05,12538.703665713761
2009-06,12245.887629355582
2009-07,13557.194633385623
2009-08,14390.951873358728
2009-09,14836.635135588447
2009-10,14889.087298381184
2009-11,15213.6001556091
2009-12,15197.221273535519
2010-01,15000.264341472064
2010-02,14983.601425503592
2010-03,16252.575179262685
2010-04,16559.887855096433
2010-05,14322.169577895991
2010-06,14300.99811559901
2010-07,16062.561856151937
2010-08,15226.875012710365
2010-09,17791.941072306043
2010-10,18159.209957615105
2010-11,17190.28789975011
2010-12,19154.11294854938
2011-01,19669.770420656496
2011-02,19777.469802295524
2011-03,20259.679384696152
2011-04,21831.38687127859
2011-05,20854.171664311838
2011-06,19845.378119799476
2011-07,18892.100128401373
2011-08,17035.557983634226
2011-09,14812.530166030796
2011-10,16944.53319694549
2011-11,16278.381175427421
2011-12,15877.40291630942
2012-01,16733.020953537285
2012-02,18696.303600562947
2012-03,18384.849341353405
2012-04,18093.627687061824
2012-05,15555.35458114884
2012-06,16762.19627278975
2012-07,17614.766931703587
2012-08,18043.222349889224
2012-09,18646.263137430862
2012-10,18414.382328150394
2012-11,18922.93123021839
2012-12,19589.26684331992
2013-01,21219.97401096199
2013-02,21055.293728459972
2013-03,20848.86752049471
2013-04,21566.24720379267
2013-05,21284.189910372956
2013-06,19990.16631503644
2013-07,21890.062807422717
2013-08,21561.127772370903
2013-09,23106.463006407084
2013-10,23633.67128234341
2013-11,24017.592263352133
2013-12,24772.474470267684
2014-01,23921.443546534105
2014-02,26154.58563635094
2014-03,26028.022648536644
2014-04,26432.183708392517
2014-05,26778.911508686608
2014-06,26783.754004061717
2014-07,26050.787078819987
2014-08,26027.502466092443
2014-09,25411.257459056676
2014-10,24719.863125212447
2014-11,24847.525465247185
2014-12,23595.276217153678
2015-01,24030.272675273438
2015-02,25675.55075577829
2015-03,25386.18761952304
2015-04,26314.1938309031
2015-05,26067.20563605651
2015-06,25244.580791902757
2015-07,25863.964380887883
2015-08,24150.60661786675
2015-09,23262.70058009744
2015-10,24303.897233574502
2015-11,24497.795639178163
2015-12,24304.674353896775
2016-01,22830.551605591918
2016-02,22593.341199652095
2016-03,24110.635390238822
2016-04,24680.89678926187
2016-05,24480.81883192186
2016-06,23609.296022720813
2016-07,24488.315952461722
2016-08,24176.33029436563
2016-09,24344.087571431486
2016-10,23072.721275616168
2016-11,22511.337506111773
2016-12,23557.22155883957
2017-01,24608.32175743654
2017-02,24625.53120113043
2017-03,25390.559384763543
2017-04,26770.995978
2017-05,28102.028226
2017-06,28218.877297
2017-07,29107.318367
2017-08,29681.301993
2017-09,30229.879598
2017-10,30248.474273
2017-11,29617.858815
2017-12,29869.277999
2018-01,31458.393864
2018-02,30528.859301
2018-03,29999.541816
2018-04,30034.331683069
2018-05,29463.95322223541
2018-06,29202.600585082608
2018-07,30435.996915776617
2018-08,30390.511907127864
2018-09,30683.732501365128
2018-10,27751.653643456142
2018-11,27426.965562913138
2018-12,26547.307479895615
2019-01,28034.41293418714
2019-02,28837.4251193829
2019-03,29043.79366221849
2019-04,29844.807770688338
2019-05,27972.614507108494
2019-06,30010.607249744236
2019-07,29033.56276152666
2019-08,28437.584662984373
2019-09,29104.845523916098
2019-10,30296.140438294013
2019-11,30631.536022632463
2019-12,32194.938833135555
2020-01,31835.61364948526
2020-02,29639.227730432798
2020-03,26371.103808775122
2020-04,28670.389845060294
2020-05,30847.14544370646
2020-06,31560.839195547625
2020-07,34450.14757660024
2020-08,36366.47751971293
2020-09,35970.7323489832
2020-10,34330.92102897586
2020-11,39276.11067161587
2020-12,41059.599616598476
2021-01,41068.916999201545
2021-02,41638.163236943146
2021-03,43096.08884710428
2021-04,45443.26637069427
2021-05,47253.721228614806
2021-06,46952.70570009089
2021-07,49046.66262504404
2021-08,49497.81166508615
2021-09,46900.599276774235
2021-10,49412.95443271516
2021-11,46432.72943260815
2021-12,49396.662018867384
2022-01,44825.790081456566
2022-02,43082.47544425343
2022-03,44597.75269249734
2022-04,42160.99287847681
2022-05,41741.754175858776
2022-06,37445.64986695587
2022-07,40684.441759616304
2022-08,37681.61859009674
2022-09,33540.629030353884
2022-10,36220.36732710643
2022-11,40221.35919420725
2022-12,41090.14676021123
2023-01,42597.23771804924
2023-02,43282.3343872714
2023-03,44459.81370789062
2023-04,46058.373089513276
2023-05,42979.52363310411
2023-06,44211.21810272829
