Date,MSCI ACWI ex AUSTRALIA
2007-12,602.3339235590682
2008-01,553.3203939953399
2008-02,554.6919379124995
2008-03,547.4586073002293
2008-04,577.9639901799985
2008-05,587.5221575410841
2008-06,539.1282804871925
2008-07,526.0149945407666
2008-08,515.2028259997717
2008-09,451.71154743351315
2008-10,362.99615585488317
2008-11,339.4481995528103
2008-12,351.6895364741432
2009-01,322.172125928125
2009-02,290.3467946222439
2009-03,313.6964376200052
2009-04,351.07143547649093
2009-05,386.4862033892205
2009-06,383.84358140065723
2009-07,417.5981594059125
2009-08,432.0982705370867
2009-09,451.0511989077692
2009-10,443.9185469041332
2009-11,462.54218506305017
2009-12,472.319435778346
2010-01,452.45275899218115
2010-02,458.05408812617986
2010-03,487.44640737129527
2010-04,488.6570542922356
2010-05,444.0289039690616
2010-06,430.37742658275454
2010-07,464.96449451961576
2010-08,448.83313317003507
2010-09,491.29607308416644
2010-10,509.28546187055
2010-11,498.3893662169028
2010-12,534.473977972531
2011-01,543.7222666157853
2011-02,559.4680118867055
2011-03,558.703371551944
2011-04,581.5616558385717
2011-05,570.220689436945
2011-06,561.3565085641378
2011-07,552.5159876734393
2011-08,511.8322430779651
2011-09,464.6376773583193
2011-10,513.5702165887169
2011-11,499.1299531476818
2011-12,498.5122885592174
2012-01,527.1512437446253
2012-02,554.3013539765966
2012-03,558.8977037460592
2012-04,552.3292995890665
2012-05,504.0404902791052
2012-06,528.8660411267922
2012-07,535.2509803602122
2012-08,547.5249590162696
2012-09,565.0999706708022
2012-10,560.8665442749766
2012-11,568.3436585238949
2012-12,581.3682193782861
2013-01,608.1441665597451
2013-02,607.5059044601483
2013-03,619.4234340857561
2013-04,637.1574618439721
2013-05,638.6411298260216
2013-06,620.936339885954
2013-07,651.2334890773349
2013-08,637.2455890842913
2013-09,670.0138341482843
2013-10,696.7771883139119
2013-11,708.2151339855836
2013-12,721.407497106793
2014-01,693.0081455153969
2014-02,726.2718917016435
2014-03,729.1626285939966
2014-04,736.3017704669646
2014-05,752.8460196287396
2014-06,767.8072405783024
2014-07,757.82772434048
2014-08,775.1544442037296
2014-09,752.206128815334
2014-10,756.7430306581974
2014-11,771.4382637464823
2014-12,756.9498999050257
2015-01,745.3302809623498
2015-02,786.7663357925309
2015-03,775.2532952257408
2015-04,798.4895440954933
2015-05,798.6201687917312
2015-06,780.6264654378875
2015-07,787.9025562574126
2015-08,735.0807039805204
2015-09,708.8792396479971
2015-10,765.0349183542544
2015-11,758.787511909426
2015-12,744.5725477062762
2016-01,700.2958781597143
2016-02,695.913308816279
2016-03,747.117645564707
2016-04,758.3424240517741
2016-05,760.4324791249201
2016-06,756.1036511418582
2016-07,788.2107217534827
2016-08,791.8360350108745
2016-09,796.6849457083472
2016-10,783.4434323145837
2016-11,789.8671158668033
2016-12,807.1723652659435
2017-01,829.1155181233592
2017-02,852.5513012600803
2017-03,863.270029128926
2017-04,877.629442
2017-05,899.136112
2017-06,903.089764
2017-07,928.308221
2017-08,932.458002
2017-09,951.489747
2017-10,971.616271
2017-11,991.19275
2017-12,1006.799657
2018-01,1064.443229
2018-02,1019.980176
2018-03,999.564859
2018-04,1009.3605002756566
2018-05,1011.2183927768502
2018-06,1005.7428930091515
2018-07,1036.5870488732835
2018-08,1045.7930680133964
2018-09,1051.1812928388804
2018-10,972.6616907174343
2018-11,987.5264519088975
2018-12,917.575812
2019-01,990.4528697437495
2019-02,1017.25626643951
2019-03,1030.8482856696087
2019-04,1066.6924492965868
2019-05,1002.8387698527067
2019-06,1069.2570915391027
2019-07,1072.688330702689
2019-08,1048.1927873921977
2019-09,1070.6668110016722
2019-10,1100.4773768048776
2019-11,1128.152521798631
2019-12,1168.8218444520332
2020-01,1155.9276737090775
2020-02,1063.7069965556677
2020-03,923.1929215041287
2020-04,1021.8387864828741
2020-05,1066.8638760365106
2020-06,1100.6939659995874
2020-07,1159.523672370568
2020-08,1231.0493017888625
2020-09,1192.6352548791542
2020-10,1163.4190272707651
2020-11,1306.5053024398962
2020-12,1367.305204235499
2021-01,1361.2927249220056
2021-02,1393.1459534093867
2021-03,1431.6290071894227
2021-04,1494.6736430004416
2021-05,1518.2730261714044
2021-06,1539.560011
2021-07,1551.2003637676405
2021-08,1590.8087270000037
2021-09,1525.4990676853083
2021-10,1604.0907423864833
2021-11,1567.137457
2021-12,1630.029951726093
2022-01,1551.3846441828066
2022-02,1509.5047505440248
2022-03,1540.6053911035276
2022-04,1417.2135128699383
2022-05,1420.2528678372382
2022-06,1302.1692092062074
2022-07,1393.6810552946015
2022-08,1342.204453789709
2022-09,1214.821815039273
2022-10,1288.633765118038
2022-11,1388.0941115487199
2022-12,1333.4891841354945
2023-01,1428.445003331627
2023-02,1389.1377735971116
2023-03,1433.9866399905845
2023-04,1455.6367047722063
2023-05,1442.1345188391228
2023-06,1526.6970131600299
