Date,ACWI ex GERMANY
2008-06,1568.586806349433
2008-07,1527.3856432454888
2008-08,1497.6388572547057
2008-09,1312.2656264747325
2008-10,1054.1458329926227
2008-11,986.4776204941934
2008-12,1019.5822254151581
2009-01,935.9669311685562
2009-02,845.8117810497399
2009-03,915.3021668643281
2009-04,1022.54961268591
2009-05,1125.600237091513
2009-06,1120.8583744250707
2009-07,1218.8282398548297
2009-08,1262.7014580923258
2009-09,1320.505851955617
2009-10,1301.5202787837795
2009-11,1355.188624712874
2009-12,1384.069057547919
2010-01,1326.574661680557
2010-02,1345.4909962223007
2010-03,1431.6283710670493
2010-04,1435.695152684262
2010-05,1301.3173174166259
2010-06,1260.546285685831
2010-07,1362.9843077720557
2010-08,1316.9650895379389
2010-09,1441.9091089444428
2010-10,1492.3341199533638
2010-11,1461.219626269304
2010-12,1568.8295277512289
2011-01,1592.3475895656488
2011-02,1639.072240806335
2011-03,1638.3199127395758
2011-04,1702.2163443248808
2011-05,1669.5469011350176
2011-06,1641.8062428960984
2011-07,1616.9816946075239
2011-08,1506.037172014098
2011-09,1365.5331226023898
2011-10,1509.9593607735314
2011-11,1466.1127673048838
2011-12,1466.6270824641608
2012-01,1550.2015444205047
2012-02,1627.3771949207378
2012-03,1638.8867267120224
2012-04,1622.1268788294883
2012-05,1480.433780079192
2012-06,1554.349807054343
2012-07,1575.6270511773932
2012-08,1609.2735841178649
2012-09,1659.420019929937
2012-10,1647.5785439488975
2012-11,1668.7561466340892
2012-12,1706.4231768389684
2013-01,1785.0559363962454
2013-02,1787.9696912997372
2013-03,1823.2191016845263
2013-04,1875.7708703173018
2013-05,1870.0509112653494
2013-06,1816.89561055693
2013-07,1903.461876400849
2013-08,1864.9512120832085
2013-09,1959.8802422795397
2013-10,2037.9821635461633
2013-11,2065.722714615532
2013-12,2101.3055907715593
2014-01,2018.403655962322
2014-02,2115.5886576131984
2014-03,2127.8676143917914
2014-04,2149.2381385696845
2014-05,2197.081322381729
2014-06,2241.418157835757
2014-07,2219.0394649715254
2014-08,2271.2824676585446
2014-09,2199.2315481761448
2014-10,2217.1451642228676
2014-11,2251.9782472160027
2014-12,2211.329087529246
2015-01,2174.864417485241
2015-02,2296.5963694982793
2015-03,2261.0057088091276
2015-04,2330.0865759501853
2015-05,2330.6531354744657
2015-06,2277.0343086777925
2015-07,2296.3465022755463
2015-08,2140.377561861219
2015-09,2065.5843743664473
2015-10,2226.461876619213
2015-11,2208.4949932268137
2015-12,2170.235191165874
2016-01,2041.8563147525326
2016-02,2030.1882640189408
2016-03,2180.531986138761
2016-04,2214.2039123814748
2016-05,2219.387662013095
2016-06,2210.6003576975772
2016-07,2304.5336480154247
2016-08,2312.281500068655
2016-09,2327.6440644032746
2016-10,2288.5789558735323
2016-11,2310.2983762377776
2016-12,2357.8549911003684
2017-01,2422.561812953529
2017-02,2493.2112190128537
2017-03,2522.914519470699
2017-04,2562.235494
2017-05,2618.982284
2017-06,2633.288622
2017-07,2708.694168
2017-08,2720.563837
2017-09,2770.99761
2017-10,2829.702695
2017-11,2886.515633
2017-12,2935.60241
2018-01,3101.568359
2018-02,2975.636335
2018-03,2913.530094
2018-04,2941.91237247561
2018-05,2951.315671135137
2018-06,2938.250647527545
2018-07,3026.6661622370366
2018-08,3055.487785082952
2018-09,3072.0627949192544
2018-10,2843.4192436675658
2018-11,2889.2203024509267
2018-12,2685.906193
2019-01,2899.7272310943404
2019-02,2979.3809792878283
2019-03,3020.9561665409037
2019-04,3121.7260670959377
2019-05,2939.341538497165
2019-06,3132.583053103268
2019-07,3146.0737013726375
2019-08,3073.3888097331173
2019-09,3139.225108670939
2019-10,3223.383520207342
2019-11,3304.0354396488924
2019-12,3423.1978826568215
2020-01,3388.013050573375
2020-02,3116.654140680543
2020-03,2700.6010039870753
2020-04,2991.8883458415635
2020-05,3120.614887305622
2020-06,3219.239461758624
2020-07,3391.019958811948
2020-08,3599.5974792279485
2020-09,3484.7532882329087
2020-10,3408.0854308074245
2020-11,3825.477763278219
2020-12,4003.179780826241
2021-01,3987.3873647354826
2021-02,4081.2130205856315
2021-03,4190.97772193985
2021-04,4376.849124624852
2021-05,4445.430669092884
2021-06,4508.948213
2021-07,4541.981696106004
2021-08,4658.418325526707
2021-09,4469.6849382082655
2021-10,4702.138279673693
2021-11,4594.817693
2021-12,4778.523809022482
2022-01,4543.4531768204615
2022-02,4431.857442270292
2022-03,4535.297629193166
2022-04,4174.114089216647
2022-05,4179.014900330874
2022-06,3832.828682080754
2022-07,4105.309829861054
2022-08,3957.8566955847023
2022-09,3580.09712487276
2022-10,3794.877312835925
2022-11,4086.488687916435
2022-12,3924.035412633231
2023-01,4201.971121425505
2023-02,4082.071153320178
2023-03,4209.9972200520815
2023-04,4270.586661810816
2023-05,4231.7868584412345
2023-06,4479.833533377559
