Date,MSCI PACIFIC
2006-12,5075.268047507003
2007-01,5119.312620142114
2007-02,5294.794558577007
2007-03,5311.694582173839
2007-04,5313.404816679062
2007-05,5406.884323723779
2007-06,5432.47171350503
2007-07,5434.592810272785
2007-08,5296.292080745704
2007-09,5617.077399710749
2007-10,5745.767484253415
2007-11,5547.383272365597
2007-12,5359.981049221813
2008-01,5014.293148399222
2008-02,5069.487347490146
2008-03,4853.708618495041
2008-04,5219.445147711633
2008-05,5334.588938463126
2008-06,4960.909844670939
2008-07,4765.75273785104
2008-08,4563.110939077069
2008-09,3969.3914796761715
2008-10,3259.341948141357
2008-11,3182.0571243034697
2008-12,3421.2085480963956
2009-01,3166.4857285782196
2009-02,2836.019884238885
2009-03,2986.0882463275975
2009-04,3305.226658374312
2009-05,3677.69474767118
2009-06,3754.7195803149602
2009-07,4003.1836280764555
2009-08,4155.384364170744
2009-09,4250.49777353447
2009-10,4189.857893299121
2009-11,4198.825936478307
2009-12,4254.070656630721
2010-01,4196.565934587277
2010-02,4273.561288538605
2010-03,4523.297333271447
2010-04,4516.806527677272
2010-05,4058.49843375261
2010-06,4000.50983590286
2010-07,4236.435231603131
2010-08,4145.030094423252
2010-09,4462.544525571505
2010-10,4566.990884028602
2010-11,4588.869334193913
2010-12,4938.006895350796
2011-01,4920.449317493917
2011-02,5090.389881740731
2011-03,4840.442861493184
2011-04,4949.456558321675
2011-05,4833.064277463197
2011-06,4841.796381631976
2011-07,4938.675360260811
2011-08,4588.6649171192985
2011-09,4277.956574531049
2011-10,4503.347343029147
2011-11,4258.80397950986
2011-12,4266.161672962693
2012-01,4542.048008093361
2012-02,4760.873958783119
2012-03,4749.873397444272
2012-04,4683.5653894154975
2012-05,4212.417405841645
2012-06,4447.534170428895
2012-07,4496.451120804426
2012-08,4481.563490920233
2012-09,4615.899246301304
2012-10,4599.533923638469
2012-11,4695.328231398839
2012-12,4888.95536358752
2013-01,5096.993268702968
2013-02,5226.763947874211
2013-03,5367.772120072822
2013-04,5737.079391713389
2013-05,5338.202867548062
2013-06,5275.536249097627
2013-07,5357.983252183664
2013-08,5284.0258842691865
2013-09,5699.469583673038
2013-10,5793.243109193213
2013-11,5786.280897203432
2013-12,5789.892435677738
2014-01,5531.349047107991
2014-02,5641.03211658999
2014-03,5650.031409986907
2014-04,5609.9498793822895
2014-05,5791.0963808654615
2014-06,5978.567976871055
2014-07,6083.7310146047685
2014-08,6008.865510935752
2014-09,5765.732857260583
2014-10,5818.898223028887
2014-11,5750.783339842301
2014-12,5647.0931016176555
2015-01,5730.8617249926765
2015-02,6046.543382333649
2015-03,6082.3987393777115
2015-04,6306.566327827702
2015-05,6304.741318267538
2015-06,6153.67240266074
2015-07,6149.001601896069
2015-08,5670.0127557949845
2015-09,5345.490850853861
2015-10,5833.495690517782
2015-11,5773.635600159521
2015-12,5828.538350884642
2016-01,5338.464332437446
2016-02,5237.6169702393445
2016-03,5614.177842331757
2016-04,5824.727946151362
2016-05,5741.771149822368
2016-06,5664.933147707316
2016-07,6041.202375971837
2016-08,6026.807973757991
2016-09,6150.537472146571
2016-10,6160.135288374325
2016-11,6059.333355100009
2016-12,6088.635577851374
2017-01,6355.050171708337
2017-02,6468.826159454661
2017-03,6516.596065540085
2017-04,6571.91782
2017-05,6679.20417
2017-06,6774.044183
2017-07,6963.41073
2017-08,6967.803131
2017-09,7042.941959
2017-10,7291.687568
2017-11,7479.802375
2017-12,7608.13088
2018-01,7938.381182
2018-02,7772.959733
2018-03,7564.439333359654
2018-04,7674.5428899084345
2018-05,7632.752342373167
2018-06,7464.830574360941
2018-07,7533.131861369849
2018-08,7499.263624652637
2018-09,7642.010522563632
2018-10,6988.628059590337
2018-11,7073.321969253183
2018-12,6712.120138835925
2019-01,7146.188421853278
2019-02,7235.467566307732
2019-03,7293.472191799745
2019-04,7402.8535257012445
2019-05,7140.663285715059
2019-06,7473.23089730794
2019-07,7461.354139391013
2019-08,7263.447816926296
2019-09,7499.046903170029
2019-10,7817.419939027439
2019-11,7852.3424640767
2019-12,8028.317159773461
2020-01,7911.464984664856
2020-02,7226.108172400069
2020-03,6407.829034835914
2020-04,6873.8520321821015
2020-05,7145.694080243116
2020-06,7316.946899125662
2020-07,7295.921400445467
2020-08,7808.301908367378
2020-09,7718.996803360064
2020-10,7619.963287350273
2020-11,8623.307597368163
2020-12,9012.063316337624
2021-01,8970.245192447594
2021-02,9145.872008572944
2021-03,9249.358953761754
2021-04,9279.018917882735
2021-05,9441.876054100354
2021-06,9374.828343280653
2021-07,9249.105903323503
2021-08,9459.98021007286
2021-09,9529.652365056501
2021-10,9409.218978027595
2021-11,9057.789941468418
2021-12,9272.605985913839
2022-01,8785.8929524644
2022-02,8804.354220818976
2022-03,8994.809319661335
2022-04,8297.219861482345
2022-05,8371.07661271452
2022-06,7699.010865106884
2022-07,8085.464130081618
2022-08,7903.157827067459
2022-09,7084.319601532176
2022-10,7231.030233784897
2022-11,8059.138985243149
2022-12,8087.5434432976235
2023-01,8661.54399119718
2023-02,8245.091846906886
2023-03,8479.223949096093
2023-04,8504.814596408865
2023-05,8427.458988377932
2023-06,8778.416985053176
