Date,KUKJE INDEX (ACWI ex Korea)
2010-03,1415.148786413997
2010-04,1416.969610068094
2010-05,1284.8445671429463
2010-06,1244.8170585026755
2010-07,1346.6385576938583
2010-08,1299.8855588667739
2010-09,1424.160838973952
2010-10,1476.4835924515908
2010-11,1443.6368611839375
2010-12,1548.7689083394225
2011-01,1573.1079502620964
2011-02,1622.3754207335553
2011-03,1618.0271266581444
2011-04,1684.3678865687252
2011-05,1650.2220106936054
2011-06,1624.9890314711358
2011-07,1597.9378948065564
2011-08,1483.9322170886992
2011-09,1345.4083353441245
2011-10,1488.7920329343754
2011-11,1445.9778803142951
2011-12,1443.9927011694126
2012-01,1527.0507621284507
2012-02,1604.6836754881747
2012-03,1616.522332562805
2012-04,1598.6878646765479
2012-05,1457.5845244844515
2012-06,1530.888966545507
2012-07,1551.6933560453033
2012-08,1587.1594679347106
2012-09,1636.6637532257732
2012-10,1626.913197625272
2012-11,1648.0843905317752
2012-12,1685.288469183904
2013-01,1766.2872012908683
2013-02,1765.1699589433067
2013-03,1800.4241061962732
2013-04,1854.8396693593068
2013-05,1851.0940307844305
2013-06,1799.478353848912
2013-07,1886.539701190455
2013-08,1846.1961826566464
2013-09,1941.7559198332349
2013-10,2020.088253121381
2013-11,2049.6275932205563
2013-12,2086.9515886861423
2014-01,2004.4834072916697
2014-02,2102.793767381175
2014-03,2113.3670998377943
2014-04,2134.3638256671175
2014-05,2181.0457963855724
2014-06,2223.4729253055116
2014-07,2196.028413097791
2014-08,2246.6208086267347
2014-09,2176.58083604082
2014-10,2193.790354326933
2014-11,2232.8904014948034
2014-12,2190.8351126857647
2015-01,2155.730887060581
2015-02,2278.4634026429057
2015-03,2243.5520169413107
2015-04,2308.436420472977
2015-05,2309.368815402961
2015-06,2256.724145113146
2015-07,2280.26282982002
2015-08,2124.530599106421
2015-09,2046.863923005026
2015-10,2206.9893974275274
2015-11,2190.6993072188734
2015-12,2152.0410195507066
2016-01,2022.619971703629
2016-02,2010.358574982292
2016-03,2158.707414567795
2016-04,2192.5383429349013
2016-05,2198.871595820751
2016-06,2185.195102403324
2016-07,2279.4259895333307
2016-08,2287.19150415835
2016-09,2301.936974703775
2016-10,2264.1701591755864
2016-11,2283.737247421843
2016-12,2334.440320119793
2017-01,2396.9929134220724
2017-02,2465.20801804493
2017-03,2495.4233375716653
2017-04,2535.71897
2017-05,2591.499629
2017-06,2604.120527
2017-07,2677.68096
2017-08,2690.657351
2017-09,2743.592516
2017-10,2798.150827
2017-11,2854.634809
2017-12,2900.923814
2018-01,3066.245535
2018-02,2939.871617
2018-03,2876.251248
2018-04,2904.402208504659
2018-05,2913.5632086215455
2018-06,2902.2236517525184
2018-07,2992.9758576988443
2018-08,3017.3205521875125
2018-09,3031.704857282606
2018-10,2808.66636913021
2018-11,2850.2710694602843
2018-12,2648.197673
2019-01,2857.0638641513797
2019-02,2937.003964941452
2019-03,2977.8416756646857
2019-04,3081.366965917616
2019-05,2902.7554514108765
2019-06,3093.2285768711913
2019-07,3106.33776222858
2019-08,3035.227455472308
2019-09,3098.406352420096
2019-10,3183.20721707595
2019-11,3264.100555908152
2019-12,3377.3151752348062
2020-01,3342.9341202955516
2020-02,3073.9075883537575
2020-03,2659.9557166718982
2020-04,2947.24453127566
2020-05,3078.1119135590193
2020-06,3175.7289188251316
2020-07,3344.0881024049972
2020-08,3552.0305142690117
2020-09,3435.6073065082896
2020-10,3351.3358662355226
2020-11,3762.765344487656
2020-12,3931.3377544520213
2021-01,3913.138897098326
2021-02,4006.488161208813
2021-03,4117.414603936239
2021-04,4300.199147443978
2021-05,4370.313489785974
2021-06,4429.284769
2021-07,4465.995272877984
2021-08,4582.136844051374
2021-09,4396.5747844144635
2021-10,4627.126310492333
2021-11,4518.557471
2021-12,4699.1513157448
2022-01,4472.833436920939
2022-02,4356.603199248587
2022-03,4454.948212644174
2022-04,4098.999383985556
2022-05,4105.724195901034
2022-06,3766.5586959152156
2022-07,4031.526094983093
2022-08,3884.500197546103
2022-09,3518.7659828602596
2022-10,3731.0471307820217
2022-11,4018.8732955152122
2022-12,3862.822196457161
2023-01,4138.0837753785945
2023-02,4023.2711064794958
2023-03,4149.19917246864
2023-04,4212.129580927064
2023-05,4166.85400065416
2023-06,4413.625395272047
