Date,EM (EMERGING MARKETS) ex CHINA
2015-07,4436.847280039147
2015-08,4074.534093368679
2015-09,3940.097206397115
2015-10,4198.021384116912
2015-11,4027.662916753229
2015-12,3927.6521504942666
2016-01,3761.738687215801
2016-02,3785.494708889519
2016-03,4303.711573889299
2016-04,4338.190603763397
2016-05,4137.282460726993
2016-06,4350.107076724967
2016-07,4595.420625068389
2016-08,4635.45969415197
2016-09,4675.569766440322
2016-10,4724.805947679334
2016-11,4449.611484054615
2016-12,4536.988143934424
2017-01,4764.042284060638
2017-02,4902.033905257452
2017-03,5034.5038287404295
2017-04,5137.290191
2017-05,5246.190841
2017-06,5276.584721
2017-07,5536.377554
2017-08,5618.139298
2017-09,5564.184112
2017-10,5748.792206
2017-11,5727.806817
2017-12,5979.054921
2018-01,6373.199059
2018-02,6131.522968
2018-03,6058.068372880351
2018-04,6021.922919978647
2018-05,5670.293688956224
2018-06,5469.306112046261
2018-07,5719.428119632918
2018-08,5595.36827850664
2018-09,5590.1197717937675
2018-10,5173.298054827127
2018-11,5315.69967919674
2018-12,5262.52754657406
2019-01,5670.8096358469775
2019-02,5601.751586503829
2019-03,5607.409442681954
2019-04,5723.61148900349
2019-05,5475.047937425634
2019-06,5777.599968161852
2019-07,5694.678214968834
2019-08,5400.993711131285
2019-09,5556.8278680192
2019-10,5796.680552487767
2019-11,5737.991893193148
2019-12,6145.996497987056
2020-01,5864.383639753057
2020-02,5365.468313102303
2020-03,4266.586046333023
2020-04,4741.876266061943
2020-05,4818.397781727218
2020-06,5122.132995235762
2020-07,5567.709801636646
2020-08,5557.970702329686
2020-09,5516.885560813427
2020-10,5503.375048246122
2020-11,6284.66214060574
2020-12,6948.346509402968
2021-01,6976.764739408902
2021-02,7115.332651574998
2021-03,7235.133424351066
2021-04,7465.270387451128
2021-05,7710.689276622533
2021-06,7730.17399862082
2021-07,7545.672936412275
2021-08,7851.391557518223
2021-09,7586.112819451561
2021-10,7577.815838373105
2021-11,7346.301053450817
2021-12,7679.993444760554
2022-01,7574.419932707039
2022-02,7381.894221794922
2022-03,7416.939941451267
2022-04,6958.63026235901
2022-05,6968.786094919306
2022-06,6097.117796705965
2022-07,6396.14764078623
2022-08,6431.769323732734
2022-09,5769.371324784735
2022-10,5951.943614057651
2022-11,6510.058562351708
2022-12,6236.7682373191155
2023-01,6614.440922548267
2023-02,6315.920992489497
2023-03,6466.583303435336
2023-04,6521.357616719644
2023-05,6615.601458687482
2023-06,6869.480192482861
