Date,ACWI ex SOUTH AFRICA
2019-10,3185.6313258384666
2019-11,3265.1898068936744
2019-12,3380.4306414842254
2020-01,3345.4667288971805
2020-02,3077.429639636929
2020-03,2665.6192873218197
2020-04,2952.2341274114024
2020-05,3082.7390067068936
2020-06,3181.630148323699
2020-07,3351.0799861708088
2020-08,3558.593714721229
2020-09,3444.8167260100136
2020-10,3361.4697025723376
2020-11,3777.3182100113686
2020-12,3953.229281402545
2021-01,3935.6256151616544
2021-02,4027.8541446162717
2021-03,4136.89379099363
2021-04,4320.407871595176
2021-05,4388.823131484789
2021-06,4450.1387
2021-07,4482.5860128439235
2021-08,4596.59705340411
2021-09,4408.774576150404
2021-10,4635.809875515047
2021-11,4525.93733
2021-12,4708.380470793934
2022-01,4476.0611487610195
2022-02,4360.50813799979
2022-03,4456.4842350869185
2022-04,4102.378642871899
2022-05,4109.92107458115
2022-06,3765.9326796513637
2022-07,4031.2916616142666
2022-08,3884.5095900140127
2022-09,3514.142850198281
2022-10,3727.506592766169
2022-11,4016.68728363387
2022-12,3860.228591804821
2023-01,4138.289683058997
2023-02,4022.020601754747
2023-03,4148.774767587632
2023-04,4210.438883289904
2023-05,4170.4289668328265
2023-06,4413.905589774126
