Date,ACWI ex INDONESIA
2005-06,1157.7326118757692
2005-07,1200.8076351590394
2005-08,1210.6912942626
2005-09,1247.4592092208804
2005-10,1214.0918346595076
2005-11,1258.8999149982847
2005-12,1290.0972597466625
2006-01,1353.8003901159047
2006-02,1352.3465202626505
2006-03,1381.2555105133915
2006-04,1427.7626287312673
2006-05,1372.8636646206567
2006-06,1372.824845007744
2006-07,1382.424927551436
2006-08,1418.913037367686
2006-09,1435.7682303920233
2006-10,1489.9069327563932
2006-11,1532.6339735944432
2006-12,1567.1619006403766
2007-01,1583.2156095305359
2007-02,1575.5580104689054
2007-03,1607.7341268158978
2007-04,1679.9161899850378
2007-05,1731.391150282663
2007-06,1726.852878098582
2007-07,1700.616164940192
2007-08,1696.7821694183579
2007-09,1788.2338243478046
2007-10,1858.0052615047869
2007-11,1776.4602641276877
2007-12,1757.1922140742017
2008-01,1613.4703945907802
2008-02,1618.5269306106456
2008-03,1595.870490976756
2008-04,1686.4190774182593
2008-05,1714.6256128693242
2008-06,1574.2375169578277
2008-07,1533.7769370878161
2008-08,1501.5228189889506
2008-09,1314.6916382352686
2008-10,1054.938530579599
2008-11,986.3669006983203
2008-12,1022.3720598011672
2009-01,935.3191026200717
2009-02,844.3105234209099
2009-03,914.1732678284577
2009-04,1022.6559561728584
2009-05,1125.7488183895282
2009-06,1119.7366008783708
2009-07,1218.3533965786214
2009-08,1262.556261913111
2009-09,1320.6892190389435
2009-10,1300.6142131303227
2009-11,1354.7098281846067
2009-12,1383.0474449206263
2010-01,1323.3341952672497
2010-02,1340.8518339112322
2010-03,1427.5914652017918
2010-04,1430.519935409003
2010-05,1296.0783480220027
2010-06,1256.2404617416053
2010-07,1358.9326361895403
2010-08,1311.9379919959026
2010-09,1437.7246610369994
2010-10,1490.0114228196474
2010-11,1457.7005526006672
2010-12,1565.0592618172639
2011-01,1590.551222837069
2011-02,1637.3790693952392
2011-03,1635.9528545038804
2011-04,1703.7792172581755
2011-05,1668.586999927206
2011-06,1642.7376278882841
2011-07,1616.0054823212154
2011-08,1498.658385933206
2011-09,1357.7429182844896
2011-10,1503.6875676921406
2011-11,1459.5723764229365
2011-12,1456.9376630869958
2012-01,1542.1683464926052
2012-02,1620.9033366125036
2012-03,1632.4143411970977
2012-04,1614.7697897451944
2012-05,1471.5747750833918
2012-06,1544.9644430746816
2012-07,1566.3876195483494
2012-08,1601.5551526890658
2012-09,1652.556803674066
2012-10,1641.7686376745064
2012-11,1663.8300952505388
2012-12,1702.3592799089663
2013-01,1781.4137792042454
2013-02,1781.3336982581882
2013-03,1814.8276169747332
2013-04,1867.9534924132822
2013-05,1864.654172580524
2013-06,1811.0341988550767
2013-07,1899.0635681640983
2013-08,1861.1054924508057
2013-09,1958.4310313021278
2013-10,2037.3114375350883
2013-11,2067.7868019010193
2013-12,2104.297614943591
2014-01,2020.1898403183052
2014-02,2118.515864608669
2014-03,2128.7808284129546
2014-04,2150.1491287722056
2014-05,2197.8549894835564
2014-06,2240.3685965928717
2014-07,2213.309584827717
2014-08,2263.3445855836358
2014-09,2190.814840273698
2014-10,2206.760874480649
2014-11,2244.6799731148762
2014-12,2202.2081893071854
2015-01,2168.2458524632775
2015-02,2290.16273257288
2015-03,2255.8557157442933
2015-04,2323.2383001801622
2015-05,2321.844093709948
2015-06,2268.5049821117345
2015-07,2289.3401939734003
2015-08,2133.4248415439156
2015-09,2057.5474468729617
2015-10,2219.241320910255
2015-11,2201.9035695746143
2015-12,2162.7680933661936
2016-01,2032.4275650932266
2016-02,2019.2102843710652
2016-03,2170.4923215617623
2016-04,2203.9678069702677
2016-05,2208.8407971669067
2016-06,2196.0537736588853
2016-07,2291.267336760174
2016-08,2300.017386860057
2016-09,2315.0168412607454
2016-10,2276.1637585258777
2016-11,2295.49973729574
2016-12,2345.800129891806
2017-01,2410.619332503887
2017-02,2479.3491930695864
2017-03,2511.1138279133907
2017-04,2551.289529
2017-05,2609.86711
2017-06,2622.664938
2017-07,2697.104307
2017-08,2708.823096
2017-09,2762.371199
2017-10,2820.513281
2017-11,2876.576608
2017-12,2923.421334
2018-01,3089.165381
2018-02,2960.533497
2018-03,2899.317244
2018-04,2929.0388724884883
2018-05,2935.291359022669
2018-06,2921.0426263124837
2018-07,3010.09870719382
2018-08,3035.09933854585
2018-09,3049.6865584583156
2018-10,2821.5281847619644
2018-11,2863.4421284271175
2018-12,2662.345432
2019-01,2873.3351183354116
2019-02,2952.0731320502077
2019-03,2991.0882878600864
2019-04,3093.8649421508
2019-05,2912.672321146275
2019-06,3104.833340560849
2019-07,3114.9135752810703
2019-08,3042.553380086869
2019-09,3108.3537284363065
2019-10,3194.2222872837574
2019-11,3273.9692609394206
2019-12,3390.3598926194036
2020-01,3353.8941409280787
2020-02,3084.597951701685
2020-03,2671.1194620109445
2020-04,2958.5443137548164
2020-05,3089.061917383496
2020-06,3188.895702529475
2020-07,3358.876750560815
2020-08,3565.9389496944436
2020-09,3452.878461452953
2020-10,3369.196589044312
2020-11,3785.599886485587
2020-12,3962.6910905977024
2021-01,3945.78986323299
2021-02,4038.4263217689772
2021-03,4149.06612815132
2021-04,4332.4795460814685
2021-05,4402.246954090755
2021-06,4462.206102
2021-07,4494.414715478894
2021-08,4607.9682434772285
2021-09,4419.062364349264
2021-10,4645.525285560294
2021-11,4535.10501
2021-12,4718.186146150396
2022-01,4486.9266926481505
2022-02,4371.766260607746
2022-03,4468.919304893038
2022-04,4111.87612700067
2022-05,4119.917152467927
2022-06,3774.392038624449
2022-07,4039.6117429537408
2022-08,3891.7317321071546
2022-09,3520.038918829678
2022-10,3733.8576823430467
2022-11,4025.810083869261
2022-12,3869.038670965447
2023-01,4147.651463065671
2023-02,4030.0772675083854
2023-03,4157.0539876361845
2023-04,4218.329690678851
2023-05,4176.3463979081425
2023-06,4421.242294257863
