Date,MSCI EURO
2016-02,1541.3506111613185
2016-03,1656.06130648773
2016-04,1686.6099678879757
2016-05,1687.284600591593
2016-06,1583.567053993381
2016-07,1671.0550761795787
2016-08,1688.3374037378774
2016-09,1700.8850137975628
2016-10,1686.3792207310796
2016-11,1627.2791989052914
2016-12,1735.8918280977803
2017-01,1756.511174218412
2017-02,1773.4570294833234
2017-03,1884.5772595446956
2017-04,1962.049701
2017-05,2060.260701
2017-06,2036.749313
2017-07,2111.975049
2017-08,2116.710875
2017-09,2200.649339
2017-10,2219.510978
2017-11,2221.523509
2017-12,2211.934929
2018-01,2371.201544
2018-02,2230.507944
2018-03,2204.155284
2018-04,2281.2303561254885
2018-05,2169.6165209222845
2018-06,2155.616966747168
2018-07,2233.89932182374
2018-08,2150.141845710256
2018-09,2147.620685807278
2018-10,1967.124544976057
2018-11,1959.4695492887774
2018-12,1865.4182157904186
2019-01,1985.0353725665623
2019-02,2049.3037672828423
2019-03,2050.223497211222
2019-04,2157.674632464459
2019-05,2028.6922571151813
2019-06,2183.890265063355
2019-07,2135.3172841484043
2019-08,2083.1389007090133
2019-09,2141.7012279657874
2019-10,2214.813395536872
2019-11,2245.3316868644847
2019-12,2311.945789997182
2020-01,2239.644230545314
2020-02,2038.5484440917592
2020-03,1688.6227563015193
2020-04,1786.5838813719365
2020-05,1905.7779362240367
2020-06,2026.207159057758
2020-07,2102.665206124557
2020-08,2197.3538487466344
2020-09,2113.982216187218
2020-10,1975.0961917072048
2020-11,2383.847538746054
2020-12,2479.151191726149
2021-01,2424.827243802847
2021-02,2523.726068830391
2021-03,2621.384850256986
2021-04,2744.719604362192
2021-05,2867.589741637902
2021-06,2808.2694313292977
2021-07,2840.396124111726
2021-08,2896.290403134892
2021-09,2756.61186973772
2021-10,2879.7887821228874
2021-11,2695.950114463101
2021-12,2867.0956466645603
2022-01,2741.8155001752134
2022-02,2592.8101555555504
2022-03,2549.4574788131144
2022-04,2366.664639085808
2022-05,2433.45461376722
2022-06,2159.054392924621
2022-07,2263.484051685917
2022-08,2121.4969586332736
2022-09,1943.6702251486502
2022-10,2116.0816878470027
2022-11,2403.083330506202
2022-12,2392.784982485748
2023-01,2676.534659050927
2023-02,2659.531167460461
2023-03,2768.7027500042414
2023-04,2862.5924976591486
2023-05,2712.352662706046
2023-06,2888.359028068797
