Date,MSCI AC FAR EAST
2001-05,95.24618744140663
2001-06,90.45953953855084
2001-07,84.53508625351778
2001-08,82.61455220483079
2001-09,73.55355935580972
2001-10,74.34815059224759
2001-11,77.52425949887353
2001-12,75.40035774324191
2002-01,72.06373955462985
2002-02,74.1913090282444
2002-03,78.84876373984252
2002-04,82.3794244150468
2002-05,85.52317164450767
2002-06,81.03658157752254
2002-07,76.07310923051999
2002-08,75.04463915734429
2002-09,70.4053073822585
2002-10,67.60209391262713
2002-11,70.52240265566448
2002-12,67.89314420101125
2003-01,66.06634647438366
2003-02,65.56825386793992
2003-03,62.64905795892138
2003-04,62.882509670871066
2003-05,66.57689124203002
2003-06,71.21062914247285
2003-07,74.96167281771142
2003-08,82.20548228040815
2003-09,85.89159722047229
2003-10,90.69244842184597
2003-11,88.27659058413315
2003-12,93.99270918795128
2004-01,96.95162482840877
2004-02,97.75516414882034
2004-03,106.58323048867655
2004-04,100.69735141817326
2004-05,97.47679950130758
2004-06,101.14102349670321
2004-07,95.95739038212226
2004-08,97.74743536585343
2004-09,96.95278884533211
2004-10,98.91663218400686
2004-11,104.68481026554683
2004-12,109.33802649334224
2005-01,107.78444357519446
2005-02,111.18242289324509
2005-03,108.06562757368397
2005-04,105.78057562810449
2005-05,105.82808103001318
2005-06,106.51816431198678
2005-07,109.44791452998403
2005-08,113.48136118192078
2005-09,123.43010952600837
2005-10,120.12083445635726
2005-11,126.22532319191342
2005-12,136.06128331925694
2006-01,143.7841495348065
2006-02,142.82104972974776
2006-03,145.87849934779555
2006-04,151.8788858866309
2006-05,142.20936542237098
2006-06,140.85024308088379
2006-07,140.3818728968579
2006-08,143.109432724289
2006-09,142.79243153767587
2006-10,145.66857998910865
2006-11,149.99498447068757
2006-12,154.69203410578146
2007-01,154.76472250118698
2007-02,159.34504084269403
2007-03,159.11548430247765
2007-04,158.9940889442924
2007-05,163.7982300904023
2007-06,166.756903745409
2007-07,171.21339571339914
2007-08,167.43338037863097
2007-09,177.57317734481802
2007-10,184.58756215321367
2007-11,175.09336685495308
2007-12,170.10164886245727
2008-01,155.44179404301474
2008-02,160.58025499466177
2008-03,153.28610778300387
2008-04,164.79662287039903
2008-05,165.4330437535367
2008-06,151.2014615673594
2008-07,147.21594933375894
2008-08,139.2322290118129
2008-09,120.76706503609292
2008-10,98.7449600265555
2008-11,96.00335299578283
2008-12,104.48886650191984
2009-01,97.77831201116626
2009-02,87.8946115293816
2009-03,93.74780297866509
2009-04,105.3912672094451
2009-05,117.88733716721912
2009-06,118.92826787904046
2009-07,128.79286794009653
2009-08,129.56194975644942
2009-09,133.1624808046887
2009-10,131.29919554850673
2009-11,131.8066549571138
2009-12,135.12016207387444
2010-01,132.47258015595958
2010-02,133.5347620004191
2010-03,141.47063906405234
2010-04,142.73806814894957
2010-05,130.99504614492184
2010-06,130.46168977761994
2010-07,136.98155907682047
2010-08,134.664284098074
2010-09,144.9009279499798
2010-10,148.383471198281
2010-11,149.29907600249746
2010-12,158.9000828326801
2011-01,159.46069017147954
2011-02,159.8258184592946
2011-03,156.7042710017513
2011-04,160.54973539103213
2011-05,158.4703220639981
2011-06,157.23851304660386
2011-07,161.2384450254252
2011-08,146.92002806044104
2011-09,135.28375226253894
2011-10,143.24972049108695
2011-11,134.68470700497758
2011-12,136.09604916698748
2012-01,145.93429766286204
2012-02,154.13867543178924
2012-03,152.8132511421973
2012-04,150.8651769760999
2012-05,137.05988678630644
2012-06,142.32599266937407
2012-07,142.90159433564682
2012-08,141.94627047176186
2012-09,148.32373691944096
2012-10,147.13214548626874
2012-11,150.80440160637818
2012-12,157.2655928452697
2013-01,161.05275355429973
2013-02,163.5879906355645
2013-03,165.44533093735055
2013-04,173.73782505694163
2013-05,167.88789144539447
2013-06,164.50687593782024
2013-07,166.89281652362652
2013-08,164.5506085929245
2013-09,175.70700309074243
2013-10,179.06405090394435
2013-11,180.8288329433419
2013-12,180.23442988224895
2014-01,172.18311437026497
2014-02,174.66841527693205
2014-03,173.96346010073384
2014-04,172.5522776168433
2014-05,179.09957312028445
2014-06,185.69033468437917
2014-07,190.07679714531773
2014-08,188.61540742904012
2014-09,181.88750132656938
2014-10,182.34784747329383
2014-11,182.79840211275027
2014-12,179.9768088320762
2015-01,183.8585116479116
2015-02,191.061717542263
2015-03,193.49117763625674
2015-04,205.30568694931463
2015-05,203.34047050296016
2015-06,197.47778544072386
2015-07,190.85992606207753
2015-08,175.99067239535538
2015-09,168.13208717658395
2015-10,183.97383332772026
2015-11,180.16420003689143
2015-12,179.8407716028565
2016-01,165.48956255010316
2016-02,163.00175457304746
2016-03,175.9501934087766
2016-04,179.03031750905902
2016-05,176.61238068075883
2016-06,177.049414148157
2016-07,187.00899077745416
2016-08,190.83479998576007
2016-09,194.35257433141302
2016-10,193.95625932159768
2016-11,189.31529905478493
2016-12,188.1052782685218
2017-01,197.646735311198
2017-02,201.87751320351657
2017-03,204.75901615846638
2017-04,208.156559
2017-05,216.243465
2017-06,219.574375
2017-07,227.709514
2017-08,229.664591
2017-09,232.220714
2017-10,242.724322
2017-11,247.104751
2017-12,251.242024
2018-01,267.427993
2018-02,258.609073
2018-03,254.476049
2018-04,255.7619779253364
2018-05,253.16266398503993
2018-06,243.1481215867435
2018-07,244.0066128743511
2018-08,242.63315994701404
2018-09,245.5353926493217
2018-10,221.07466626257963
2018-11,227.0498113267833
2018-12,216.4930769558557
2019-01,232.44273569666697
2019-02,235.3907962260551
2019-03,237.38282338909576
2019-04,241.5820235813812
2019-05,224.46615830584585
2019-06,237.5922152939164
2019-07,236.02674665148857
2019-08,229.04965607175077
2019-09,235.309087231633
2019-10,246.37164620500792
2019-11,247.4441783536492
2019-12,259.81451517838263
2020-01,251.12768618609493
2020-02,237.68073941831213
2020-03,216.20513725806867
2020-04,231.42242769290158
2020-05,235.908874150412
2020-06,247.3899837823959
2020-07,257.9155364873155
2020-08,271.2252311426284
2020-09,269.68646029860656
2020-10,272.70586098796144
2020-11,299.3044015513018
2020-12,315.90480171491004
2021-01,324.01637736797545
2021-02,327.51660019208015
2021-03,322.74436439598475
2021-04,326.56769228063155
2021-05,329.2370883230809
2021-06,328.87770231500696
2021-07,309.70224054487915
2021-08,315.4960130440345
2021-09,309.66053058355425
2021-10,308.5378995391085
2021-11,298.084846
2021-12,302.19141271169593
2022-01,289.93580673076167
2022-02,285.0517622230786
2022-03,278.11182583152146
2022-04,258.6893943199392
2022-05,262.9144665663917
2022-06,248.45307864390878
2022-07,249.37090288323813
2022-08,245.71405261381608
2022-09,215.00681240510224
2022-10,207.3309173147542
2022-11,242.05881349397924
2022-12,243.74557395245427
2023-01,265.0084678500465
2023-02,249.4151046286677
2023-03,259.4152268721728
2023-04,254.89580946872388
2023-05,252.76771816852198
2023-06,260.6623261313775
