Date,MSCI AC ASIA
2009-09,137.6650912514373
2009-10,135.54790260618682
2009-11,136.63911262811558
2009-12,140.14844435448742
2010-01,137.1387759809683
2010-02,138.2793000279981
2010-03,146.74714864284354
2010-04,148.1435966697043
2010-05,135.9742798323197
2010-06,135.7837161204312
2010-07,142.22582375935139
2010-08,139.83993226387494
2010-09,151.16778292916848
2010-10,154.72721595250397
2010-11,154.99849418020932
2010-12,165.0738471481154
2011-01,164.32948889161497
2011-02,164.53432691424877
2011-03,162.42935217870328
2011-04,166.08482659597655
2011-05,163.66201637800572
2011-06,162.62164941829263
2011-07,166.3105004820114
2011-08,151.22700772763807
2011-09,139.36055454785733
2011-10,147.76536898926318
2011-11,138.12452107443005
2011-12,139.09647102595608
2012-01,150.02314619559485
2012-02,158.39577233062312
2012-03,156.67649169184847
2012-04,154.4150128560402
2012-05,140.10681693402807
2012-06,145.72016428864183
2012-07,146.25226844970595
2012-08,145.39830260634997
2012-09,152.6469781592961
2012-10,151.1778326467453
2012-11,155.10483484475225
2012-12,161.39962088325214
2013-01,165.49830653638207
2013-02,167.33874684922253
2013-03,169.16035642681962
2013-04,177.57256010788709
2013-05,171.62885942575463
2013-06,167.79654081092684
2013-07,169.91282557171795
2013-08,166.85140079665257
2013-09,178.31546888737788
2013-10,182.31959178992852
2013-11,183.7833104366376
2013-12,183.44923547659667
2014-01,175.30708763340706
2014-02,177.98163698405133
2014-03,177.94422654377914
2014-04,176.47667421051045
2014-05,183.63966412842615
2014-06,190.42331560089394
2014-07,194.82255421381188
2014-08,193.6234805521475
2014-09,186.91344468232478
2014-10,187.71962429829458
2014-11,188.30856806748034
2014-12,184.9912989244638
2015-01,189.48727563084105
2015-02,196.71660625129564
2015-03,198.69026180506322
2015-04,209.6312576098019
2015-05,207.95794564102928
2015-06,202.26935879157122
2015-07,195.99152727851256
2015-08,180.6240429252761
2015-09,173.01592861154617
2015-10,188.5840257920333
2015-11,184.422230136412
2015-12,184.33106741804397
2016-01,169.72446435885584
2016-02,166.6604637989968
2016-03,180.31640801245982
2016-04,183.3554660621588
2016-05,181.1781861194324
2016-06,181.72902220643505
2016-07,191.9567752021552
2016-08,195.79295298648094
2016-09,199.10526988089015
2016-10,198.66810725761434
2016-11,193.37674687092195
2016-12,192.19762681796175
2017-01,201.87392456989036
2017-02,206.59072185143438
2017-03,210.0531435649549
2017-04,213.570692
2017-05,221.607497
2017-06,224.708845
2017-07,233.523162
2017-08,235.282223
2017-09,237.2538
2017-10,248.339292
2017-11,252.469402
2017-12,257.144008
2018-01,273.270998
2018-02,263.746312
2018-03,259.252697
2018-04,261.05357430610246
2018-05,258.0185893350465
2018-06,248.22539594009828
2018-07,249.95887266016078
2018-08,248.77202297958215
2018-09,250.20492075710035
2018-10,225.68874446187198
2018-11,232.75139353106832
2018-12,222.55328900835923
2019-01,237.67007837374643
2019-02,240.51368913269783
2019-03,243.68621776409904
2019-04,247.81598408614462
2019-05,231.365041959134
2019-06,243.9660111759463
2019-07,241.67404098063938
2019-08,234.5309175706658
2019-09,240.99066995057407
2019-10,252.2706072180981
2019-11,253.22720036592295
2019-12,265.34239003039363
2020-01,256.8822516880663
2020-02,242.8202310513389
2020-03,218.50702583790803
2020-04,234.90806426828524
2020-05,238.8513604434803
2020-06,250.72201187376675
2020-07,262.24577247345735
2020-08,275.53061959806104
2020-09,274.1513170433524
2020-10,277.2316665210792
2020-11,304.0975248797029
2020-12,321.86373773340654
2021-01,329.07982019612666
2021-02,333.51121736455985
2021-03,329.4882174913957
2021-04,332.91303495470686
2021-05,337.42733677737243
2021-06,336.91516575922844
2021-07,318.96708438675734
2021-08,327.22728500004865
2021-09,321.86243051908076
2021-10,320.5856755439731
2021-11,309.826437
2021-12,314.748378893074
2022-01,302.7530758205756
2022-02,297.008162727867
2022-03,291.4138425121638
2022-04,272.548569651705
2022-05,274.97162906727846
2022-06,259.5406552002631
2022-07,262.68208852068307
2022-08,260.32134658349395
2022-09,229.4966608216093
2022-10,222.9024272097905
2022-11,257.1793331810135
2022-12,257.2182870253723
2023-01,276.51308658842294
2023-02,260.59410961654237
2023-03,270.3386734154137
2023-04,267.12265900650254
2023-05,265.8896262571926
2023-06,274.6430338591441
