Date,FRONTIER EMERGING MARKETS
2011-05,3685.9729477576707
2011-06,3611.271298769944
2011-07,3578.60303227906
2011-08,3475.3609726234395
2011-09,3200.016735465297
2011-10,3373.2356817536647
2011-11,3228.2932188900986
2011-12,3211.3595208808874
2012-01,3396.5449834117007
2012-02,3533.817637914907
2012-03,3598.4324640899536
2012-04,3652.979638582324
2012-05,3444.9341568475747
2012-06,3469.928390639607
2012-07,3501.939448609765
2012-08,3521.467375632215
2012-09,3679.5496281777423
2012-10,3720.255425153743
2012-11,3743.382317013541
2012-12,3893.0171678786246
2013-01,4083.376734790037
2013-02,4061.216154369011
2013-03,4066.705342787503
2013-04,4084.2786397829027
2013-05,4090.5844133915944
2013-06,3837.39030983447
2013-07,3998.515754071995
2013-08,3867.755516729286
2013-09,4008.683405395857
2013-10,4148.079001854991
2013-11,4050.2675674101683
2013-12,4071.5632834199755
2014-01,4017.3760329151
2014-02,4195.064916811234
2014-03,4373.359102892014
2014-04,4599.7233520069985
2014-05,4774.975172152682
2014-06,4840.4099710213895
2014-07,4909.250171913321
2014-08,4971.85916081137
2014-09,4885.7231896063595
2014-10,4725.732025263232
2014-11,4538.6986307751895
2014-12,4377.850201360768
2015-01,4298.699197510852
2015-02,4354.897546463375
2015-03,4278.789877321801
2015-04,4442.556952816051
2015-05,4253.015850162489
2015-06,4232.572416498982
2015-07,4072.943126702952
2015-08,3764.1902137856223
2015-09,3687.0010195241225
2015-10,3822.105931167746
2015-11,3584.5768756632388
2015-12,3590.4617217859677
2016-01,3384.8360615610713
2016-02,3483.904480866405
2016-03,3777.2726964867106
2016-04,3880.8214672314034
2016-05,3875.4376066900722
2016-06,3919.6100424225406
2016-07,3990.950258894432
2016-08,3971.3842006709383
2016-09,3952.789064152557
2016-10,3918.9078743508717
2016-11,3688.1320777968967
2016-12,3784.862981267324
2017-01,4014.727596573019
2017-02,3991.3723996848707
2017-03,4070.5431015985496
2017-04,4140.652124
2017-05,4316.211333
2017-06,4310.38048
2017-07,4409.26225
2017-08,4495.007314
2017-09,4581.859934
2017-10,4587.951276
2017-11,4641.018756
2017-12,4814.036579
2018-01,5038.928521
2018-02,4895.62845
2018-03,4894.383052
2018-04,4859.166462222552
2018-05,4502.768031611487
2018-06,4359.76608196927
2018-07,4513.222972259094
2018-08,4368.205503623811
2018-09,4292.412516663797
2018-10,4120.455678835355
2018-11,4186.046998759667
2018-12,4122.40213841563
2019-01,4414.295751254408
2019-02,4438.638026101737
2019-03,4514.302282708323
2019-04,4535.790589324874
2019-05,4515.227906134547
2019-06,4735.927954204808
2019-07,4753.275338176007
2019-08,4460.272473109902
2019-09,4418.936020279132
2019-10,4534.35192344269
2019-11,4511.899024693856
2019-12,4718.5133773240495
2020-01,4567.314722673072
2020-02,4264.627241650135
2020-03,3232.4702934401625
2020-04,3492.933007279128
2020-05,3632.1336260860944
2020-06,3755.180562110772
2020-07,3755.5020991003666
2020-08,3966.558175675082
2020-09,3922.0330259729494
2020-10,4007.7867759664755
2020-11,4301.193084249268
2020-12,4607.060815497367
2021-01,4395.486501256377
2021-02,4481.476316178973
2021-03,4331.280831534015
2021-04,4424.454699145931
2021-05,4606.7737041726305
2021-06,4645.910325335501
2021-07,4469.966905153572
2021-08,4779.881116084163
2021-09,4725.643308342763
2021-10,4973.214252711791
2021-11,4785.058396461308
2021-12,4819.3850139319
2022-01,4855.652354020393
2022-02,4794.130166969104
2022-03,4848.46661851733
2022-04,4536.490102043223
2022-05,4452.172312192185
2022-06,3965.2453982479115
2022-07,4027.24666356828
2022-08,4076.9444589797577
2022-09,3625.124530869732
2022-10,3704.091056255427
2022-11,4033.9946741516783
2022-12,3959.7996433587873
2023-01,4153.635674888794
2023-02,3992.865276966985
2023-03,4059.790085580701
2023-04,4103.650908073559
2023-05,4005.7379541351725
2023-06,4148.192925749437
