Date,ACWI ex AUSTRIA
2012-10,1647.3847407971175
2012-11,1669.177298683336
2012-12,1707.7348981040932
2013-01,1786.9028328935906
2013-02,1787.4750058218083
2013-03,1821.1727139709421
2013-04,1874.3624570148988
2013-05,1870.8109410865793
2013-06,1816.9828872511932
2013-07,1904.4959902072771
2013-08,1865.4981480684148
2013-09,1962.5562744738043
2013-10,2041.8827612208413
2013-11,2071.6399244183817
2013-12,2108.192879140801
2014-01,2024.3085120588462
2014-02,2123.159877567343
2014-03,2133.807311796794
2014-04,2155.260504629989
2014-05,2203.0274948740903
2014-06,2245.5109959301226
2014-07,2219.176508864091
2014-08,2269.192920967055
2014-09,2196.5968427343846
2014-10,2212.5627139384364
2014-11,2250.503407944721
2014-12,2208.1553054731544
2015-01,2174.2198645864623
2015-02,2296.1088425240914
2015-03,2261.939094659792
2015-04,2328.565195404857
2015-05,2327.381316267295
2015-06,2273.6403805566674
2015-07,2294.178837426072
2015-08,2137.8549387589633
2015-09,2061.3602212802125
2015-10,2223.6994176134467
2015-11,2206.2996394364795
2015-12,2167.4383779628047
2016-01,2037.27506586369
2016-02,2024.4024171927535
2016-03,2175.776618639675
2016-04,2209.135298310702
2016-05,2213.8830903458593
2016-06,2201.7400596175667
2016-07,2297.243367241711
2016-08,2306.0620240344674
2016-09,2321.1337300199098
2016-10,2282.2106511399397
2016-11,2300.7117784939246
2016-12,2351.2978832033605
2017-01,2416.052528346037
2017-02,2484.9513932298864
2017-03,2516.9714697151358
2017-04,2557.226304
2017-05,2615.824064
2017-06,2628.781518
2017-07,2703.077086
2017-08,2714.73054
2017-09,2768.19448
2017-10,2826.313932
2017-11,2882.30503
2017-12,2929.75731
2018-01,3095.524467
2018-02,2966.759227
2018-03,2905.032149
2018-04,2934.477057644764
2018-05,2940.8567466873515
2018-06,2926.14014809079
2018-07,3015.288013119451
2018-08,3040.5223735258933
2018-09,3054.942214154958
2018-10,2826.654320684944
2018-11,2869.4563358843657
2018-12,2668.610612
2019-01,2880.1258516885246
2019-02,2958.467179838272
2019-03,2997.6093813545854
2019-04,3100.3451380780366
2019-05,2919.1249984734336
2019-06,3111.6389770640435
2019-07,3121.8503580169872
2019-08,3049.2747972856996
2019-09,3114.819802261596
2019-10,3200.7908133347414
2019-11,3280.3906153389953
2019-12,3397.28356239225
2020-01,3360.7255857270393
2020-02,3090.6392319637675
2020-03,2675.6040693936097
2020-04,2963.5262069229752
2020-05,3094.2409305718497
2020-06,3194.462520950096
2020-07,3364.7815150400597
2020-08,3572.003708729023
2020-09,3458.241695575456
2020-10,3374.991437918547
2020-11,3791.974006846867
2020-12,3969.302298755202
2021-01,3952.1577234735046
2021-02,4044.8477316531116
2021-03,4155.034092658714
2021-04,4338.423739014413
2021-05,4408.0376639774695
2021-06,4467.715816
2021-07,4499.758347801846
2021-08,4613.715522887825
2021-09,4424.951813074065
2021-10,4652.046962125697
2021-11,4541.456078
2021-12,4724.49381823005
2022-01,4493.270580996573
2022-02,4378.903330540852
2022-03,4476.4675960076875
2022-04,4119.804689994848
2022-05,4127.452231473619
2022-06,3781.353266186742
2022-07,4046.843636248363
2022-08,3899.533414051769
2022-09,3527.8445903949737
2022-10,3741.571372267643
2022-11,4033.339907083177
2022-12,3876.147487997917
2023-01,4154.908181524248
2023-02,4037.154941973612
2023-03,4164.707708172707
2023-04,4226.46686715515
2023-05,4184.347651669062
2023-06,4429.087047674468
