Date,ACWI ex ITALY
2006-07,1382.9487137998094
2006-08,1419.1553675915645
2006-09,1436.4043627814494
2006-10,1490.4859585963427
2006-11,1532.6693540228146
2006-12,1567.317427121985
2007-01,1583.5421752280054
2007-02,1575.9828417166887
2007-03,1608.252757930692
2007-04,1679.6119892211484
2007-05,1732.2533912508334
2007-06,1728.2031996001938
2007-07,1702.617119977581
2007-08,1698.6877911715965
2007-09,1790.889255064489
2007-10,1861.158404073168
2007-11,1778.7353378867592
2007-12,1759.632785870507
2008-01,1616.3927733711857
2008-02,1621.8720045308417
2008-03,1598.962218396952
2008-04,1689.1669156233363
2008-05,1717.744184446009
2008-06,1577.984194486484
2008-07,1538.008508798898
2008-08,1506.0791876711257
2008-09,1318.970085725252
2008-10,1058.7137885050731
2008-11,989.691657933602
2008-12,1025.590053218209
2009-01,939.1397027974
2009-02,848.323638562492
2009-03,918.8277039433909
2009-04,1027.1925970523994
2009-05,1130.2401058060068
2009-06,1124.9289778371665
2009-07,1224.4303670817242
2009-08,1267.706703710095
2009-09,1325.7420788923255
2009-10,1306.2349559444417
2009-11,1361.0880340628448
2009-12,1389.8787852045473
2010-01,1330.930108664289
2010-02,1349.6588085455576
2010-03,1437.0097993895247
2010-04,1441.514528543127
2010-05,1307.005849409421
2010-06,1266.876892687744
2010-07,1369.2683748504928
2010-08,1322.6092464123938
2010-09,1449.2609705325715
2010-10,1501.4657084205105
2010-11,1471.0745742056758
2010-12,1579.0222164402724
2011-01,1602.6052924734631
2011-02,1649.9552928985618
2011-03,1649.0624448058084
2011-04,1716.669750263031
2011-05,1682.3502394331256
2011-06,1656.7415756123482
2011-07,1631.6919951890818
2011-08,1514.3813201910996
2011-09,1372.1713857915381
2011-10,1519.20453102281
2011-11,1475.0409300175327
2011-12,1473.137217938857
2012-01,1559.1081960585961
2012-02,1638.3459230163735
2012-03,1650.4954534569813
2012-04,1633.725479166771
2012-05,1489.610630823458
2012-06,1562.8683571059125
2012-07,1585.6156232163773
2012-08,1619.878210844749
2012-09,1671.6481340631385
2012-10,1660.402668190493
2012-11,1682.3312478747125
2012-12,1721.074435420057
2013-01,1800.233051106467
2013-02,1802.7671656367074
2013-03,1837.577166766845
2013-04,1890.1176579366547
2013-05,1886.2486028579633
2013-06,1833.0876142003729
2013-07,1920.7010606219685
2013-08,1881.064093351224
2013-09,1978.5862545427908
2013-10,2057.287095397768
2013-11,2087.881045112439
2013-12,2124.8026997951047
2014-01,2039.4770556785509
2014-02,2138.612709446639
2014-03,2148.113748077017
2014-04,2169.567825117943
2014-05,2218.257040357176
2014-06,2261.527687265052
2014-07,2235.6900688413757
2014-08,2286.918344251314
2014-09,2213.232981397829
2014-10,2230.619520579957
2014-11,2269.180617475218
2014-12,2227.5016443844856
2015-01,2192.9059135827097
2015-02,2315.5170011791756
2015-03,2281.0114458741964
2015-04,2348.0924025383893
2015-05,2346.566708622964
2015-06,2292.3801637895485
2015-07,2312.4979337344466
2015-08,2154.6108613842152
2015-09,2077.3753768227994
2015-10,2241.590557194559
2015-11,2224.5374454674707
2015-12,2185.6689672829943
2016-01,2055.731140677847
2016-02,2043.4569146702609
2016-03,2196.254295059578
2016-04,2229.755341359192
2016-05,2235.0703968792363
2016-06,2224.0505404888804
2016-07,2320.578592268907
2016-08,2329.462084411427
2016-09,2345.2393315463414
2016-10,2305.493945165389
2016-11,2324.803864422612
2016-12,2374.408765969864
2017-01,2440.684332514603
2017-02,2510.7536716156874
2017-03,2541.8167188002503
2017-04,2582.472426
2017-05,2641.127241
2017-06,2654.084174
2017-07,2728.252716
2017-08,2739.735461
2017-09,2793.260683
2017-10,2852.714865
2017-11,2909.548008
2017-12,2958.171865
2018-01,3124.285534
2018-02,2994.729184
2018-03,2931.844107
2018-04,2960.372373660303
2018-05,2969.5235132821376
2018-06,2954.654374993106
2018-07,3044.6690693444257
2018-08,3072.3925375695694
2018-09,3086.601601617075
2018-10,2856.392889388871
2018-11,2899.6616762762524
2018-12,2695.904581
2019-01,2909.458823449288
2019-02,2988.4539966748657
2019-03,3027.743061342754
2019-04,3131.849627537951
2019-05,2949.089649225596
2019-06,3142.9105827517665
2019-07,3153.559873126851
2019-08,3079.9868506920966
2019-09,3146.050017892407
2019-10,3232.5663900309974
2019-11,3313.282916490777
2019-12,3431.530168085448
2020-01,3394.719543831206
2020-02,3121.534478233843
2020-03,2703.973141288387
2020-04,2996.501374632787
2020-05,3128.3771118303944
2020-06,3228.811272165988
2020-07,3401.1711942743846
2020-08,3611.1732539341533
2020-09,3496.616750637734
2020-10,3413.4150782802576
2020-11,3832.5870189739517
2020-12,4012.1945161481103
2021-01,3995.800285093503
2021-02,4088.6955742191194
2021-03,4199.540981726737
2021-04,4385.97563769987
2021-05,4455.178980643683
2021-06,4516.646623
2021-07,4549.050287149048
2021-08,4664.680569078963
2021-09,4473.656613402526
2021-10,4703.0961613299705
2021-11,4592.44402
2021-12,4776.715172967078
2022-01,4542.300158546608
2022-02,4426.996807551567
2022-03,4526.902008513644
2022-04,4165.944730317895
2022-05,4172.9068203630895
2022-06,3824.3550292482564
2022-07,4093.7120878251703
2022-08,3944.819113351154
2022-09,3568.17851042291
2022-10,3783.407237341052
2022-11,4077.293957508635
2022-12,3917.5641799549708
2023-01,4197.9279393434435
2023-02,4078.183828352079
2023-03,4207.377301844618
2023-04,4268.957072315305
2023-05,4227.784737767525
2023-06,4473.79226234546
