Date,EM EUROPE SMALL CAP
2014-06,715.458666941419
2014-07,685.549191045345
2014-08,675.6827111979331
2014-09,629.0890320283053
2014-10,617.6790026236669
2014-11,617.2415943612873
2014-12,546.1361573496885
2015-01,545.6801831366323
2015-02,577.7472879579486
2015-03,541.4567309026038
2015-04,584.4229253658783
2015-05,570.0429567762353
2015-06,547.321564404382
2015-07,541.0572164567519
2015-08,496.7306646764035
2015-09,496.72790690743705
2015-10,521.6865913313301
2015-11,495.35095299927985
2015-12,485.12851401373814
2016-01,456.46939182876883
2016-02,470.37088747035864
2016-03,539.0824723796507
2016-04,557.7183902231475
2016-05,529.2733800510086
2016-06,524.608419655247
2016-07,538.9538894955211
2016-08,571.8552058813874
2016-09,589.8858208346838
2016-10,600.583499913935
2016-11,581.2832133136956
2016-12,611.1329967182747
2017-01,649.5201797407261
2017-02,663.4119082083527
2017-03,679.3864657544085
2017-04,713.211241
2017-05,744.85691
2017-06,775.532212
2017-07,822.578366
2017-08,846.038369
2017-09,821.428356
2017-10,811.912652
2017-11,778.64397
2017-12,825.26739
2018-01,884.413413
2018-02,842.464735
2018-03,825.940692
2018-04,783.9075177759612
2018-05,724.3220008878128
2018-06,692.3026370060595
2018-07,690.7437934466194
2018-08,620.1321093986078
2018-09,628.7462553511035
2018-10,585.6784809268524
2018-11,616.2003684513279
2018-12,593.613957
2019-01,646.4768046768235
2019-02,670.8090395296875
2019-03,636.2986255974064
2019-04,650.9716913793518
2019-05,657.9005064803619
2019-06,717.8252562144778
2019-07,730.2142353180476
2019-08,693.1892121824011
2019-09,696.9524903736894
2019-10,703.900169934695
2019-11,728.718189676028
2019-12,765.919646421225
2020-01,776.9782382966013
2020-02,658.195469027847
2020-03,522.453357523451
2020-04,588.3904482007164
2020-05,631.9690784625901
2020-06,681.6136707101288
2020-07,701.6370845774936
2020-08,708.3676372666941
2020-09,688.1717019968673
2020-10,620.7861064462472
2020-11,794.6880271571716
2020-12,901.4057219274906
2021-01,929.6324919229328
2021-02,983.7410497024746
2021-03,944.4245768148855
2021-04,1004.8771270362198
2021-05,1035.3790007231435
2021-06,984.9962983129196
2021-07,998.6583971692879
2021-08,1052.3835663352718
2021-09,992.3492029444928
2021-10,1040.3522441174223
2021-11,918.8187510069062
2021-12,933.226973442236
2022-01,929.6350112915009
2022-02,771.7126329900196
2022-03,725.2133004743807
2022-04,723.2781046792882
2022-05,723.5647515807883
2022-06,671.6871726686896
2022-07,673.215710127035
2022-08,702.5296060215898
2022-09,651.6987546639239
2022-10,753.2932349590762
2022-11,915.9231544542586
2022-12,1005.3558282929977
2023-01,997.9493530626092
2023-02,1019.0481572399123
2023-03,942.7220955219105
2023-04,968.8963202446862
2023-05,974.6635368648914
2023-06,983.9309183704715
2023-07,1159.9991689659923
