Date,AC ASIA ex JAPAN SMALL CAP
2016-03,1179.0530823205322
2016-04,1188.051446234937
2016-05,1160.3253444532074
2016-06,1176.4111949375483
2016-07,1217.9904588765546
2016-08,1246.5732859101283
2016-09,1262.5744424019044
2016-10,1230.433792577862
2016-11,1189.2952508420199
2016-12,1173.0136350695382
2017-01,1222.3311410693286
2017-02,1286.4629304169123
2017-03,1323.139364589988
2017-04,1337.724521
2017-05,1354.396776
2017-06,1363.674353
2017-07,1401.2067
2017-08,1419.570437
2017-09,1427.134721
2017-10,1495.070964
2017-11,1532.301469
2017-12,1569.938703
2018-01,1657.922841
2018-02,1581.716094
2018-03,1562.973014
2018-04,1566.1373533433643
2018-05,1563.5349625512586
2018-06,1457.8655268074713
2018-07,1463.382615513013
2018-08,1451.0770503559336
2018-09,1393.8663096896407
2018-10,1226.0575034917522
2018-11,1300.2020627077895
2018-12,1277.4732757008564
2019-01,1328.3437804255032
2019-02,1357.9634710308424
2019-03,1386.5295219459229
2019-04,1383.4079930108226
2019-05,1303.2875733942474
2019-06,1345.7222729244131
2019-07,1308.037662948151
2019-08,1250.0433118273033
2019-09,1276.8545814064391
2019-10,1325.603313
2019-11,1315.9684715629426
2019-12,1374.3504129998712
2020-01,1313.4122156937678
2020-02,1254.4789228860973
2020-03,1018.081933108782
2020-04,1162.109901458487
2020-05,1183.5185096802036
2020-06,1285.659764165755
2020-07,1395.5480939893523
2020-08,1471.4803467380111
2020-09,1453.3926330470579
2020-10,1456.1888525489417
2020-11,1634.7019596514103
2020-12,1739.9751332979913
2021-01,1754.7079217456674
2021-02,1882.88053530724
2021-03,1906.2642042533253
2021-04,2015.913990465081
2021-05,2038.6232574768999
2021-06,2089.390880844281
2021-07,2063.8442908871593
2021-08,2084.645535647551
2021-09,2054.3628589463337
2021-10,2080.5405465141052
2021-11,2035.1050937661478
2021-12,2109.428384749599
2022-01,1976.6436238758956
2022-02,1940.8433563055135
2022-03,1964.7451336348158
2022-04,1875.2142445564402
2022-05,1839.3257520878187
2022-06,1678.3647153555921
2022-07,1714.6632673314489
2022-08,1747.2141692417065
2022-09,1553.0238108732506
2022-10,1508.4714277702687
2022-11,1694.6894327639945
2022-12,1689.0864489417904
2023-01,1800.1583746423557
2023-02,1748.8484562932874
2023-03,1767.9092440210075
2023-04,1769.2909430697898
2023-05,1776.042766109742
2023-06,1843.3879167483917
2023-07,1958.4926710059124
