Date,ACWI ex CANADA SMALL CAP
2018-07,3889.250858302523
2018-08,3961.34968487427
2018-09,3898.26312794888
2018-10,3508.446857179385
2018-11,3553.1853773866355
2018-12,3248.943913
2019-01,3563.9321457323667
2019-02,3690.5774664131404
2019-03,3677.503841720175
2019-04,3786.9254857072824
2019-05,3545.9479524519165
2019-06,3744.3193646462664
2019-07,3756.4309665948
2019-08,3619.798877411868
2019-09,3698.432732478425
2019-10,3809.550259
2019-11,3919.122780056583
2019-12,4062.037990143279
2020-01,3944.666401504372
2020-02,3591.954738560188
2020-03,2849.36584581322
2020-04,3221.9007601620774
2020-05,3436.5952211419994
2020-06,3544.8366279858365
2020-07,3698.9891396964636
2020-08,3904.6600794298975
2020-09,3828.533817
2020-10,3826.750105134958
2020-11,4412.950154568782
2020-12,4743.372503305451
2021-01,4832.5147781261385
2021-02,5079.182639953926
2021-03,5185.5270244356825
2021-04,5398.6128350818735
2021-05,5450.375168164207
2021-06,5479.246919977927
2021-07,5438.332992567437
2021-08,5567.238690728198
2021-09,5400.5482378619845
2021-10,5568.817599262087
2021-11,5314.172624642396
2021-12,5517.520068705357
2022-01,5111.923858694306
2022-02,5102.406763938983
2022-03,5155.606637682963
2022-04,4772.798611050781
2022-05,4757.108028810939
2022-06,4287.174621680614
2022-07,4645.2425310220515
2022-08,4528.30327257604
2022-09,4067.7023618723965
2022-10,4354.80671633816
2022-11,4640.504446720891
2022-12,4497.885467784569
2023-01,4895.729241127377
2023-02,4797.479987342328
2023-03,4691.862200725236
2023-04,4694.585551444269
2023-05,4593.6413394745005
2023-06,4876.613058482414
2023-07,5127.587098100307
